from_stop,AH,AI,AL,AM,AP,AZ,BD,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DE,DL,DV,DW,EB,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FN,FX,FY,GE,GN,GP,GR,HA,HE,HI,HN,HR,HS,HX,IB,IC,IJ,IS,IT,JB,JH,JQ,JS,JX,JZ,KC,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MD,MF,MG,MH,MN,MP,MT,NB,NC,NL,NM,NR,NU,NV,NW,NY,NZ,OD,ON,OP,OS,OW,OZ,PD,PJ,PK,PQ,PR,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RG,RH,RK,RL,RN,RT,RX,RZ,SB,SM,SN,SQ,SR,ST,SX,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WR,WT,WV,WW,WZ,XA,XE,XH,XI,XJ,XO,XV,YC,YH,YJ,YP,YQ,YW,YX,YZ,ZH,ZK,ZM,ZO,ZV
NZ,795.2,506.8,636.5,652.8,534.7,953.0,950.1,421.1,409.2,207.3,379.7,863.4,76.3,189.9,571.1,253.0,572.8,585.6,417.1,332.8,395.2,781.2,596.6,570.7,642.8,785.6,509.0,651.2,470.6,341.0,462.4,227.8,336.1,406.0,476.8,310.2,945.1,488.4,3.1,472.1,146.1,524.8,504.9,538.3,897.5,568.3,674.5,766.3,799.7,204.0,576.7,284.1,324.2,204.6,916.4,147.4,415.9,433.3,514.1,572.3,494.0,960.0,321.3,472.6,522.7,490.3,599.8,181.7,451.0,487.2,427.3,400.9,503.2,922.5,450.2,212.2,326.0,513.2,139.0,173.0,453.5,933.4,588.6,493.1,579.2,551.8,553.2,808.4,302.2,0.0,152.9,1016.1,626.1,502.3,449.4,251.5,711.1,690.4,508.2,912.9,785.9,305.5,611.8,567.5,528.5,370.5,475.3,484.6,515.3,608.4,292.7,928.1,561.8,384.8,375.6,227.7,905.1,297.8,477.4,369.6,585.5,424.8,433.3,196.8,495.5,792.1,659.3,371.9,284.2,157.0,415.1,497.0,534.0,622.2,526.0,429.1,560.0,215.9,156.4,310.0,448.8,424.2,383.0,365.2,79.9,618.7,392.8,576.6,333.0,571.5,214.2,581.9,225.7,515.5,867.2,280.5,488.0,504.8,542.1,952.7,626.8,525.9,352.0,454.1,966.6,1830.3,358.1,928.4,952.7,813.2,923.0,552.0,333.1,475.9,184.5,435.2,574.5,960.9,576.6
OD,856.2,430.3,560.0,576.3,595.7,1014.0,1011.1,448.3,332.7,130.8,406.9,924.4,137.3,113.4,632.1,100.0,496.3,646.6,478.1,256.3,318.7,842.2,520.1,631.7,703.8,846.6,570.0,574.7,394.1,264.5,385.9,151.3,259.6,433.2,537.8,337.4,1006.1,549.4,156.3,395.6,207.1,585.8,565.9,461.8,958.5,629.3,735.5,827.3,860.7,51.0,637.7,207.6,247.7,128.1,977.4,208.4,476.9,494.3,437.6,495.8,417.5,1021.0,327.4,499.8,446.2,551.3,523.3,105.2,451.3,410.7,488.3,428.1,426.7,983.5,511.2,135.7,249.5,436.7,200.0,37.9,377.0,994.4,512.1,554.1,640.2,612.8,614.2,869.4,363.2,159.4,0.0,1077.1,549.6,425.8,510.4,312.5,772.1,751.4,431.7,973.9,846.9,229.0,535.3,628.5,452.0,294.0,398.8,545.6,576.3,669.4,216.2,989.1,485.3,308.3,436.6,151.2,966.1,221.3,538.4,293.1,646.5,485.8,356.8,257.8,556.5,853.1,720.3,295.4,207.7,80.5,338.6,558.0,595.0,683.2,449.5,429.4,483.5,139.4,21.3,233.5,372.3,347.7,410.2,288.7,71.9,542.2,420.0,500.1,180.0,632.5,61.2,505.4,72.7,439.0,928.2,341.5,411.5,428.3,465.6,1013.7,687.8,586.9,358.1,515.1,1027.6,1753.8,281.6,989.4,1013.7,874.2,984.0,475.5,256.6,536.9,108.0,496.2,635.5,1021.9,637.6
ON,225.0,1109.2,1130.1,1124.5,523.9,158.2,155.3,1163.6,1196.2,1080.9,1122.2,388.9,886.9,1063.5,516.3,959.0,1128.3,574.8,562.3,1147.9,1123.2,252.8,1189.6,486.9,375.9,190.7,742.6,1040.7,1164.3,1084.8,1249.4,1069.9,1201.2,1148.5,710.4,1052.7,150.3,722.0,939.6,1256.9,859.7,765.5,738.5,1156.0,80.8,423.2,358.8,337.7,323.0,1058.1,498.8,1157.7,1197.8,1076.0,320.9,905.8,574.3,666.9,1238.0,1266.0,1278.8,364.5,1071.4,1215.1,1309.7,723.9,1170.9,1055.3,1193.5,1180.9,639.9,1143.4,1191.1,327.0,683.8,1085.8,1199.6,1256.1,897.4,1046.6,1198.1,138.6,1113.2,729.7,410.7,541.0,469.4,289.2,861.4,942.7,1026.5,0.0,1085.9,1002.8,683.0,793.3,376.0,356.7,1331.3,140.3,341.9,1112.8,1398.8,425.7,1164.5,1068.3,1169.0,718.2,504.5,438.0,1134.8,332.6,1354.6,1032.6,609.2,1101.3,305.8,1119.7,711.0,1156.6,574.7,658.4,1123.8,955.2,729.1,295.4,417.9,1177.0,1134.3,1030.6,1202.1,734.2,767.6,451.8,1312.5,1171.6,1060.5,1089.5,1030.0,1124.9,1235.8,1244.9,1125.5,1238.8,953.5,1405.7,1135.3,1077.1,1079.5,560.7,992.6,1119.9,976.2,1177.8,276.6,871.7,1275.0,1228.7,1234.1,157.9,354.6,759.5,1094.5,714.2,371.1,1649.5,1168.7,110.4,157.9,316.5,46.1,1339.0,1076.9,709.5,1058.1,707.8,394.3,365.4,512.1
OP,957.6,104.9,44.1,51.3,1065.5,1115.4,1112.5,489.3,383.8,512.0,499.4,1025.8,607.1,494.6,1101.9,530.1,42.3,1116.4,947.9,496.9,241.9,943.6,103.6,1101.5,869.5,948.0,1039.8,117.7,179.9,408.3,404.6,410.7,566.5,479.0,1007.6,468.5,1107.5,1019.2,626.1,228.5,676.9,1055.6,1035.7,77.1,1059.9,913.7,888.5,928.7,962.1,577.3,1107.5,514.5,287.0,436.9,1063.1,640.3,946.7,964.1,159.1,202.3,225.8,1147.2,523.7,592.3,387.7,1021.1,84.9,486.4,408.3,163.3,958.1,469.1,112.2,1109.7,981.0,516.9,630.7,190.0,648.7,546.3,334.0,1095.8,27.2,1023.9,901.2,1082.6,1084.0,970.8,741.0,629.2,526.2,1178.5,0.0,84.8,980.2,782.3,907.1,886.4,319.7,1075.3,948.3,301.4,494.8,916.2,85.6,288.0,175.2,1015.4,1046.1,928.5,342.3,1074.8,444.8,221.2,906.4,376.5,1092.3,308.3,1008.2,378.9,1116.3,955.6,217.2,643.6,1026.3,954.5,886.0,396.7,367.6,494.1,332.5,1027.8,1064.8,942.3,226.5,386.4,24.7,520.6,529.7,377.3,347.3,193.1,454.9,246.0,541.7,501.7,465.8,9.1,581.3,1102.3,537.8,33.9,511.2,98.9,1033.9,719.3,379.0,149.8,148.1,1115.1,853.5,1056.7,554.4,984.9,1153.8,1392.9,356.5,1090.8,1115.1,975.6,1085.4,435.0,517.2,1006.7,455.9,966.0,884.8,1058.7,1107.4
OS,872.7,188.0,127.2,134.4,962.5,1030.5,1027.6,507.2,466.9,451.2,465.8,940.9,504.1,433.8,998.9,471.5,125.4,1013.4,844.9,376.7,226.9,858.7,186.7,892.5,784.6,863.1,936.8,184.3,263.0,323.4,487.7,326.6,446.3,492.1,904.6,396.3,1022.6,916.2,523.1,311.6,573.9,952.6,932.7,160.2,975.0,828.8,803.6,843.8,877.2,474.3,904.4,394.3,370.1,367.4,978.2,541.5,843.7,861.1,242.2,285.4,308.9,1062.3,424.9,558.7,470.8,918.1,168.0,425.6,491.4,246.4,855.1,487.0,195.3,1024.8,878.0,456.1,569.9,273.1,549.9,443.3,417.1,1010.9,110.3,920.9,816.3,979.6,875.0,885.9,642.2,526.2,423.2,1093.6,83.0,0.0,877.2,679.3,822.2,801.5,402.8,990.4,863.4,216.5,577.9,831.3,168.7,172.0,258.3,912.4,943.1,843.6,258.2,989.9,527.9,136.3,803.4,273.5,1007.4,223.4,905.2,346.3,1013.3,852.6,300.3,544.8,923.3,869.6,801.1,280.7,238.0,391.1,415.6,924.8,961.8,857.4,309.6,469.5,57.6,459.8,426.7,292.4,430.4,276.2,469.1,329.1,438.7,584.8,478.9,74.2,522.7,999.3,479.2,117.0,452.6,182.0,949.0,620.5,462.1,232.9,231.2,1030.2,768.6,953.7,455.6,881.9,1068.9,1390.6,272.4,1005.9,1030.2,890.7,1000.5,518.1,397.0,903.7,386.4,863.0,799.9,973.8,1004.4
OW,561.3,913.3,1022.6,1038.9,297.1,719.1,716.2,672.4,705.0,593.4,634.7,629.5,399.4,576.0,337.2,639.1,958.9,348.0,185.5,656.1,781.4,547.3,982.7,336.8,408.9,551.7,66.4,955.4,856.7,593.6,761.9,613.9,713.7,657.3,69.8,561.5,711.2,114.0,452.1,858.2,372.2,89.3,55.4,924.4,658.2,334.4,440.6,532.4,565.8,586.4,342.8,666.5,710.3,590.7,682.5,418.5,178.3,82.6,896.5,958.4,880.1,726.1,580.2,727.6,822.2,119.6,985.9,567.8,706.0,873.3,193.4,655.9,889.3,688.6,79.5,598.3,712.1,898.7,409.9,559.1,710.6,699.5,974.7,51.0,345.3,317.9,319.3,578.4,373.9,455.2,539.0,778.5,991.9,908.8,0.0,305.8,482.6,456.5,843.8,675.3,552.0,712.0,911.3,333.6,914.6,752.9,861.4,66.2,281.4,370.8,678.8,694.2,867.1,791.3,69.0,613.8,667.4,704.3,106.7,669.1,351.6,74.1,816.2,467.7,46.0,554.5,430.5,758.0,690.7,543.1,714.6,129.9,88.2,388.3,912.1,680.4,966.5,602.0,542.5,637.4,748.3,801.2,638.0,751.3,466.0,918.2,647.8,979.4,719.1,332.7,600.3,968.0,611.8,901.6,638.2,384.2,787.5,890.9,928.2,712.3,392.9,76.4,607.0,109.9,729.0,1803.5,744.2,690.8,718.8,579.3,689.1,851.5,589.4,27.4,570.6,128.8,340.6,727.0,342.7
OZ,645.8,607.4,727.0,737.4,385.3,803.6,800.7,370.2,402.8,369.7,328.8,714.0,175.7,352.3,421.7,415.4,681.3,436.2,267.7,354.5,472.9,631.8,703.2,421.3,493.4,636.2,359.6,751.8,560.3,291.4,456.0,390.2,407.8,355.1,327.4,259.3,795.7,339.0,228.4,562.6,148.5,375.4,355.5,646.8,748.1,418.9,525.1,616.9,650.3,366.4,427.3,382.8,442.8,367.0,767.0,170.6,266.5,283.9,622.6,662.0,584.5,810.6,270.4,421.7,516.3,340.9,690.3,344.1,400.1,576.9,277.9,350.0,611.7,773.1,300.8,374.6,488.4,605.8,179.0,335.4,404.7,784.0,697.1,343.7,429.8,402.4,403.8,659.0,68.1,231.5,315.3,866.7,686.0,602.9,300.0,0.0,561.7,541.0,537.9,763.5,636.5,406.1,605.4,418.1,637.0,484.3,565.0,335.2,365.9,459.0,455.1,778.7,555.4,485.4,226.2,390.1,755.7,398.4,328.0,363.2,436.1,275.4,523.0,173.9,346.1,642.7,509.9,534.3,384.8,319.4,408.7,347.6,384.6,472.8,644.6,378.2,660.6,378.3,318.8,331.5,442.4,542.8,332.1,483.8,242.3,612.3,341.9,677.2,495.4,422.1,376.6,690.4,388.1,624.0,717.8,78.4,481.6,613.3,650.6,803.3,477.4,376.5,301.1,304.7,817.2,1888.0,520.5,779.0,803.3,663.8,773.6,545.6,283.5,326.5,346.9,285.8,425.1,811.5,427.2
PD,180.9,888.4,909.3,903.7,305.5,338.7,335.8,945.2,977.8,863.9,920.7,249.1,669.9,846.5,299.3,738.2,907.5,373.3,360.8,930.9,901.3,166.9,968.8,269.9,113.3,171.3,524.2,819.9,943.5,883.3,1032.4,884.4,984.2,930.1,493.4,851.2,330.8,520.5,722.6,1036.1,642.7,541.4,521.5,935.2,282.1,206.2,94.2,152.0,185.4,876.1,281.8,956.2,980.8,861.2,366.4,688.8,355.9,449.9,1016.1,1045.2,1058.0,410.0,869.9,998.1,1092.7,506.9,966.1,838.3,976.5,960.1,422.9,926.4,970.3,372.5,466.8,868.8,982.6,1034.2,680.4,829.6,981.1,319.1,892.4,509.7,193.7,324.0,252.4,193.0,644.4,725.7,809.5,400.7,865.1,782.0,466.0,576.3,0.0,62.2,1114.3,297.5,171.6,908.0,1181.8,208.7,959.7,863.5,948.2,499.8,287.5,219.6,949.3,378.1,1136.2,811.8,392.2,884.3,354.0,898.9,494.0,939.6,357.7,441.4,905.1,738.2,512.1,176.7,53.5,956.2,912.4,813.6,985.1,517.2,566.1,234.8,1107.7,953.2,839.7,872.5,813.0,907.9,1018.8,1090.9,908.5,1021.8,736.5,1188.7,918.3,856.3,858.7,343.7,771.8,899.1,755.4,957.0,316.1,654.7,1058.0,1007.9,1013.3,337.3,94.0,542.5,877.5,497.2,416.6,1495.8,946.8,313.0,338.4,198.9,308.7,1122.0,859.9,492.5,841.1,490.8,177.3,410.9,295.1
PJ,171.6,879.1,900.0,894.4,300.0,329.4,326.5,939.7,972.3,857.0,898.3,239.8,663.0,839.6,292.4,728.9,898.2,350.9,332.4,924.0,893.1,157.6,959.5,263.0,106.0,162.0,518.7,810.6,934.2,860.9,1025.5,877.5,977.3,924.6,486.5,828.8,321.5,498.1,715.7,1026.8,635.8,534.5,514.6,925.9,273.9,199.3,68.9,142.7,176.1,853.7,274.9,933.8,973.9,854.3,357.1,681.9,350.4,443.0,1007.9,1035.9,1048.7,400.7,839.9,991.2,1085.8,500.0,940.8,831.4,969.6,950.8,416.0,919.5,961.0,363.2,459.9,861.9,975.7,1026.0,673.5,822.7,974.2,309.8,883.1,502.8,186.8,317.1,245.5,184.8,637.5,718.8,802.6,392.5,855.8,772.7,459.1,569.4,53.6,0.0,1107.4,289.3,162.3,882.7,1174.9,201.8,934.4,838.2,938.9,494.3,280.6,214.1,942.4,368.8,1124.9,802.5,385.3,877.4,345.8,889.6,487.1,932.7,350.8,434.5,896.9,731.3,505.2,168.5,105.8,946.9,904.2,806.7,978.2,510.3,543.7,227.9,1082.4,947.7,830.4,865.6,806.1,901.0,1011.9,1073.9,901.6,1014.9,729.6,1181.8,911.4,847.0,849.4,336.8,762.5,889.8,746.1,947.7,307.9,647.8,1051.1,998.6,1004.0,329.1,84.7,535.6,870.6,490.3,407.3,1486.5,938.6,304.8,329.1,189.6,299.4,1115.1,853.0,485.6,834.2,483.9,170.4,401.6,288.2
PK,1231.7,313.5,262.2,291.5,971.2,1216.7,1247.7,345.7,177.3,417.7,355.8,1299.9,512.8,381.4,1007.6,530.4,310.8,1022.1,853.6,290.4,315.7,1217.7,202.7,1007.2,1079.3,1222.1,945.5,370.9,307.0,255.1,84.8,418.2,360.0,335.4,913.3,324.9,1224.6,924.9,531.8,209.2,582.6,961.3,941.4,294.9,1288.4,1004.8,1111.0,1202.8,1236.2,483.0,1013.2,308.0,192.7,395.0,1162.2,496.7,852.4,869.8,240.5,329.4,170.3,1184.8,380.1,448.7,67.9,926.8,221.4,389.0,184.0,290.4,863.8,325.5,259.8,1147.3,886.7,367.8,465.5,195.8,505.1,452.0,145.5,1233.4,326.6,929.6,1015.7,988.3,989.7,1244.9,597.4,534.9,431.9,1407.0,316.6,401.5,885.9,688.0,1147.6,1126.9,0.0,1346.0,1222.4,294.6,175.0,1004.0,285.1,415.1,302.3,921.1,951.8,1044.9,362.5,1200.1,125.0,373.9,812.1,282.2,1149.9,286.9,913.9,172.4,1022.0,861.3,344.3,500.0,932.0,1228.6,1095.8,523.8,273.3,399.8,126.0,933.5,970.5,1058.7,80.5,205.2,341.4,426.3,435.4,226.3,98.1,180.8,311.3,151.7,447.4,181.9,322.2,325.8,581.6,1008.0,493.2,319.9,504.7,272.1,1158.0,575.7,59.2,248.9,213.3,1280.3,1063.3,962.4,410.8,890.6,1191.4,1709.6,376.7,1319.3,1216.9,1249.7,1338.0,115.2,310.7,912.4,374.9,871.7,1011.0,1168.3,1013.1
PQ,159.1,1043.3,1064.2,1058.6,458.0,121.0,118.1,1097.7,1130.3,1015.0,1056.3,323.0,821.0,997.6,450.4,893.1,1062.4,508.9,496.4,1082.0,1057.3,186.9,1123.7,421.0,310.0,124.8,676.7,974.8,1098.4,1018.9,1183.5,1004.0,1135.3,1082.6,644.5,986.8,113.1,656.1,873.7,1191.0,793.8,699.6,672.6,1090.1,43.6,357.3,292.9,271.8,257.1,992.2,432.9,1091.8,1131.9,1010.1,283.7,840.1,508.4,601.0,1172.1,1200.1,1212.9,327.3,1005.5,1149.2,1243.8,658.0,1105.0,989.4,1127.6,1115.0,574.0,1077.5,1125.2,289.8,617.9,1019.9,1133.7,1189.6,831.5,980.7,1132.2,101.4,1047.3,660.8,344.8,475.1,403.5,219.4,795.5,876.8,960.6,207.6,1020.0,936.9,617.1,727.4,310.1,290.8,1265.4,0.0,276.0,1046.9,1332.9,359.8,1098.6,1002.4,1103.1,652.3,438.6,372.1,1068.9,295.4,1282.9,966.7,543.3,1035.4,272.4,1053.8,645.1,1090.7,508.8,592.5,1057.9,889.3,663.2,229.5,352.0,1111.1,1068.4,964.7,1136.2,668.3,701.7,385.9,1246.6,1105.7,994.6,1023.6,964.1,1059.0,1169.9,1179.0,1059.6,1172.9,887.6,1339.8,1069.4,1011.2,1013.6,489.9,926.7,1054.0,910.3,1111.9,234.5,805.8,1209.1,1162.8,1168.2,120.7,288.7,693.6,1028.6,648.3,333.9,1612.3,1102.8,73.2,120.7,250.6,10.0,1273.1,1011.0,643.6,992.2,641.9,328.4,328.2,446.2
PR,143.6,908.0,928.9,923.3,322.7,301.4,298.5,962.4,995.0,879.7,921.0,116.8,685.7,862.3,315.1,757.8,927.1,373.6,355.1,946.7,922.0,129.6,988.4,285.7,174.7,134.0,541.4,839.5,963.1,883.6,1048.2,868.7,1000.0,947.3,509.2,851.5,293.5,520.8,738.4,1055.7,658.5,557.2,537.3,954.8,245.9,222.0,157.6,76.7,50.9,856.9,297.6,956.5,996.6,874.8,412.2,704.6,373.1,465.7,1036.8,1064.8,1077.6,455.8,862.6,1013.9,1108.5,522.7,969.7,854.1,992.3,979.7,438.7,942.2,989.9,418.3,482.6,884.6,998.4,1054.9,696.2,845.4,996.9,281.8,912.0,525.5,209.5,339.8,268.2,138.8,660.2,741.5,825.3,364.5,884.7,801.6,481.8,592.1,176.2,155.5,1130.1,261.3,0.0,911.6,1197.6,224.5,963.3,867.1,967.8,517.0,303.3,236.8,933.6,423.9,1147.6,831.4,408.0,900.1,400.9,918.5,509.8,955.4,373.5,457.2,925.8,754.0,527.9,122.5,211.6,975.8,933.1,829.4,1000.9,533.0,566.4,250.6,1111.3,970.4,859.3,888.3,828.8,923.7,1034.6,1038.3,924.3,1037.6,752.3,1204.5,934.1,875.9,878.3,359.5,791.4,918.7,775.0,976.6,363.0,670.5,1073.8,1027.5,1032.9,301.1,153.4,558.3,893.3,513.0,462.4,1541.6,967.5,276.8,301.1,143.6,271.4,1137.8,875.7,508.3,856.9,506.6,193.1,456.7,310.9
PT,1006.4,201.2,320.8,331.2,745.9,1164.2,1161.3,290.6,169.3,192.4,249.2,1074.6,287.5,175.0,782.3,305.1,275.1,796.8,634.3,160.1,66.7,992.4,297.0,781.9,854.0,996.8,720.2,345.6,154.1,106.8,222.5,142.4,229.7,275.5,688.0,179.7,1156.3,699.6,306.5,156.4,357.3,736.0,716.1,240.6,1108.7,779.5,885.7,977.5,1010.9,257.7,787.9,177.7,108.0,169.7,1127.6,324.9,627.1,644.5,216.4,255.8,178.3,1171.2,215.9,342.1,282.8,701.5,284.1,166.8,320.5,170.7,638.5,270.4,205.5,1133.7,661.4,197.3,311.1,199.0,333.3,226.7,213.6,1144.6,290.9,704.3,790.4,763.0,764.4,1019.6,425.6,309.6,206.6,1227.3,279.8,196.7,656.9,462.7,920.9,901.6,325.0,1124.1,997.1,0.0,371.9,778.7,230.8,78.1,158.8,695.8,726.5,819.6,74.0,1139.3,321.9,79.2,586.8,56.9,1112.5,6.8,688.6,129.7,796.7,636.0,113.6,328.2,706.7,1003.3,875.6,186.8,21.4,174.5,175.2,708.2,745.2,833.4,264.6,298.6,254.4,201.0,210.1,75.8,208.9,144.4,252.5,191.9,222.1,378.8,262.3,271.0,356.3,777.8,267.9,284.2,279.4,217.8,1083.3,403.9,248.1,207.1,244.4,1163.9,838.0,737.1,239.0,665.3,1177.8,1542.3,88.2,1139.6,1163.9,1024.4,1134.2,312.1,180.4,688.1,149.6,646.4,785.7,1084.0,787.8
PV,1297.0,487.4,436.1,465.4,1036.5,1160.9,1191.9,387.1,263.6,505.6,397.2,1365.2,600.3,467.7,1072.9,668.1,467.0,1087.4,918.9,376.7,453.3,1283.0,376.6,1072.5,1144.6,1287.4,1010.8,544.8,449.1,341.4,171.1,555.9,446.3,376.8,978.6,366.3,1168.8,990.2,642.4,366.3,647.9,1026.6,1006.7,432.5,1232.6,1070.1,1176.3,1268.1,1301.5,593.6,1078.5,394.3,348.3,532.7,1106.4,538.1,917.7,935.1,408.3,471.5,344.2,1129.0,421.5,490.1,172.2,992.1,395.3,475.3,229.3,432.5,929.1,366.9,397.4,1091.5,952.0,454.1,551.8,369.7,546.5,562.6,231.8,1177.6,482.8,994.9,1081.0,1053.6,1055.0,1310.2,638.8,645.5,542.5,1351.2,490.5,575.4,951.2,753.3,1212.9,1192.2,173.8,1290.2,1287.7,387.2,0.0,1069.3,422.7,465.4,444.4,986.4,1017.1,1110.2,500.1,1144.3,69.9,466.5,877.4,392.8,1094.1,379.5,979.2,258.7,1087.3,926.6,486.4,541.4,997.3,1293.9,1161.1,574.1,365.9,510.4,212.3,998.8,1035.8,1124.0,254.4,250.5,515.3,514.2,546.0,312.6,184.4,318.4,352.7,307.3,558.0,6.9,363.6,499.7,719.3,1073.3,603.8,476.1,649.2,409.7,1102.2,617.1,145.5,399.0,387.2,1224.5,1128.6,1027.7,452.2,955.9,1135.6,1883.5,514.3,1263.5,1161.1,1315.0,1282.2,78.7,397.0,977.7,512.6,937.0,1076.3,1112.5,1078.4
PW,286.9,856.3,877.2,871.6,157.4,444.7,441.8,797.1,829.7,714.4,755.7,355.1,520.4,697.0,149.8,703.1,875.4,208.3,189.8,781.4,899.8,272.9,936.7,120.4,134.5,277.3,376.1,787.8,911.4,718.3,882.9,734.9,834.7,782.0,343.9,686.2,436.8,355.5,573.1,979.2,493.2,391.9,372.0,903.1,389.2,25.4,166.2,258.0,291.4,711.1,132.3,791.2,831.3,711.7,408.1,539.3,207.8,300.4,1021.2,1013.1,1001.1,451.7,697.3,848.6,943.2,357.4,918.0,688.8,827.0,928.0,273.4,776.9,938.2,414.2,317.3,719.3,833.1,1020.3,530.9,680.1,831.6,425.1,860.3,360.2,36.3,174.5,102.9,300.1,494.9,576.2,660.0,507.8,833.0,749.9,316.5,426.8,202.8,182.1,964.8,404.6,277.6,833.0,1032.3,0.0,911.6,815.4,916.1,351.7,138.0,100.1,799.8,419.8,982.3,779.7,242.7,734.8,396.8,825.3,344.5,790.1,208.2,291.9,874.1,588.7,362.6,283.8,151.0,879.0,811.7,664.1,835.6,367.7,401.1,113.9,1033.1,805.1,807.6,723.0,663.5,758.4,869.3,931.3,759.0,872.3,587.0,1039.2,768.8,824.2,823.6,194.2,721.3,867.0,720.3,924.9,358.9,505.2,908.5,1011.9,981.2,444.4,118.5,393.0,728.0,347.7,458.3,1537.5,865.2,420.1,444.4,304.9,414.7,972.5,710.4,343.0,691.6,341.3,21.3,452.6,145.6
PZ,1030.0,64.9,107.9,124.2,979.8,1187.8,1184.9,403.6,298.1,426.3,413.7,1098.2,521.4,408.9,1016.2,444.4,44.2,1030.7,868.2,411.2,153.8,1016.0,89.9,1015.8,941.9,1020.4,954.1,197.2,94.2,334.8,275.2,325.0,480.8,393.3,921.9,382.8,1179.9,933.5,540.4,142.8,591.2,969.9,950.0,9.7,1132.3,1013.4,960.9,1001.1,1034.5,491.6,1021.8,428.8,201.3,351.2,1135.5,554.6,861.0,878.4,73.4,116.6,164.7,1219.6,445.6,506.6,361.4,935.4,71.2,400.7,322.6,77.6,872.4,383.4,26.5,1182.1,895.3,431.2,545.0,129.7,563.0,460.6,248.3,1168.2,60.0,938.2,1024.3,996.9,998.3,1043.2,655.3,543.5,440.5,1250.9,97.5,182.4,890.8,696.6,984.9,958.8,293.4,1147.7,1020.7,227.9,424.6,1012.6,0.0,202.3,89.5,929.7,960.4,1053.5,256.6,1147.2,377.3,221.4,820.7,290.8,1160.9,234.8,922.5,293.2,1030.6,869.9,131.5,557.9,940.6,1026.9,963.5,311.0,281.9,408.4,246.8,942.1,979.1,1067.3,212.8,300.7,122.3,434.9,444.0,347.1,261.6,112.8,369.2,160.3,456.0,431.5,380.1,106.7,495.6,1016.6,452.1,53.3,425.5,13.2,1106.3,633.6,300.8,64.1,101.4,1187.5,925.9,971.0,468.7,899.2,1226.2,1490.5,270.8,1163.2,1187.5,1048.0,1157.8,364.8,431.5,921.0,370.2,880.3,1019.6,1131.1,1021.7
QE,1073.0,165.1,314.2,330.5,812.5,1230.8,1227.9,357.2,235.9,259.0,315.8,1141.2,354.1,241.6,848.9,284.5,250.5,863.4,700.9,226.7,76.9,1059.0,256.3,848.5,920.6,1063.4,786.8,309.5,100.0,173.4,289.1,176.6,296.3,342.1,754.6,246.3,1222.9,766.2,373.1,210.6,423.9,809.7,782.7,216.0,1169.9,846.1,952.3,1044.1,1077.5,324.3,854.5,244.3,174.6,180.4,1052.3,391.3,693.7,711.1,173.8,201.7,232.5,1136.4,282.5,408.7,349.4,768.1,275.0,233.4,387.1,116.6,705.1,337.0,180.9,1098.9,728.0,263.9,377.7,248.7,399.9,293.3,280.2,1211.2,266.3,770.9,857.0,829.6,831.0,1090.1,492.2,376.2,273.2,1293.9,243.7,160.6,723.5,529.3,994.3,968.2,358.6,1190.7,1063.7,66.5,438.5,845.3,206.2,0.0,104.7,762.4,793.1,886.2,108.2,1064.0,394.3,43.1,653.4,123.5,1081.5,73.4,755.2,196.3,863.3,702.6,59.5,394.8,773.3,1069.9,937.1,108.6,88.0,241.1,241.8,774.8,811.8,900.0,325.3,365.2,218.3,267.6,276.7,142.4,275.5,231.2,319.1,215.6,288.7,445.4,328.9,234.9,335.7,849.3,292.2,259.6,265.6,193.2,1016.3,470.5,314.7,164.5,201.8,1224.0,904.6,803.7,305.6,731.9,1143.0,1506.2,122.4,1206.2,1230.5,1091.0,1200.8,378.7,247.0,753.7,199.4,713.0,852.3,1047.9,854.4
