from_stop,AF,AI,AK,AM,AQ,AT,BE,BO,BV,BZ,CC,CE,CL,CO,CP,DB,DK,DN,DQ,DR,DW,EB,EF,EI,EJ,EN,EP,ET,FF,FJ,FL,FO,FQ,FR,FT,FW,FX,FZ,GD,GG,GI,GK,GR,GT,GV,HA,HB,HD,HG,HH,HO,HP,HT,IF,IS,IT,IY,IZ,JE,JM,JP,JS,JV,KB,KC,KE,KH,KI,KL,KN,KO,KP,KQ,KR,KS,KZ,LC,LU,ME,MH,ML,MW,NB,NK,NO,NT,NU,NX,NZ,OE,OG,OK,OR,PA,PC,PD,PE,PG,PN,PP,QD,QE,QH,QY,RD,RN,RY,SB,SJ,SL,SQ,SU,SX,TE,TL,TN,TO,TS,TY,UL,UM,UO,UV,VA,VF,VR,VV,VW,VX,WA,WE,WJ,WN,WR,WW,WY,XC,XI,XK,XO,YE,YF,YI,YJ,YT,YX,YY,ZE,ZI,ZT
FL,432.9,543.7,444.0,1656.0,321.3,377.7,1691.0,363.7,62.4,1713.7,213.9,389.0,1690.4,525.4,420.1,346.0,276.5,429.7,1703.1,576.8,495.9,400.4,467.9,1692.9,4.1,470.0,250.4,97.1,457.4,315.5,0.0,292.2,619.5,423.4,284.8,1713.2,533.7,460.6,271.8,546.5,141.3,1749.9,300.9,620.1,433.5,1705.8,399.6,1696.1,267.1,144.7,345.4,298.2,235.8,222.7,450.3,505.6,435.5,184.6,72.8,108.9,1657.6,1654.7,84.5,597.6,1600.2,476.9,67.7,1694.7,376.3,516.1,411.3,102.4,1711.6,1740.2,399.6,1669.5,1710.1,1619.6,358.3,304.0,1718.7,22.5,295.0,1761.9,31.1,546.1,481.4,399.4,459.4,581.3,609.8,445.4,1683.1,1699.6,638.7,427.6,434.5,189.3,1639.4,424.6,460.2,1679.7,568.1,413.5,509.1,1716.5,1624.4,1693.0,668.7,247.8,1713.2,292.9,444.5,304.8,465.5,1602.7,379.8,568.7,609.5,82.8,283.7,1687.3,250.6,151.4,506.3,548.5,429.6,1661.5,581.2,478.2,489.6,1727.0,1668.6,361.9,577.0,161.5,254.1,67.3,1636.3,503.0,191.4,403.0,619.4,419.7,430.3,426.1,384.6,661.2,1739.0,348.6
FO,518.7,784.4,527.2,1739.2,562.0,460.9,1774.2,446.9,218.3,1796.9,454.6,472.2,1773.6,608.6,503.3,95.6,184.6,512.9,1786.3,817.5,736.6,483.6,708.6,1776.1,274.0,553.2,491.1,218.8,698.1,398.7,269.8,0.0,860.2,506.6,368.0,1796.4,616.9,543.8,271.9,629.7,119.5,1833.1,8.6,749.1,516.7,1789.0,482.8,1779.3,79.7,385.4,428.6,381.4,235.9,222.8,533.5,746.3,518.7,267.8,313.5,349.6,1740.8,1737.9,243.3,838.3,1680.3,560.1,308.4,1777.9,459.5,599.3,494.5,252.3,1794.8,1823.4,482.8,1752.7,1793.3,1702.8,441.5,387.2,1801.9,263.2,535.7,1845.1,271.8,629.3,564.6,482.6,542.6,710.3,738.8,528.6,1766.3,1782.8,767.7,510.8,517.7,189.4,1722.6,507.8,543.4,1762.9,697.1,496.7,749.8,1799.7,1707.6,1776.2,797.7,488.5,1796.4,105.5,527.7,545.5,548.7,1685.9,463.0,809.4,850.2,281.5,366.9,1770.5,491.3,392.1,747.0,631.7,512.8,1744.7,821.9,561.4,572.8,1810.2,1751.8,445.1,706.0,402.2,254.2,193.5,1719.5,586.2,99.5,486.2,860.1,502.9,513.5,509.3,467.8,901.9,1822.2,431.8
FQ,1065.7,110.5,1074.2,2287.7,325.9,1007.9,2322.7,993.9,692.6,2345.4,426.9,1019.2,2322.1,1155.6,1050.3,967.0,897.5,1059.9,2334.8,75.7,142.5,1030.6,208.3,2324.6,634.3,1100.2,501.1,718.1,181.0,945.7,630.1,913.2,0.0,1053.6,915.0,2344.9,1163.9,1090.8,892.8,1176.7,762.3,2381.6,921.9,484.4,1063.7,2337.5,1029.8,2327.8,888.1,496.1,975.6,928.4,856.8,843.7,1080.5,154.5,1065.7,814.8,568.0,531.9,2289.3,2286.4,714.7,246.5,2228.8,1107.1,573.1,2326.4,1006.5,1146.3,1041.5,723.4,2343.3,2371.9,1029.8,2301.2,2341.8,2251.3,988.5,934.2,2350.4,608.3,545.7,1732.5,599.7,1176.3,1111.6,1029.6,1089.6,445.6,474.1,1075.6,2314.8,2331.3,503.0,1057.8,1064.7,810.3,2271.1,1054.8,1090.4,2311.4,432.4,1043.7,158.0,2348.2,2256.1,2324.7,533.0,420.5,2344.9,913.9,1074.7,555.5,1095.7,2234.4,1010.0,217.6,48.1,703.8,913.9,2319.0,390.2,550.3,148.0,1178.7,1059.8,2293.2,52.9,1108.4,1119.8,2358.7,2300.3,992.1,441.3,479.3,875.1,688.3,2268.0,1133.2,812.4,1033.2,0.0,1049.9,1060.5,1056.3,1014.8,310.1,2370.7,978.8
FR,171.3,975.2,20.5,1551.6,752.8,65.6,1586.6,317.5,369.0,1609.3,645.4,321.2,1586.0,101.9,122.5,568.8,578.2,35.7,1598.7,1008.3,927.4,32.9,899.4,1588.5,427.6,46.5,681.9,528.6,888.9,117.8,431.4,515.0,1051.0,0.0,186.0,1608.8,147.0,132.3,665.5,123.0,513.1,1645.5,523.7,788.5,10.0,1601.4,331.8,1591.7,489.9,576.2,308.7,135.1,629.5,616.4,56.3,937.1,183.5,276.9,504.3,540.4,1553.2,1550.3,394.0,1029.1,1492.7,53.4,499.2,1590.3,69.3,129.4,17.3,533.9,1607.2,1635.8,147.7,1565.1,1605.7,1515.2,250.9,129.3,1614.3,454.0,726.5,1810.6,462.6,196.5,133.8,331.6,112.6,749.7,778.2,51.4,1578.7,1595.2,807.1,33.6,40.5,583.0,1535.0,154.7,66.2,1575.3,736.5,115.9,940.6,1612.1,1520.0,1588.6,837.1,679.3,1608.8,515.7,105.8,736.3,127.7,1498.3,65.8,1000.2,1041.0,514.3,149.6,1582.9,682.1,582.9,937.8,125.0,120.7,1557.1,1012.7,169.2,125.6,1622.6,1564.2,279.7,745.4,593.0,647.8,498.8,1531.9,156.2,493.1,335.2,1050.9,149.8,196.0,156.2,61.0,1092.7,1634.6,201.0
FT,281.5,836.6,186.6,1498.7,614.2,120.3,1533.7,188.4,230.4,1556.4,506.8,213.7,1533.1,268.0,162.7,430.2,439.6,172.3,1545.8,869.7,788.8,143.0,760.8,1535.6,289.0,212.6,543.3,390.0,750.3,58.1,292.8,376.4,912.4,166.0,0.0,1555.9,276.3,203.2,526.9,289.1,374.5,1592.6,385.1,649.9,176.1,1548.5,224.3,1538.8,351.3,437.6,170.1,40.8,490.9,477.8,192.9,798.5,293.7,138.3,365.7,401.8,1500.3,1497.4,255.4,890.5,1439.8,219.5,360.6,1537.4,118.9,258.7,153.9,395.3,1554.3,1582.9,257.9,1512.2,1552.8,1462.3,201.0,46.6,1561.4,315.4,587.9,1706.3,324.0,288.7,224.0,224.1,202.0,611.1,639.6,188.0,1525.8,1542.3,668.5,170.2,177.1,444.4,1482.1,167.2,202.8,1522.4,597.9,156.1,802.0,1559.2,1467.1,1535.7,698.5,540.7,1555.9,377.1,187.1,597.7,208.1,1445.4,122.4,861.6,902.4,375.7,26.3,1530.0,543.5,444.3,799.2,291.1,172.2,1504.2,874.1,220.8,232.2,1569.7,1511.3,217.3,606.8,454.4,509.2,360.2,1479.0,245.6,354.5,227.7,912.3,162.3,306.2,168.7,127.2,954.1,1581.7,191.3
FW,1401.0,2150.3,1554.9,244.8,1927.9,1508.3,148.0,1409.4,1544.1,170.7,1820.5,1413.1,147.4,1558.6,1550.7,1743.9,1753.3,1560.3,239.3,2183.4,2102.5,1531.0,2074.5,166.1,1602.7,1528.9,1857.0,1703.7,2064.0,1446.1,1606.5,1690.1,2226.1,1554.0,1415.4,0.0,1664.3,1476.8,1840.6,1545.1,1688.2,73.4,1698.8,1958.8,1564.1,73.6,1423.7,119.8,1665.0,1751.3,1425.7,1428.8,1804.6,1791.5,1580.9,2112.2,1386.2,1452.0,1679.4,1715.5,54.3,242.1,1569.1,2204.2,155.6,1522.0,1674.3,133.1,1506.9,1646.7,1541.9,1709.0,247.8,108.0,1403.8,178.2,52.1,135.1,1324.8,1434.6,88.5,1629.1,1901.6,2052.8,1637.7,1521.0,1612.0,1423.5,1590.0,1920.0,1948.5,1576.0,145.7,119.5,1977.4,1558.2,1565.1,1758.1,148.1,1553.3,1586.1,215.9,1906.8,1544.1,2115.7,33.5,139.9,229.2,2007.4,1854.4,81.0,1690.8,1575.1,1911.4,1472.2,160.0,1510.4,2175.3,2216.1,1689.4,1414.3,274.7,1857.2,1758.0,2112.9,1547.1,1560.2,84.7,2187.8,1513.7,1620.2,94.8,125.6,1371.6,1915.7,1768.1,1822.9,1673.9,225.1,1633.6,1668.2,1427.1,2226.0,1550.3,1381.0,1512.0,1515.2,2267.8,106.8,1333.1
FX,324.5,1064.2,176.3,1707.4,841.8,154.6,1742.4,416.0,458.0,1765.1,734.4,441.3,1741.8,257.7,194.8,657.8,667.2,109.9,1754.5,1097.3,1016.4,139.2,988.4,1744.3,516.6,202.3,770.9,617.6,977.9,206.8,520.4,604.0,1140.0,155.7,275.0,1764.6,0.0,288.1,754.5,278.8,602.1,1801.3,612.7,877.5,165.8,1757.2,451.9,1747.5,578.9,665.2,397.7,224.1,718.5,705.4,155.6,1026.1,339.3,365.9,593.3,629.4,1709.0,1706.1,483.0,1118.1,1648.5,209.2,588.2,1746.1,175.6,16.5,128.3,622.9,1763.0,1791.6,303.5,1720.9,1761.5,1671.0,406.7,218.3,1770.1,543.0,815.5,1933.9,551.6,352.3,40.9,451.7,62.9,838.7,867.2,94.2,1734.5,1751.0,896.1,112.0,105.1,672.0,1690.8,261.0,165.5,1731.1,825.5,201.4,1029.6,1767.9,1675.8,1744.4,926.1,768.3,1764.6,604.7,170.4,825.3,283.5,1654.1,172.1,1089.2,1130.0,603.3,238.6,1738.7,771.1,671.9,1026.8,280.8,185.3,1712.9,1101.7,314.6,32.7,1778.4,1720.0,435.5,834.4,682.0,736.8,587.8,1687.7,83.4,582.1,455.3,1139.9,256.1,351.8,262.5,167.3,1181.7,1790.4,356.8
FZ,78.2,983.3,137.3,1458.5,760.9,163.1,1493.5,224.4,377.1,1516.2,653.5,228.1,1492.9,141.0,205.5,576.9,586.3,177.2,1505.6,1016.4,935.5,147.9,907.5,1495.4,435.7,111.3,690.0,536.7,897.0,155.2,439.5,523.1,1059.1,157.9,223.4,1515.7,288.5,0.0,673.6,127.5,521.2,1552.4,531.8,796.6,147.8,1508.3,238.7,1498.6,498.0,584.3,240.7,172.5,637.6,624.5,178.4,945.2,90.4,285.0,512.4,548.5,1460.1,1457.2,402.1,1037.2,1399.6,104.4,507.3,1497.2,121.5,270.9,158.8,542.0,1514.1,1542.7,54.6,1472.0,1512.6,1422.1,157.8,166.7,1521.2,462.1,734.6,1717.5,470.7,85.4,251.5,238.5,229.5,757.8,786.3,192.9,1485.6,1502.1,815.2,175.1,182.0,591.1,1441.9,76.4,168.5,1482.2,744.6,198.9,948.7,1519.0,1426.9,1495.5,845.2,687.4,1515.7,523.8,222.7,744.4,4.8,1405.2,125.0,1008.3,1049.1,522.4,187.0,1489.8,690.2,591.0,945.9,129.5,215.0,1464.0,1020.8,36.8,259.7,1529.5,1471.1,186.6,753.5,601.1,655.9,506.9,1438.8,273.1,501.2,242.1,1059.0,99.1,102.9,35.1,129.8,1100.8,1541.5,107.9
GD,675.4,770.2,683.9,1895.9,547.8,617.6,1930.9,603.6,318.1,1953.6,440.4,628.9,1930.3,765.3,660.0,351.9,282.4,669.6,1943.0,803.3,722.4,640.3,694.4,1932.8,259.8,709.9,476.9,204.6,683.9,555.4,255.6,298.1,846.0,663.3,524.7,1953.1,773.6,700.5,0.0,786.4,147.2,1989.8,306.8,846.6,673.4,1945.7,639.5,1936.0,273.0,371.2,585.3,538.1,30.8,54.5,690.2,732.1,675.4,424.5,299.3,335.4,1897.5,1894.6,340.2,824.1,1837.0,716.8,294.2,1934.6,616.2,756.0,651.2,238.1,1951.5,1980.1,639.5,1909.4,1950.0,1859.5,598.2,543.9,1958.6,249.0,521.5,2001.8,257.6,786.0,721.3,639.3,699.3,807.8,836.3,685.3,1923.0,1939.5,865.2,667.5,674.4,69.8,1879.3,664.5,700.1,1919.6,794.6,653.4,735.6,1956.4,1864.3,1932.9,895.2,474.3,1953.1,298.8,684.4,531.3,705.4,1842.6,619.7,795.2,836.0,267.3,523.6,1927.2,477.1,377.9,732.8,788.4,669.5,1901.4,807.7,718.1,729.5,1966.9,1908.5,601.8,803.5,388.0,15.5,179.3,1876.2,742.9,197.3,642.9,845.9,659.6,670.2,666.0,624.5,887.7,1978.9,588.5
GG,143.6,1048.7,85.1,1523.9,826.3,171.4,1558.9,289.8,442.5,1581.6,718.9,293.5,1558.3,88.8,228.3,642.3,651.7,135.3,1571.0,1081.8,1000.9,138.7,972.9,1560.8,501.1,59.1,755.4,602.1,962.4,223.6,504.9,588.5,1124.5,105.7,291.8,1581.1,246.6,104.6,739.0,0.0,586.6,1617.8,597.2,862.0,95.6,1573.7,304.1,1564.0,563.4,649.7,306.1,240.9,703.0,689.9,99.6,1010.6,155.8,350.4,577.8,613.9,1525.5,1522.6,467.5,1102.6,1465.0,52.2,572.7,1562.6,175.1,229.0,123.1,607.4,1579.5,1608.1,120.0,1537.4,1578.0,1487.5,223.2,235.1,1586.6,527.5,800.0,1782.9,536.1,168.8,233.4,303.9,218.4,823.2,851.7,151.0,1551.0,1567.5,880.6,133.2,140.1,656.5,1507.3,181.1,89.7,1547.6,810.0,221.7,1014.1,1584.4,1492.3,1560.9,910.6,752.8,1581.1,589.2,211.6,809.8,100.0,1470.6,171.6,1073.7,1114.5,587.8,255.4,1555.2,755.6,656.4,1011.3,2.0,226.5,1529.4,1086.2,141.5,225.2,1594.9,1536.5,252.0,818.9,666.5,721.3,572.3,1504.2,262.0,566.6,307.5,1124.4,203.8,168.3,139.8,166.8,1166.2,1606.9,173.3
GI,528.1,664.8,536.6,1748.6,442.4,470.3,1783.6,456.3,212.7,1806.3,335.0,481.6,1783.0,618.0,512.7,204.6,135.1,522.3,1795.7,697.9,617.0,493.0,589.0,1785.5,154.4,562.6,371.5,99.2,578.5,408.1,150.2,150.8,740.6,516.0,377.4,1805.8,626.3,553.2,152.3,639.1,0.0,1842.5,159.5,741.2,526.1,1798.4,492.2,1788.7,125.7,265.8,438.0,390.8,116.3,103.2,542.9,626.7,528.1,277.2,193.9,230.0,1750.2,1747.3,234.8,718.7,1689.7,569.5,188.8,1787.3,468.9,608.7,503.9,132.7,1804.2,1832.8,492.2,1762.1,1802.7,1712.2,450.9,396.6,1811.3,143.6,416.1,1854.5,152.2,638.7,574.0,492.0,552.0,702.4,730.9,538.0,1775.7,1792.2,759.8,520.2,527.1,69.8,1732.0,517.2,552.8,1772.3,689.2,506.1,630.2,1809.1,1717.0,1785.6,789.8,368.9,1805.8,151.5,537.1,425.9,558.1,1695.3,472.4,689.8,730.6,161.9,376.3,1779.9,371.7,272.5,627.4,641.1,522.2,1754.1,702.3,570.8,582.2,1819.6,1761.2,454.5,698.1,282.6,134.6,73.9,1728.9,595.6,50.0,495.6,740.5,512.3,522.9,518.7,477.2,782.3,1831.6,441.2
GK,1413.2,2165.1,1569.7,189.8,1942.7,1523.1,162.8,1424.2,1558.9,185.5,1835.3,1427.9,162.2,1573.4,1565.5,1758.7,1768.1,1575.1,254.1,2198.2,2117.3,1545.8,2089.3,180.9,1617.5,1543.7,1871.8,1718.5,2078.8,1460.9,1621.3,1704.9,2240.9,1568.8,1430.2,101.2,1679.1,1491.6,1855.4,1559.9,1703.0,0.0,1713.6,1973.6,1578.9,118.1,1438.5,134.6,1679.8,1766.1,1440.5,1443.6,1819.4,1806.3,1595.7,2127.0,1401.0,1466.8,1694.2,1730.3,98.8,293.0,1583.9,2219.0,200.1,1536.8,1689.1,147.9,1521.7,1661.5,1556.7,1723.8,262.6,152.5,1418.6,193.0,73.2,179.6,1339.6,1449.4,103.3,1643.9,1916.4,2067.6,1652.5,1535.8,1626.8,1438.3,1604.8,1934.8,1963.3,1590.8,190.2,164.0,1992.2,1573.0,1579.9,1772.9,162.9,1568.1,1600.9,230.7,1921.6,1558.9,2130.5,134.8,184.4,244.0,2022.2,1869.2,125.5,1705.6,1589.9,1926.2,1487.0,204.5,1525.2,2190.1,2230.9,1704.2,1429.1,325.6,1872.0,1772.8,2127.7,1561.9,1575.0,99.5,2202.6,1528.5,1635.0,139.3,140.4,1386.4,1930.5,1782.9,1837.7,1688.7,170.1,1648.4,1683.0,1441.9,2240.8,1565.1,1395.8,1526.8,1530.0,2282.6,151.3,1347.9
GR,527.4,793.1,535.9,1747.9,570.7,469.6,1782.9,455.6,227.0,1805.6,463.3,480.9,1782.3,617.3,512.0,104.3,193.3,521.6,1795.0,826.2,745.3,492.3,717.3,1784.8,282.7,561.9,499.8,227.5,706.8,407.4,278.5,8.6,868.9,515.3,376.7,1805.1,625.6,552.5,280.6,638.4,128.2,1841.8,0.0,757.8,525.4,1797.7,491.5,1788.0,88.4,394.1,437.3,390.1,244.6,231.5,542.2,755.0,527.4,276.5,322.2,358.3,1749.5,1746.6,252.0,847.0,1689.0,568.8,317.1,1786.6,468.2,608.0,503.2,261.0,1803.5,1832.1,491.5,1761.4,1802.0,1711.5,450.2,395.9,1810.6,271.9,544.4,1853.8,280.5,638.0,573.3,491.3,551.3,719.0,747.5,537.3,1775.0,1791.5,776.4,519.5,526.4,198.1,1731.3,516.5,552.1,1771.6,705.8,505.4,758.5,1808.4,1716.3,1784.9,806.4,497.2,1805.1,114.2,536.4,554.2,557.4,1694.6,471.7,818.1,858.9,290.2,375.6,1779.2,500.0,400.8,755.7,640.4,521.5,1753.4,830.6,570.1,581.5,1818.9,1760.5,453.8,714.7,410.9,262.9,202.2,1728.2,594.9,108.2,494.9,868.8,511.6,522.2,518.0,476.5,910.6,1830.9,440.5
GT,837.3,479.8,845.8,2017.5,377.7,779.5,2052.5,765.5,678.5,2075.2,478.7,790.8,2051.9,927.2,821.9,878.3,887.7,831.5,2064.6,512.9,432.0,802.2,404.0,2054.4,686.1,871.8,552.9,769.9,393.5,717.3,681.9,824.5,555.6,825.2,686.6,2074.7,935.5,862.4,944.6,948.3,814.1,2111.4,833.2,0.0,835.3,2067.3,801.4,2057.6,799.4,547.9,747.2,700.0,908.6,895.5,852.1,441.7,837.3,586.4,619.8,583.7,2019.1,2016.2,703.5,533.7,1958.6,878.7,624.9,2056.2,778.1,917.9,813.1,775.2,2073.1,2101.7,801.4,2031.0,2071.6,1981.1,834.7,705.8,2080.2,660.1,597.5,1358.7,651.5,947.9,883.2,801.2,861.2,40.4,6.9,847.2,2044.6,2061.1,31.9,829.4,836.3,862.1,2000.9,826.4,862.0,2041.2,78.1,815.3,445.2,2078.0,1985.9,2054.5,61.9,472.3,2074.7,825.2,846.3,607.3,867.3,1964.2,781.6,504.8,545.6,755.6,685.5,2048.8,442.0,602.1,442.4,950.3,831.4,2023.0,517.3,880.0,891.4,2088.5,2030.1,763.7,44.7,531.1,926.9,740.1,1997.8,904.8,802.6,804.8,555.5,821.5,832.1,827.9,786.4,597.3,2100.5,750.4
GV,161.2,985.3,10.5,1541.5,762.9,75.7,1576.5,307.4,379.1,1599.2,655.5,311.1,1575.9,91.8,132.6,578.9,588.3,45.8,1588.6,1018.4,937.5,43.0,909.5,1578.4,437.7,36.5,692.0,538.7,899.0,127.9,441.5,525.1,1061.1,10.0,196.1,1598.7,157.1,122.2,675.6,112.9,523.2,1635.4,533.8,798.6,0.0,1591.3,321.7,1581.6,500.0,586.3,318.8,145.2,639.6,626.5,66.4,947.2,173.4,287.0,514.4,550.5,1543.1,1540.2,404.1,1039.2,1482.6,43.4,509.3,1580.2,79.4,139.5,27.4,544.0,1597.1,1625.7,137.6,1555.0,1595.6,1505.1,240.8,139.4,1604.2,464.1,736.6,1800.5,472.7,186.4,143.9,321.5,122.7,759.8,788.3,61.5,1568.6,1585.1,817.2,43.7,50.6,593.1,1524.9,164.8,76.3,1565.2,746.6,126.0,950.7,1602.0,1509.9,1578.5,847.2,689.4,1598.7,525.8,115.9,746.4,117.6,1488.2,75.9,1010.3,1051.1,524.4,159.7,1572.8,692.2,593.0,947.9,114.9,130.8,1547.0,1022.8,159.1,135.7,1612.5,1554.1,269.6,755.5,603.1,657.9,508.9,1521.8,166.3,503.2,325.1,1061.0,159.9,185.9,157.4,71.1,1102.8,1624.5,190.9
HA,1407.4,2159.3,1563.9,238.5,1936.9,1517.3,166.0,1418.4,1553.1,188.7,1829.5,1422.1,165.4,1567.6,1559.7,1752.9,1762.3,1569.3,257.3,2192.4,2111.5,1540.0,2083.5,184.1,1611.7,1537.9,1866.0,1712.7,2073.0,1455.1,1615.5,1699.1,2235.1,1563.0,1424.4,54.7,1673.3,1485.8,1849.6,1554.1,1697.2,91.4,1707.8,1967.8,1573.1,0.0,1432.7,137.8,1674.0,1760.3,1434.7,1437.8,1813.6,1800.5,1589.9,2121.2,1395.2,1461.0,1688.4,1724.5,48.0,222.2,1578.1,2213.2,149.3,1531.0,1683.3,151.1,1515.9,1655.7,1550.9,1718.0,265.8,34.3,1412.8,196.2,70.1,128.8,1333.8,1443.6,106.5,1638.1,1910.6,2070.8,1646.7,1530.0,1621.0,1432.5,1599.0,1929.0,1957.5,1585.0,139.4,113.2,1986.4,1567.2,1574.1,1767.1,166.1,1562.3,1595.1,233.9,1915.8,1553.1,2124.7,88.3,133.6,247.2,2016.4,1863.4,56.0,1699.8,1584.1,1920.4,1481.2,153.7,1519.4,2184.3,2225.1,1698.4,1423.3,254.8,1866.2,1767.0,2121.9,1556.1,1569.2,102.7,2196.8,1522.7,1629.2,21.1,143.6,1380.6,1924.7,1777.1,1831.9,1682.9,218.8,1642.6,1677.2,1436.1,2235.0,1559.3,1390.0,1521.0,1524.2,2276.8,33.1,1342.1
HB,250.0,966.6,372.9,1488.5,744.2,306.6,1523.5,46.5,360.4,1546.2,636.8,50.8,1522.9,454.3,349.0,560.2,569.6,358.6,1535.6,999.7,918.8,329.3,890.8,1525.4,419.0,398.9,673.3,520.0,880.3,244.4,422.8,506.4,1042.4,352.3,213.7,1545.7,462.6,288.9,656.9,357.2,504.5,1582.4,515.1,779.9,362.4,1538.3,0.0,1528.6,481.3,567.6,62.8,227.1,620.9,607.8,379.2,928.5,250.0,268.3,495.7,531.8,1490.1,1487.2,385.4,1020.5,1429.6,405.8,490.6,1527.2,305.2,445.0,340.2,525.3,1544.1,1572.7,214.1,1502.0,1542.6,1452.1,172.8,232.9,1551.2,445.4,717.9,1688.6,454.0,333.1,410.3,61.2,388.3,741.1,769.6,374.3,1515.6,1532.1,798.5,356.5,363.4,574.4,1471.9,353.5,389.1,1512.2,727.9,342.4,932.0,1549.0,1456.9,1525.5,828.5,670.7,1545.7,507.1,373.4,727.7,284.3,1435.2,308.7,991.6,1032.4,505.7,212.6,1519.8,673.5,574.3,929.2,359.2,358.5,1494.0,1004.1,407.1,418.5,1559.5,1501.1,73.8,736.8,584.4,639.2,490.2,1468.8,431.9,484.5,25.4,1042.3,348.6,244.8,355.0,313.5,1084.1,1571.5,163.1
HD,1379.9,2131.8,1536.4,112.3,1909.4,1489.8,85.3,1390.9,1525.6,108.0,1802.0,1394.6,84.7,1540.1,1532.2,1725.4,1734.8,1541.8,220.8,2164.9,2084.0,1512.5,2056.0,103.4,1584.2,1510.4,1838.5,1685.2,2045.5,1427.6,1588.0,1671.6,2207.6,1535.5,1396.9,119.1,1645.8,1458.3,1822.1,1526.6,1669.7,132.4,1680.3,1940.3,1545.6,136.0,1405.2,0.0,1646.5,1732.8,1407.2,1410.3,1786.1,1773.0,1562.4,2093.7,1367.7,1433.5,1660.9,1697.0,116.7,220.0,1550.6,2185.7,131.1,1503.5,1655.8,70.4,1488.4,1628.2,1523.4,1690.5,229.3,170.4,1385.3,115.5,91.1,197.5,1306.3,1416.1,99.7,1610.6,1883.1,2034.3,1619.2,1502.5,1593.5,1405.0,1571.5,1901.5,1930.0,1557.5,208.1,181.9,1958.9,1539.7,1546.6,1739.6,85.4,1534.8,1567.6,197.4,1888.3,1525.6,2097.2,152.7,202.3,210.7,1988.9,1835.9,143.4,1672.3,1556.6,1892.9,1453.7,190.2,1491.9,2156.8,2197.6,1670.9,1395.8,252.6,1838.7,1739.5,2094.4,1528.6,1541.7,42.5,2169.3,1495.2,1601.7,157.2,62.9,1353.6,1897.2,1749.6,1804.4,1655.4,92.6,1615.1,1649.7,1408.6,2207.5,1531.8,1362.5,1493.5,1496.7,2249.3,169.2,1314.6
HG,503.6,769.3,512.1,1724.1,546.9,445.8,1759.1,431.8,203.2,1781.8,439.5,457.1,1758.5,593.5,488.2,82.0,169.5,497.8,1771.2,802.4,721.5,468.5,693.5,1761.0,258.9,538.1,476.0,203.7,683.0,383.6,254.7,69.7,845.1,491.5,352.9,1781.3,601.8,528.7,256.8,614.6,104.4,1818.0,78.4,734.0,501.6,1773.9,467.7,1764.2,0.0,370.3,413.5,366.3,220.8,207.7,518.4,731.2,503.6,252.7,298.4,334.5,1725.7,1722.8,228.2,823.2,1665.2,545.0,293.3,1762.8,444.4,584.2,479.4,237.2,1779.7,1808.3,467.7,1737.6,1778.2,1687.7,426.4,372.1,1786.8,248.1,520.6,1830.0,256.7,614.2,549.5,467.5,527.5,695.2,723.7,513.5,1751.2,1767.7,752.6,495.7,502.6,174.3,1707.5,492.7,528.3,1747.8,682.0,481.6,734.7,1784.6,1692.5,1761.1,782.6,473.4,1781.3,25.7,512.6,530.4,533.6,1670.8,447.9,794.3,835.1,266.4,351.8,1755.4,476.2,377.0,731.9,616.6,497.7,1729.6,806.8,546.3,557.7,1795.1,1736.7,430.0,690.9,387.1,239.1,178.4,1704.4,571.1,84.4,471.1,845.0,487.8,498.4,494.2,452.7,886.8,1807.1,416.7
HH,569.5,398.9,578.0,1790.0,176.5,511.7,1825.0,497.7,196.4,1847.7,69.1,523.0,1824.4,659.4,554.1,470.8,401.3,563.7,1837.1,432.0,351.1,534.4,323.1,1826.9,138.1,604.0,105.6,221.9,312.6,449.5,133.9,417.0,474.7,557.4,418.8,1847.2,667.7,594.6,396.6,680.5,266.1,1883.9,425.7,475.3,567.5,1839.8,533.6,1830.1,391.9,0.0,479.4,432.2,360.6,347.5,584.3,360.8,569.5,318.6,71.8,35.7,1791.6,1788.7,218.5,452.8,1731.1,610.9,76.9,1828.7,510.3,650.1,545.3,227.2,1845.6,1874.2,533.6,1803.5,1844.1,1753.6,492.3,438.0,1852.7,112.1,150.2,1723.4,103.5,680.1,615.4,533.4,593.4,436.5,465.0,579.4,1817.1,1833.6,493.9,561.6,568.5,314.1,1773.4,558.6,594.2,1813.7,423.3,547.5,364.3,1850.5,1758.4,1827.0,523.9,103.0,1847.2,417.7,578.5,160.0,599.5,1736.7,513.8,423.9,464.7,207.6,417.7,1821.3,105.8,54.1,361.5,682.5,563.6,1795.5,436.4,612.2,623.6,1861.0,1802.6,495.9,432.2,16.7,378.9,192.1,1770.3,637.0,316.2,537.0,474.6,553.7,564.3,560.1,518.6,516.4,1873.0,482.6
