from_stop,AF,AH,AO,AS,AT,BA,BM,BP,BQ,BS,BU,BX,CD,CH,CM,CX,DF,DH,DR,DT,DV,EB,EF,EH,EL,EO,EU,FI,FK,FL,FP,FQ,FS,FX,GK,GN,GU,HA,HD,HH,HN,HP,HX,IE,IK,IM,IN,IU,IZ,JD,JL,JP,JY,KA,KB,KH,KJ,KM,KR,KV,KX,LA,LE,LI,LQ,LR,LS,MC,MQ,MS,MT,MU,MZ,NA,NC,NI,NL,OG,OJ,OQ,OS,PB,PL,PV,PW,QA,QE,QF,QJ,QK,QP,QU,QY,RE,RF,RH,RO,RW,RX,RZ,SA,SB,SD,SK,SM,SP,TC,TF,TN,TQ,TW,UD,UQ,US,UY,UZ,VA,VO,VT,VU,VV,VY,VZ,WB,WI,WJ,WM,WP,WR,WV,WY,XA,XC,XG,XJ,XO,XU,YB,YC,YD,YL,YR,YV,ZA,ZB,ZF,ZG,ZM,ZN,ZV,ZW
FL,921.5,207.4,298.0,1913.4,1544.0,1654.8,110.1,1627.3,228.7,1671.7,71.5,694.5,172.3,1825.8,1596.8,676.8,1790.8,205.0,1778.2,1600.2,1590.6,1689.8,1851.3,1527.2,220.8,633.4,1667.6,612.7,353.2,0.0,621.0,2159.0,575.4,1596.6,1498.9,1759.7,345.5,595.7,652.9,106.0,582.0,77.7,1778.5,766.4,179.1,1850.1,1589.1,1644.5,1501.5,364.4,183.8,323.6,1564.5,1684.3,1719.2,1639.3,1416.1,1852.4,1515.2,369.7,274.6,1522.4,1651.8,1700.9,621.0,194.3,138.2,1844.8,1688.7,1558.2,1772.9,324.2,200.6,620.1,220.8,688.2,325.4,309.1,192.1,185.5,1504.6,1669.5,632.1,322.1,99.6,1710.3,426.6,1642.2,191.2,1885.4,111.4,1643.8,1634.6,1765.4,242.7,705.1,1650.1,1591.6,1615.8,640.7,1647.6,356.6,273.0,591.1,1608.4,286.7,1610.2,184.5,1775.2,1701.3,595.7,1616.6,1542.1,1914.4,1755.4,1709.9,63.9,246.1,1515.0,146.3,1483.2,1667.6,340.6,1739.3,365.1,236.7,1819.6,1416.2,1610.8,169.6,598.0,170.6,1763.8,406.4,1626.4,1637.7,133.3,201.4,702.8,1664.3,1714.6,144.7,243.9,610.4,1617.3,402.7,370.8,1700.1,1673.1,119.3,1726.4
FP,480.7,680.5,489.9,1401.4,1032.0,1142.8,643.0,1114.0,659.9,1159.7,621.2,434.8,583.5,1313.8,1084.8,164.8,1278.8,659.6,1266.2,1088.2,1078.6,1177.8,1339.3,1015.2,516.7,66.5,1155.6,120.5,552.5,658.7,0.0,2193.6,63.4,1084.6,988.9,1247.7,552.4,103.5,59.9,571.3,122.2,562.7,1266.5,346.1,610.3,1338.1,1077.1,1132.5,989.5,565.3,595.0,530.5,1052.5,1172.3,1207.2,1127.3,904.1,1340.4,1003.2,604.7,570.5,1010.4,1139.8,1188.9,280.5,625.5,502.6,1333.0,1176.7,1046.2,1260.9,523.5,603.5,107.5,675.4,197.4,442.6,508.4,603.3,625.0,992.6,1157.5,45.8,529.0,541.7,1198.3,433.9,1130.2,645.8,1373.4,661.1,1131.8,1122.6,1253.4,674.3,193.1,1138.1,1079.6,1103.8,58.2,1120.3,555.9,542.2,119.3,1096.4,478.6,1098.2,615.7,1263.2,1188.9,38.7,1104.6,1030.1,1402.4,1243.4,1197.9,576.5,542.0,1003.0,611.6,971.2,1155.6,539.9,1227.3,372.4,507.0,1307.6,904.2,1098.8,565.8,65.5,581.8,1251.8,468.9,1114.4,1125.7,614.4,494.3,190.8,1152.3,1202.6,623.6,539.8,17.4,1105.3,410.0,577.7,1188.1,1161.1,550.5,1214.4
FQ,2281.8,1975.3,2004.4,1984.5,1676.7,1790.4,1953.5,1758.7,2036.0,1804.4,2039.4,2031.2,1878.7,1896.9,1729.5,2123.8,1861.9,1954.4,1849.3,1715.0,1705.4,1822.5,1922.4,1659.9,1945.6,2167.7,1800.3,2209.2,1892.6,2070.3,2113.3,0.0,2044.3,1729.3,1709.5,1830.8,1906.7,2192.2,2145.2,1955.1,2135.6,1946.5,1849.6,1926.0,1986.4,1921.2,1703.9,1777.2,1673.5,1919.6,1943.4,1884.8,1679.3,1817.0,1851.9,1754.1,1548.8,1923.5,1645.9,2119.2,1999.4,1687.0,1784.5,1833.6,2012.7,2001.6,1886.4,1916.1,1821.4,1673.0,1844.0,1856.8,1898.3,2196.2,1970.2,2138.4,1906.6,1841.7,1951.7,1952.5,1635.3,1740.6,2129.3,1883.3,1925.5,1781.4,2042.2,1774.9,1940.6,1956.5,2079.3,1714.9,1749.4,1836.5,2050.4,2152.1,1764.9,1724.3,1730.6,2175.0,1747.1,1928.2,2010.4,2144.7,1723.2,1993.1,1742.9,1991.8,1846.3,1833.6,2088.0,1749.3,1674.8,1985.5,1826.5,1842.6,1960.3,1970.9,1645.7,1995.4,1655.2,1800.3,1873.2,1810.4,1984.6,1898.0,1890.7,1548.9,1743.5,1949.6,2154.2,1910.2,1834.9,1987.6,1697.5,1770.4,1998.2,1923.2,2149.8,1797.0,1847.3,2007.4,1968.7,2102.7,1732.1,2018.3,1932.0,1832.8,1819.5,1926.6,1859.1
FS,417.2,620.4,429.8,1337.9,968.5,1079.3,586.3,1051.8,599.8,1096.2,561.1,359.2,523.4,1250.3,1021.3,101.3,1215.3,599.5,1202.7,1024.7,1015.1,1114.3,1275.8,951.7,456.6,81.7,1092.1,121.9,492.4,598.6,68.9,2130.1,0.0,1021.1,923.4,1184.2,492.3,104.9,100.8,511.2,91.2,502.6,1203.0,282.6,550.2,1274.6,1013.6,1069.0,926.0,511.2,534.9,470.4,989.0,1108.8,1143.7,1063.8,840.6,1276.9,939.7,544.6,510.4,946.9,1076.3,1125.4,204.9,565.4,442.5,1269.3,1113.2,982.7,1197.4,463.4,542.9,112.4,615.3,133.9,382.5,448.3,544.4,564.9,929.1,1094.0,80.0,468.9,481.6,1134.8,373.8,1066.7,585.7,1309.9,601.0,1068.3,1059.1,1189.9,613.8,129.6,1074.6,1016.1,1040.3,89.0,1072.1,495.8,482.1,100.3,1032.9,418.5,1034.7,555.6,1199.7,1125.8,43.6,1041.1,966.6,1338.9,1179.9,1134.4,516.4,481.9,939.5,551.5,907.7,1092.1,479.8,1163.8,312.3,446.9,1244.1,840.7,1035.3,523.9,70.4,521.7,1188.3,408.8,1050.9,1062.2,554.3,434.2,127.3,1088.8,1139.1,563.5,479.7,58.3,1041.8,349.9,517.6,1124.6,1097.6,490.4,1150.9
FX,1196.1,1575.4,1553.0,577.9,42.5,61.0,1512.9,30.6,1699.1,75.0,1541.9,1343.7,1591.0,490.3,45.7,1143.3,455.3,1577.5,442.7,128.7,137.9,93.1,515.8,59.3,1579.8,1204.9,70.9,1245.1,1615.6,1572.8,1192.1,1776.0,1123.1,0.0,258.1,424.2,1611.0,1228.1,1224.0,1576.4,1214.4,1548.1,443.0,1238.5,1649.5,514.6,124.4,47.8,208.6,1634.4,1654.2,1593.6,139.4,87.6,122.5,76.5,299.6,516.9,294.0,1577.5,1633.6,235.6,55.1,104.2,1325.2,1664.7,1565.7,509.3,92.0,170.3,437.4,1586.6,1572.6,1235.6,1593.3,1240.5,1505.7,1571.5,1662.5,1558.0,283.4,334.0,1208.1,1592.1,1570.0,374.8,1497.0,53.6,1563.7,549.9,1581.8,308.3,135.3,429.9,1713.5,1171.6,150.8,5.0,100.0,1212.2,145.1,1619.0,1617.6,1223.5,120.2,1541.7,83.6,1654.9,439.7,104.6,1166.8,93.6,44.4,578.9,419.9,113.2,1534.3,1605.1,293.8,1616.7,255.6,70.9,1603.0,403.8,1435.5,1570.1,484.1,299.7,31.7,1643.2,1193.6,1622.5,428.3,1532.0,290.9,41.0,1603.7,1557.4,1169.3,75.7,117.9,1615.1,1602.9,1181.5,152.6,1473.1,1640.8,103.4,90.1,1589.7,129.7
GK,1071.2,1450.5,1428.1,591.6,204.2,317.9,1385.5,289.5,1574.2,331.9,1417.0,1216.3,1466.1,504.0,257.0,1018.4,469.0,1452.6,456.4,311.9,321.1,352.0,529.5,187.4,1454.9,1080.0,329.8,1120.2,1490.7,1445.4,1067.2,1643.6,995.7,256.8,0.0,437.9,1486.1,1100.7,1099.1,1451.5,1089.5,1423.2,456.7,1113.6,1524.6,528.3,264.7,304.7,193.4,1507.0,1529.3,1468.7,240.1,344.5,379.4,333.4,125.1,530.6,33.3,1450.1,1508.7,21.4,312.0,361.1,1200.3,1539.8,1440.8,523.0,348.9,233.8,451.1,1461.7,1447.7,1110.7,1468.4,1115.6,1380.8,1446.6,1538.8,1433.1,25.2,347.7,1078.3,1467.2,1445.1,388.5,1372.1,304.4,1436.3,563.6,1456.9,322.0,392.2,443.6,1588.2,1044.2,407.7,251.8,356.9,1087.3,402.0,1494.1,1506.1,1098.6,303.4,1416.8,266.8,1530.0,453.4,363.5,1041.9,276.8,202.3,592.6,433.6,370.1,1409.4,1480.2,33.1,1489.3,210.5,327.8,1478.1,417.5,1310.6,1442.7,497.8,128.2,271.0,1518.3,1068.7,1497.6,442.0,1404.6,304.6,297.9,1476.3,1432.5,1044.4,324.5,376.8,1490.2,1475.5,1056.6,290.4,1348.2,1515.9,360.3,347.0,1464.8,386.6
GN,1365.0,1744.3,1721.9,172.4,403.2,516.9,1681.8,486.5,1868.0,530.9,1710.8,1512.6,1759.9,84.8,456.0,1312.2,148.7,1746.4,99.9,510.9,520.1,549.0,313.1,386.4,1748.7,1373.8,526.8,1414.0,1784.5,1741.7,1361.0,1843.2,1292.0,455.8,445.0,0.0,1784.4,1397.0,1392.9,1745.3,1383.3,1717.0,37.5,1407.4,1818.4,311.9,580.3,503.7,505.2,1803.3,1823.1,1762.5,595.3,543.5,578.4,532.4,439.4,314.2,480.9,1746.4,1802.5,422.5,511.0,560.1,1494.1,1833.6,1734.6,85.1,547.9,552.5,192.7,1755.5,1741.5,1404.5,1762.2,1409.4,1674.6,1740.4,1832.6,1726.9,470.3,250.3,1377.0,1761.0,1738.9,172.1,1665.9,501.4,1732.6,347.2,1750.7,224.6,591.2,112.7,1882.4,1340.5,606.7,450.8,555.9,1381.1,601.0,1787.9,1786.5,1392.4,502.4,1710.6,465.8,1823.8,133.1,560.5,1335.7,475.8,401.3,173.4,122.7,569.1,1703.2,1774.0,480.7,1785.6,522.3,526.8,1771.9,138.8,1604.4,1739.0,59.9,440.0,470.0,1792.4,1362.5,1791.4,183.6,1700.9,207.2,496.9,1772.6,1726.3,1338.2,523.5,573.8,1784.0,1771.8,1350.4,608.5,1642.0,1809.7,559.3,546.0,1758.6,585.6
GU,837.4,282.5,272.1,1816.5,1447.1,1557.9,272.6,1530.4,343.2,1574.8,312.2,602.5,185.9,1728.9,1499.9,592.7,1693.9,261.6,1681.3,1503.3,1493.7,1592.9,1754.4,1430.3,213.3,549.3,1570.7,528.6,222.1,344.7,536.9,2047.4,491.3,1499.7,1402.0,1657.8,0.0,506.6,568.8,262.3,497.9,253.7,1681.6,654.8,293.6,1753.2,1492.2,1547.6,1404.6,32.4,250.6,114.2,1467.6,1587.4,1617.3,1542.4,1314.2,1755.5,1418.3,386.9,267.1,1425.5,1554.9,1604.0,536.9,308.8,193.6,1747.9,1586.8,1461.3,1676.0,193.1,205.0,536.0,277.4,604.1,244.8,178.0,260.1,227.0,1407.7,1572.6,548.0,60.3,232.7,1613.4,342.5,1545.3,242.8,1788.5,352.1,1546.9,1537.7,1668.5,357.2,616.0,1553.2,1494.7,1513.9,556.6,1545.7,225.5,280.4,507.0,1511.5,260.8,1509.7,299.0,1678.3,1599.4,511.6,1514.7,1440.2,1817.5,1658.5,1608.0,267.5,238.6,1418.1,297.6,1386.3,1570.7,209.5,1642.4,281.0,218.7,1722.7,1319.8,1513.9,263.0,513.9,217.4,1666.9,320.8,1529.5,1540.8,305.4,185.9,618.7,1567.4,1617.7,314.6,236.4,526.3,1515.4,318.6,25.2,1603.2,1576.2,233.8,1629.5
HA,438.5,655.4,464.8,1437.6,1068.2,1179.0,621.3,1151.5,634.8,1195.9,596.1,398.5,558.4,1350.0,1121.0,201.0,1315.0,634.5,1302.4,1124.4,1114.8,1214.0,1375.5,1051.4,491.6,62.7,1191.8,17.0,527.4,633.6,82.9,2229.8,99.6,1120.8,1025.1,1283.9,522.8,0.0,114.8,546.2,63.7,537.6,1302.7,382.3,585.2,1374.3,1113.3,1168.7,1025.7,546.2,569.9,505.4,1088.7,1208.5,1243.4,1163.5,940.3,1376.6,1039.4,579.6,545.4,1046.6,1176.0,1225.1,244.2,600.4,477.5,1369.0,1212.9,1082.4,1297.1,498.4,577.9,49.4,650.3,204.1,417.5,483.3,578.2,599.9,1028.8,1193.7,82.4,503.9,516.6,1234.5,408.8,1166.4,620.7,1409.6,636.0,1168.0,1158.8,1289.6,648.8,229.3,1174.3,1115.8,1140.0,70.0,1171.8,530.8,529.4,60.8,1132.6,453.5,1130.8,590.6,1299.4,1225.5,54.1,1140.8,1066.3,1438.6,1279.6,1234.1,551.4,516.9,1039.2,586.5,1007.4,1191.8,514.8,1263.5,347.3,481.9,1343.8,940.9,1135.0,558.9,27.3,556.7,1288.0,443.8,1150.6,1161.9,589.3,469.2,227.0,1188.5,1238.8,598.5,514.7,72.3,1141.5,384.9,552.6,1224.3,1197.3,525.4,1250.6
HD,501.9,701.7,511.1,1422.6,1053.2,1164.0,664.2,1135.2,681.1,1180.9,642.4,456.0,604.7,1335.0,1106.0,186.0,1300.0,680.8,1287.4,1109.4,1099.8,1199.0,1360.5,1036.4,537.9,98.0,1176.8,141.7,573.7,679.9,69.2,2214.8,84.6,1105.8,1010.1,1268.9,573.6,124.7,0.0,592.5,143.4,583.9,1287.7,367.3,631.5,1359.3,1098.3,1153.7,1010.7,586.5,616.2,551.7,1073.7,1193.5,1228.4,1148.5,925.3,1361.6,1024.4,625.9,591.7,1031.6,1161.0,1210.1,301.7,646.7,523.8,1354.2,1197.9,1067.4,1282.1,544.7,624.7,128.7,696.6,218.6,463.8,529.6,624.5,646.2,1013.8,1178.7,79.6,550.2,562.9,1219.5,455.1,1151.4,667.0,1394.6,682.3,1153.0,1143.8,1274.6,695.5,214.3,1159.3,1100.8,1125.0,92.0,1141.5,577.1,563.4,140.5,1117.6,499.8,1119.4,636.9,1284.4,1210.1,59.9,1125.8,1051.3,1423.6,1264.6,1219.1,597.7,563.2,1024.2,632.8,992.4,1176.8,561.1,1248.5,393.6,528.2,1328.8,925.4,1120.0,587.0,86.7,603.0,1273.0,490.1,1135.6,1146.9,635.6,515.5,212.0,1173.5,1223.8,644.8,561.0,42.1,1126.5,431.2,598.9,1209.3,1182.3,571.7,1235.6
HH,843.2,220.1,219.7,1835.1,1465.7,1576.5,119.4,1547.7,150.4,1593.4,97.6,616.2,94.0,1747.5,1518.5,598.5,1712.5,214.0,1699.9,1521.9,1512.3,1611.5,1773.0,1448.9,142.5,555.1,1589.3,534.4,274.9,135.1,542.7,2080.7,497.1,1518.3,1422.6,1681.4,267.2,517.4,574.6,0.0,503.7,39.1,1700.2,688.1,100.8,1771.8,1510.8,1566.2,1423.2,280.1,105.5,245.3,1486.2,1606.0,1640.9,1561.0,1337.8,1774.1,1436.9,291.4,196.3,1444.1,1573.5,1622.6,542.7,116.0,59.9,1766.7,1610.4,1479.9,1694.6,245.9,157.9,541.8,229.8,609.9,247.1,230.8,113.8,198.2,1426.3,1591.2,558.7,243.8,21.3,1632.0,348.3,1563.9,200.2,1807.1,137.5,1565.5,1556.3,1687.1,164.8,626.8,1571.8,1513.3,1537.5,562.4,1554.0,278.3,169.0,512.8,1530.1,208.4,1531.9,106.2,1696.9,1622.6,517.4,1538.3,1463.8,1836.1,1677.1,1631.6,52.9,167.8,1436.7,40.2,1404.9,1589.3,262.3,1661.0,286.8,158.4,1741.3,1337.9,1532.5,100.4,519.7,92.3,1685.5,328.1,1548.1,1559.4,90.8,123.1,624.5,1586.0,1636.3,52.2,165.6,532.1,1539.0,324.4,292.5,1621.8,1594.8,41.0,1648.1
HN,462.2,646.7,456.1,1428.9,1059.5,1170.3,609.2,1141.5,626.1,1187.2,587.4,422.2,549.7,1341.3,1112.3,192.3,1306.3,625.8,1293.7,1115.7,1106.1,1205.3,1366.8,1042.7,482.9,86.4,1183.1,65.7,518.7,624.9,106.6,2221.1,90.9,1112.1,1016.4,1275.2,518.6,48.7,138.5,537.5,0.0,528.9,1294.0,373.6,576.5,1365.6,1104.6,1160.0,1017.0,531.5,561.2,496.7,1080.0,1199.8,1234.7,1154.8,931.6,1367.9,1030.7,570.9,536.7,1037.9,1167.3,1216.4,267.9,591.7,468.8,1360.5,1204.2,1073.7,1288.4,489.7,569.7,73.1,641.6,224.9,408.8,474.6,569.5,591.2,1020.1,1185.0,111.0,495.2,507.9,1225.8,400.1,1157.7,612.0,1400.9,627.3,1159.3,1150.1,1280.9,640.5,220.6,1165.6,1107.1,1131.3,93.7,1147.8,522.1,508.4,44.1,1123.9,444.8,1125.7,581.9,1290.7,1216.4,77.8,1132.1,1057.6,1429.9,1270.9,1225.4,542.7,508.2,1030.5,577.8,998.7,1183.1,506.1,1254.8,338.6,473.2,1335.1,931.7,1126.3,532.0,51.0,548.0,1279.3,435.1,1141.9,1153.2,580.6,460.5,218.3,1179.8,1230.1,589.8,506.0,96.0,1132.8,376.2,543.9,1215.6,1188.6,516.7,1241.9
HP,843.7,180.9,220.2,1835.6,1466.2,1577.0,80.2,1548.2,150.9,1593.9,58.4,616.7,94.5,1748.0,1519.0,599.0,1713.0,178.5,1700.4,1522.4,1512.8,1612.0,1773.5,1449.4,143.0,555.6,1589.8,534.9,275.4,95.9,543.2,2081.2,497.6,1518.8,1423.1,1681.9,267.7,517.9,575.1,28.2,504.2,0.0,1700.7,688.6,101.3,1772.3,1511.3,1566.7,1423.7,280.6,106.0,245.8,1486.7,1606.5,1641.4,1561.5,1338.3,1774.6,1437.4,291.9,196.8,1444.6,1574.0,1623.1,543.2,116.5,60.4,1767.2,1610.9,1480.4,1695.1,246.4,174.1,542.3,194.3,610.4,247.6,231.3,114.3,159.0,1426.8,1591.7,559.2,244.3,21.8,1632.5,348.8,1564.4,164.7,1807.6,98.3,1566.0,1556.8,1687.6,165.3,627.3,1572.3,1513.8,1538.0,562.9,1554.5,278.8,169.5,513.3,1530.6,208.9,1532.4,106.7,1697.4,1623.1,517.9,1538.8,1464.3,1836.6,1677.6,1632.1,13.7,168.3,1437.2,68.5,1405.4,1589.8,262.8,1661.5,287.3,158.9,1741.8,1338.4,1533.0,100.9,520.2,92.8,1686.0,328.6,1548.6,1559.9,51.6,123.6,625.0,1586.5,1636.8,80.5,166.1,532.6,1539.5,324.9,293.0,1622.3,1595.3,41.5,1648.6
HX,1375.1,1754.4,1732.0,134.8,413.3,527.0,1691.9,496.6,1878.1,541.0,1720.9,1522.7,1770.0,47.2,466.1,1322.3,158.8,1756.5,62.3,521.0,530.2,559.1,275.5,396.5,1758.8,1383.9,536.9,1424.1,1794.6,1751.8,1371.1,1853.3,1302.1,465.9,457.6,48.8,1794.5,1407.1,1403.0,1755.4,1393.4,1727.1,0.0,1417.5,1828.5,274.3,590.4,513.8,515.3,1813.4,1833.2,1772.6,605.4,553.6,588.5,542.5,449.5,276.6,491.0,1756.5,1812.6,432.6,521.1,570.2,1504.2,1843.7,1744.7,133.9,558.0,562.6,155.1,1765.6,1752.1,1414.6,1772.3,1419.5,1684.7,1750.5,1841.5,1737.0,480.4,244.9,1387.1,1771.1,1749.0,134.5,1676.0,511.5,1742.7,309.6,1760.8,206.4,601.3,75.1,1892.1,1350.6,616.8,460.9,566.0,1391.2,611.1,1798.0,1784.3,1402.5,512.5,1720.7,475.9,1833.9,143.2,570.6,1345.8,485.9,411.4,135.8,85.1,579.2,1713.3,1784.1,490.8,1795.7,532.4,536.9,1782.0,101.2,1614.5,1749.1,108.7,449.6,480.1,1827.3,1372.6,1801.5,146.0,1711.0,217.3,507.0,1782.7,1736.4,1348.3,533.6,583.9,1794.1,1781.9,1360.5,618.6,1652.1,1819.8,569.4,556.1,1768.7,595.7
IE,607.9,785.5,626.5,1413.8,1044.4,1155.2,822.4,1126.4,839.3,1172.1,800.6,255.4,688.9,1326.2,1097.2,366.0,1291.2,764.6,1278.6,1100.6,1091.0,1190.2,1351.7,1027.6,667.3,409.9,1168.0,451.4,703.1,838.1,355.5,1986.2,286.5,1097.0,1001.3,1260.1,703.0,434.4,387.4,750.7,377.8,742.1,1278.9,0.0,789.7,1350.5,1089.5,1144.9,1001.9,715.9,774.4,681.1,1064.9,1184.7,1219.6,1139.7,916.5,1352.8,1015.6,741.3,707.8,1022.8,1152.2,1201.3,254.9,804.9,682.0,1345.4,1189.1,1058.6,1273.3,674.1,708.5,438.4,780.4,380.6,536.8,659.0,782.7,730.0,1005.0,1169.9,371.5,679.6,721.1,1210.7,576.6,1142.6,750.8,1385.8,840.5,1144.2,1135.0,1265.8,853.7,394.3,1150.5,1092.0,1116.2,417.2,1132.7,706.5,678.8,386.9,1108.8,615.2,1110.6,795.1,1275.6,1201.3,330.2,1117.0,1042.5,1414.8,1255.8,1210.3,755.9,726.4,1015.4,791.0,983.6,1168.0,690.5,1239.7,519.0,708.2,1320.0,916.6,1111.2,745.2,396.4,761.2,1264.2,552.2,1126.8,1138.1,793.8,644.9,392.0,1164.7,1215.0,803.0,690.4,344.9,1117.7,552.7,728.3,1200.5,1173.5,729.9,1226.8
IK,879.8,253.5,256.3,1871.7,1502.3,1613.1,190.1,1584.3,54.9,1630.0,168.3,652.8,112.6,1784.1,1555.1,635.1,1749.1,232.6,1736.5,1558.5,1548.9,1648.1,1809.6,1485.5,179.1,591.7,1625.9,571.0,311.5,205.8,579.3,2111.6,533.7,1554.9,1459.2,1718.0,298.1,554.0,611.2,118.4,540.3,109.8,1736.8,719.0,0.0,1808.4,1547.4,1602.8,1459.8,311.0,124.1,276.2,1522.8,1642.6,1677.5,1597.6,1374.4,1810.7,1473.5,328.0,232.9,1480.7,1610.1,1659.2,579.3,15.2,96.5,1803.3,1647.0,1516.5,1731.2,282.5,176.5,578.4,248.4,646.5,283.7,267.4,132.4,268.9,1462.9,1627.8,595.3,274.7,88.8,1668.6,384.9,1600.5,218.8,1843.7,208.2,1602.1,1592.9,1723.7,69.3,663.4,1608.4,1549.9,1574.1,599.0,1590.6,314.9,205.6,549.4,1566.7,245.0,1568.5,5.4,1733.5,1659.2,554.0,1574.9,1500.4,1872.7,1713.7,1668.2,123.6,204.4,1473.3,158.7,1441.5,1625.9,298.9,1697.6,323.4,195.0,1777.9,1374.5,1569.1,129.1,556.3,110.9,1722.1,364.7,1584.7,1596.0,161.5,159.7,661.1,1622.6,1672.9,170.7,202.2,568.7,1575.6,361.0,323.4,1658.4,1631.4,59.8,1684.7
IM,1444.0,1823.3,1800.9,404.2,482.2,595.9,1757.4,564.2,1947.0,609.9,1789.8,1591.6,1838.9,316.6,535.0,1391.2,452.5,1825.4,231.2,589.9,599.1,628.0,25.8,465.4,1827.7,1452.8,605.8,1493.0,1863.5,1820.7,1440.0,1863.4,1371.0,534.8,524.0,342.5,1863.4,1476.0,1471.9,1824.3,1462.3,1796.0,293.6,1486.4,1897.4,0.0,659.3,582.7,584.2,1876.3,1902.1,1841.5,674.3,622.5,657.4,611.4,518.4,2.2,559.9,1825.4,1881.5,501.5,590.0,639.1,1573.1,1912.6,1813.6,427.8,626.9,631.5,225.9,1834.5,1821.0,1483.5,1841.2,1488.4,1753.6,1819.4,1910.4,1805.9,549.3,253.7,1456.0,1840.0,1817.9,149.0,1744.9,580.4,1811.6,35.2,1829.7,215.2,670.2,218.4,1961.4,1419.5,685.7,529.8,634.9,1460.1,665.8,1866.9,1853.2,1471.4,581.4,1789.6,548.4,1902.8,436.9,639.1,1414.7,554.8,480.3,405.2,208.4,648.1,1782.2,1853.0,559.7,1864.6,601.3,605.8,1850.9,192.3,1683.4,1818.0,402.4,518.5,549.0,1876.8,1441.5,1870.4,216.8,1779.9,232.2,575.9,1851.6,1805.3,1417.2,602.5,652.8,1863.0,1850.8,1429.4,687.5,1721.0,1888.7,638.3,625.0,1837.6,664.6
IN,1121.4,1500.7,1478.3,690.1,187.0,63.3,1434.8,132.7,1624.4,178.4,1467.2,1269.0,1516.3,602.5,146.5,1068.6,567.5,1502.8,554.9,106.3,96.7,196.5,628.0,203.8,1505.1,1130.2,103.1,1170.4,1540.9,1498.1,1117.4,1752.7,1048.4,144.4,259.6,536.4,1540.8,1153.4,1149.3,1501.7,1139.7,1473.4,555.2,1163.8,1574.8,626.8,0.0,76.5,101.8,1553.7,1579.5,1518.9,32.6,191.0,225.9,47.8,192.8,629.1,273.9,1502.8,1558.9,281.1,111.3,160.4,1250.5,1590.0,1491.0,621.7,148.2,64.3,549.6,1511.9,1498.4,1160.9,1518.6,1165.8,1431.0,1496.8,1587.8,1483.3,263.3,446.2,1133.4,1517.4,1495.3,487.0,1422.3,198.1,1489.0,662.1,1507.1,420.5,43.1,542.1,1638.8,1096.9,58.6,149.4,24.3,1137.5,43.1,1544.3,1530.6,1148.8,114.5,1467.0,147.1,1580.2,551.9,207.6,1092.1,140.7,188.9,691.1,532.1,203.0,1459.6,1530.4,273.7,1542.0,148.8,174.3,1528.3,516.0,1360.8,1495.4,596.3,192.9,132.5,1554.2,1118.9,1547.8,540.5,1457.3,403.1,83.3,1529.0,1482.7,1094.6,183.7,174.1,1540.4,1528.2,1106.8,28.1,1398.4,1566.1,159.6,83.9,1515.0,233.1
IU,1180.3,1559.6,1537.2,645.8,110.4,13.2,1493.7,56.1,1683.3,101.8,1526.1,1327.9,1575.2,558.2,69.9,1127.5,523.2,1561.7,510.6,158.7,155.6,119.9,583.7,127.2,1564.0,1189.1,50.5,1229.3,1599.8,1557.0,1176.3,1811.6,1107.3,67.8,318.5,492.1,1599.7,1212.3,1208.2,1560.6,1198.6,1532.3,510.9,1222.7,1633.7,582.5,76.5,0.0,160.7,1612.6,1638.4,1577.8,91.5,114.4,149.3,28.7,251.7,584.8,332.8,1561.7,1617.8,303.5,34.7,83.8,1309.4,1648.9,1549.9,577.4,71.6,123.2,505.3,1570.8,1557.3,1219.8,1577.5,1224.7,1489.9,1555.7,1646.7,1542.2,322.2,401.9,1192.3,1576.3,1554.2,442.7,1481.2,121.5,1547.9,617.8,1566.0,376.2,87.4,497.8,1697.7,1155.8,102.9,72.8,52.2,1196.4,110.5,1603.2,1589.5,1207.7,150.2,1525.9,117.2,1639.1,507.6,131.0,1151.0,123.6,112.3,646.8,487.8,126.4,1518.5,1589.3,332.6,1600.9,207.7,97.7,1587.2,471.7,1419.7,1554.3,552.0,251.8,55.9,1613.1,1177.8,1606.7,496.2,1516.2,358.8,6.7,1587.9,1541.6,1153.5,107.1,97.5,1599.3,1587.1,1165.7,104.7,1457.3,1625.0,83.0,69.7,1573.9,156.5
