from_stop,AE,AI,AQ,AY,BA,BC,BG,BQ,BS,BX,CF,CL,CO,CT,CU,CW,DE,DI,DM,DP,DS,DX,DZ,ED,EF,EG,EJ,EL,EM,EO,EP,EQ,FA,FC,FG,FI,FJ,FL,FN,FV,GB,GE,GF,GG,HD,HE,HI,HJ,HK,HP,HU,IF,IK,IQ,IU,IX,JB,JD,JE,JI,JP,JX,KA,KE,KF,KL,KO,KP,KY,LC,LE,LN,LT,MF,ML,MS,MT,MU,MX,NC,ND,NE,NF,NI,NK,NQ,NT,OA,OC,OD,OE,OF,OL,OM,OQ,OZ,PB,PG,PK,PP,PQ,PR,PV,QH,QL,QM,QN,QO,QP,QT,QW,RA,RB,RF,RH,RJ,RL,RO,RX,SA,SB,SD,SH,SQ,SV,SY,SZ,TA,TC,TG,TI,TM,TQ,TU,TW,UA,UF,UG,UK,UM,UP,UQ,UY,UZ,VD,VF,VN,VP,VR,VS,VZ,WB,WF,WH,WL,WY,WZ,XG,XJ,XN,YA,YF,YJ,YL,YM,YY,ZA,ZB,ZD,ZK,ZL,ZQ,ZR,ZV,ZW,ZX,ZY
OD,939.1,733.2,250.3,832.3,107.8,865.0,792.3,920.9,817.4,892.6,898.7,854.7,237.5,842.4,837.4,776.8,188.3,670.2,812.3,868.7,766.7,776.8,132.8,916.4,387.9,146.1,160.3,165.1,844.6,761.7,829.6,170.3,131.3,109.0,74.4,906.9,851.0,711.4,812.0,804.3,806.5,829.1,754.3,168.3,790.9,112.3,879.7,732.2,533.8,157.8,55.0,790.2,2380.7,956.2,914.1,821.6,152.7,752.0,835.3,735.6,184.3,737.3,481.6,781.3,692.1,231.2,858.9,147.2,906.6,478.7,838.6,717.7,871.1,845.0,836.2,853.9,18.9,926.9,895.0,840.4,883.2,220.3,980.0,103.4,180.8,826.6,829.3,876.7,859.0,0.0,117.7,841.9,152.4,233.4,828.0,877.4,114.2,891.9,196.4,155.9,211.6,882.3,824.3,128.3,801.5,363.4,210.2,808.4,146.1,713.2,772.7,828.0,808.7,176.5,940.4,126.5,117.5,241.6,890.6,810.7,814.6,78.7,6.8,84.0,70.7,819.0,260.3,799.8,202.3,872.5,792.8,729.9,80.0,181.5,784.0,852.0,844.0,130.7,694.1,217.8,860.6,812.0,884.4,681.2,798.4,935.9,724.2,845.0,116.3,792.8,877.8,819.9,786.3,854.1,863.4,784.0,213.1,10.4,762.1,860.6,789.1,137.8,901.7,157.7,205.6,45.3,817.5,880.6,837.9,456.4,831.1,798.0,150.4,34.1,253.2,116.5,908.7
OE,924.0,718.1,253.4,817.2,110.9,849.9,777.2,905.8,802.3,877.5,883.6,839.6,151.8,827.3,822.3,761.7,191.4,655.1,797.2,853.6,751.6,764.5,135.9,901.3,372.8,216.1,42.5,168.2,829.5,746.6,817.3,173.4,101.0,112.1,169.4,891.8,835.9,696.3,796.9,792.0,791.4,814.0,739.2,50.5,778.6,207.3,864.6,717.1,518.7,252.8,164.8,775.1,2402.4,941.1,899.0,806.5,155.8,736.9,820.2,720.5,290.5,722.2,466.5,769.0,677.0,145.5,843.8,257.0,891.5,463.6,823.5,702.6,856.0,829.9,821.1,838.8,131.9,911.8,879.9,825.3,868.1,134.6,964.9,198.4,63.0,814.3,814.2,861.6,843.9,109.7,0.0,826.8,155.5,147.7,812.9,862.3,83.9,876.8,110.7,159.0,214.7,867.2,809.2,131.4,786.4,348.3,124.5,793.3,149.2,698.1,757.6,812.9,793.6,63.7,925.3,221.5,212.5,155.9,875.5,795.6,799.5,173.7,116.6,179.0,140.7,803.9,174.6,784.7,116.6,857.4,777.7,714.8,175.0,63.7,768.9,836.9,828.9,200.7,679.0,132.1,845.5,760.2,869.3,666.1,783.3,920.8,709.1,829.9,186.3,777.7,862.7,804.8,771.2,839.0,848.3,768.9,127.4,123.4,747.0,845.5,774.0,140.9,886.6,254.6,208.7,155.1,802.4,865.5,822.8,441.3,816.0,782.9,261.9,129.1,167.5,186.5,893.6
OF,203.4,236.0,1080.7,96.7,936.4,204.9,104.2,193.2,251.6,194.4,170.8,168.4,873.1,154.3,26.9,281.4,1016.9,232.1,98.5,180.6,269.5,288.2,961.4,219.4,737.0,923.8,920.1,993.7,152.7,176.2,553.7,1000.7,928.3,937.6,896.9,177.8,9.0,216.0,123.9,315.7,153.0,128.4,168.8,917.1,283.6,933.0,219.6,245.8,681.7,904.2,856.1,204.7,2670.0,112.8,186.2,162.9,981.3,256.6,8.4,297.5,920.4,240.1,629.5,292.7,252.2,910.8,73.6,883.3,209.6,629.5,120.3,251.6,211.0,126.1,148.1,124.8,857.6,228.7,234.9,75.7,41.2,907.5,136.6,924.1,940.6,321.1,171.2,96.9,257.3,835.4,877.5,0.0,981.0,869.0,100.1,222.1,909.4,48.5,888.7,984.5,1040.2,227.0,258.5,956.9,216.0,627.3,874.9,213.3,976.5,273.3,330.7,100.1,225.0,941.3,203.3,947.2,938.2,896.6,162.7,122.6,176.8,899.4,842.3,904.7,848.4,123.8,897.7,201.0,898.2,29.1,144.1,232.7,891.0,905.7,146.2,163.9,248.9,908.4,235.1,893.4,89.3,278.1,226.3,241.3,160.6,240.3,227.0,243.3,894.0,155.0,73.0,182.1,89.5,196.0,170.1,329.6,900.3,849.1,176.6,131.5,308.0,968.2,172.6,937.2,1034.2,880.8,265.9,152.9,242.8,604.3,173.0,109.9,928.1,856.6,880.2,896.0,211.7
OL,1061.6,834.2,181.7,933.3,135.3,966.0,914.8,1021.9,918.4,1015.1,1021.2,977.2,281.6,964.9,959.9,877.8,119.7,771.2,913.3,991.2,867.7,844.4,140.3,1017.4,488.9,213.7,204.4,94.2,945.6,862.7,897.2,101.7,175.4,116.5,230.4,1007.9,973.5,812.4,934.5,871.9,907.5,930.1,855.3,212.4,858.5,268.3,980.7,833.2,634.8,313.8,225.8,891.2,2360.0,1078.7,1036.6,922.6,74.9,876.3,957.8,836.6,351.5,858.3,582.6,848.9,793.1,275.3,981.4,318.0,1007.6,579.7,939.6,818.7,972.1,946.0,958.7,954.9,192.9,1049.4,996.0,962.9,1005.7,264.4,1102.5,259.4,224.9,894.2,930.3,999.2,960.0,170.7,161.8,964.4,0.0,277.5,950.5,978.4,158.3,1014.4,240.5,103.4,147.6,983.3,925.3,97.2,902.5,464.4,254.3,909.4,113.2,814.2,873.7,950.5,909.7,220.6,1062.9,282.5,273.5,285.7,1013.1,933.2,915.6,234.7,177.6,240.0,211.0,920.0,304.4,900.8,246.4,995.0,893.8,830.9,236.0,225.6,885.0,974.5,945.0,232.2,795.1,261.9,961.6,879.6,985.4,782.2,899.4,1036.9,825.2,946.0,183.9,893.8,1000.3,920.9,887.3,955.1,964.4,885.0,257.2,184.4,863.1,961.6,890.1,164.2,1002.7,263.9,141.6,216.1,918.5,981.6,938.9,557.4,932.1,920.5,256.6,190.1,297.3,246.4,1009.7
OM,960.5,754.6,289.3,853.7,231.4,886.4,813.7,942.3,838.8,914.0,920.1,876.1,4.1,863.8,858.8,798.2,246.0,691.6,833.7,890.1,788.1,801.0,256.4,937.8,409.3,327.2,191.5,265.1,866.0,783.1,853.8,228.0,221.5,232.6,289.9,928.3,872.4,732.8,833.4,828.5,827.9,850.5,775.7,121.6,815.1,327.8,901.1,753.6,555.2,306.4,285.3,811.6,2343.1,977.6,935.5,843.0,245.8,773.4,856.7,757.0,323.8,758.7,503.0,805.5,713.5,56.4,880.3,286.7,928.0,500.1,860.0,739.1,892.5,866.4,857.6,875.3,252.4,948.3,916.4,861.8,904.6,54.9,1001.4,318.9,148.4,850.8,850.7,898.1,880.4,230.2,162.4,864.7,276.0,0.0,849.4,898.8,204.4,913.3,36.1,274.3,318.5,903.7,845.7,275.3,822.9,384.8,22.3,829.8,284.1,734.6,794.1,849.4,830.1,212.7,961.8,342.0,333.0,44.0,912.0,832.1,836.0,294.2,237.1,299.5,251.8,840.4,26.9,821.2,144.2,893.9,814.2,751.3,295.5,108.4,805.4,873.4,865.4,311.8,715.5,139.4,882.0,796.7,905.8,702.6,819.8,957.3,745.6,866.4,297.4,814.2,899.2,841.3,807.7,875.5,884.8,805.4,47.7,243.9,783.5,882.0,810.5,261.4,923.1,375.1,312.5,275.6,838.9,902.0,859.3,477.8,852.5,819.4,331.5,249.6,158.5,297.6,930.1
OQ,139.3,209.5,1052.4,172.8,909.9,176.0,77.7,154.4,281.5,94.2,70.6,140.1,846.6,113.6,103.0,253.1,990.4,203.8,174.6,154.1,243.0,261.7,934.9,190.5,708.7,897.3,893.6,967.2,122.4,206.1,527.2,972.4,900.0,911.1,868.6,147.2,114.3,187.7,97.4,289.2,119.5,132.9,198.7,890.6,257.1,906.5,190.7,219.3,655.2,876.5,827.8,234.6,2643.5,192.8,86.0,134.6,954.8,228.3,100.9,269.2,893.9,213.6,603.0,266.2,225.7,882.5,124.5,856.8,180.7,600.1,123.4,225.1,182.1,202.2,108.1,95.9,831.1,128.5,206.0,106.0,119.8,881.0,216.6,897.6,914.1,292.8,142.3,88.9,228.4,808.9,851.0,107.5,954.5,842.5,0.0,193.2,882.9,128.5,862.2,958.0,1013.7,198.1,288.4,930.4,245.9,600.8,848.4,225.1,948.2,246.8,306.3,0.0,253.1,914.8,121.6,920.7,911.7,870.1,62.5,96.1,224.7,872.9,815.8,878.2,821.9,143.0,869.4,233.5,871.7,109.1,161.1,206.2,864.5,877.4,183.6,137.4,237.6,881.9,208.6,866.9,99.9,251.6,197.4,214.8,208.5,210.0,200.5,214.4,867.5,174.8,90.0,230.0,165.6,167.1,141.2,301.3,873.8,822.6,206.5,102.6,281.5,939.9,143.7,908.9,1007.7,854.3,301.6,122.6,231.5,577.8,144.1,83.4,901.6,828.3,853.7,867.7,182.8
OZ,264.3,246.9,1107.8,234.9,965.3,69.2,248.5,226.7,169.4,285.3,253.9,310.9,902.0,298.6,219.0,290.5,1045.8,259.2,192.4,324.9,280.4,299.1,990.3,192.7,764.1,952.7,949.0,1022.6,114.3,95.0,698.0,1027.8,955.4,966.5,924.0,212.7,225.5,225.1,268.2,326.6,93.6,180.9,102.4,946.0,427.9,961.9,83.9,256.7,710.6,931.9,883.2,140.8,2698.9,304.0,277.1,78.5,1010.2,265.7,236.8,322.3,949.3,251.0,658.4,303.6,281.1,937.9,254.3,912.2,182.9,655.5,171.4,262.5,75.3,264.3,292.4,159.7,886.5,319.6,99.2,262.0,231.0,936.4,327.8,953.0,969.5,463.6,115.1,200.1,62.2,864.3,906.4,235.5,1009.9,897.9,191.0,0.0,938.3,239.7,917.6,1013.4,1069.1,4.9,176.3,985.8,130.9,656.2,903.8,58.9,1003.6,302.2,359.4,191.0,111.3,970.2,265.6,976.1,967.1,925.5,253.6,266.9,82.1,928.3,871.2,933.6,877.3,180.1,924.8,67.3,927.1,220.3,143.1,243.6,919.9,932.8,120.6,308.2,71.4,937.3,246.0,922.3,166.4,289.0,30.4,258.4,95.0,183.1,237.9,48.2,922.9,129.4,201.2,77.9,166.4,58.3,95.5,338.7,929.2,878.0,131.3,166.4,318.9,995.3,207.5,964.3,1063.1,909.7,189.5,186.4,65.3,633.2,69.0,254.2,957.0,883.7,909.1,923.1,136.1
PB,966.5,760.6,260.5,859.7,118.0,892.4,819.7,948.3,844.8,920.0,926.1,882.1,194.3,869.8,864.8,804.2,198.5,697.6,839.7,896.1,794.1,807.0,143.0,943.8,415.3,223.2,117.1,175.3,872.0,789.1,859.8,180.5,17.0,119.2,176.5,934.3,878.4,738.8,839.4,834.5,833.9,856.5,781.7,125.1,821.1,214.4,907.1,759.6,561.2,259.9,171.9,817.6,2438.8,983.6,941.5,849.0,162.9,779.4,862.7,763.0,297.6,764.7,509.0,811.5,719.5,188.0,886.3,264.1,934.0,506.1,866.0,745.1,898.5,872.4,863.6,881.3,139.0,954.3,922.4,867.8,910.6,177.1,1007.4,205.5,137.6,856.8,856.7,904.1,886.4,116.8,74.5,869.3,162.6,190.2,855.4,904.8,0.0,919.3,153.2,166.1,221.8,909.7,851.7,138.5,828.9,390.8,167.0,835.8,156.3,740.6,800.1,855.4,836.1,58.0,967.8,228.6,219.6,198.4,918.0,838.1,842.0,180.8,123.7,186.1,147.8,846.4,217.1,827.2,159.1,899.9,820.2,757.3,182.1,138.3,811.4,879.4,871.4,207.8,721.5,174.6,888.0,802.7,911.8,708.6,825.8,963.3,751.6,872.4,193.4,820.2,905.2,847.3,813.7,881.5,890.8,811.4,169.9,130.5,789.5,888.0,816.5,148.0,929.1,261.7,215.8,162.2,844.9,908.0,865.3,483.8,858.5,825.4,269.0,136.2,210.0,193.6,936.1
PG,201.8,302.0,1144.9,162.7,1002.4,204.7,170.2,191.6,310.2,222.8,191.4,232.6,939.1,220.3,92.9,345.6,1082.9,296.3,164.5,246.6,335.5,354.2,1027.4,219.2,801.2,989.8,986.1,1059.7,151.1,234.8,619.7,1064.9,992.5,1003.6,961.1,177.6,54.1,280.2,189.9,381.7,148.2,128.2,227.4,983.1,349.6,999.0,219.4,311.8,747.7,969.0,920.3,263.3,2736.0,64.2,214.6,163.3,1047.3,320.8,74.4,361.7,986.4,306.1,695.5,358.7,318.2,975.0,125.9,949.3,209.4,692.6,118.7,317.6,210.8,192.1,214.1,124.6,923.6,257.1,234.7,141.7,8.7,973.5,88.0,990.1,1006.6,385.3,171.0,96.7,257.1,901.4,943.5,64.1,1047.0,935.0,128.5,221.9,975.4,0.0,954.7,1050.5,1106.2,226.8,317.1,1022.9,274.6,693.3,940.9,253.8,1040.7,339.3,398.8,128.5,281.8,1007.3,203.1,1013.2,1004.2,962.6,191.1,188.6,242.8,965.4,908.3,970.7,914.4,138.3,961.9,262.2,964.2,29.4,189.8,298.7,957.0,969.9,212.2,229.9,266.3,974.4,301.1,959.4,87.7,344.1,226.1,307.3,226.6,238.7,293.0,243.1,960.0,203.5,72.8,248.1,155.5,195.8,169.9,393.8,966.3,915.1,235.2,131.3,374.0,1032.4,172.4,1001.4,1100.2,946.8,330.3,151.3,260.2,670.3,172.8,175.9,994.1,920.8,946.2,960.2,211.5
PK,933.6,727.7,329.8,826.8,195.2,859.5,786.8,915.4,811.9,887.1,893.2,849.2,41.0,836.9,831.9,771.3,275.7,664.7,806.8,863.2,761.2,774.1,220.2,910.9,382.4,291.0,155.3,252.5,839.1,756.2,826.9,257.7,185.3,196.4,253.7,901.4,845.5,705.9,806.5,801.6,801.0,823.6,748.8,85.4,788.2,291.6,874.2,726.7,528.3,270.2,249.1,784.7,2357.2,950.7,908.6,816.1,240.1,746.5,829.8,730.1,287.6,731.8,476.1,778.6,686.6,34.7,853.4,250.5,901.1,473.2,833.1,712.2,865.6,839.5,830.7,848.4,216.2,921.4,889.5,834.9,877.7,23.8,974.5,282.7,112.2,823.9,823.8,871.2,853.5,194.0,126.2,836.4,239.8,36.9,822.5,871.9,168.2,886.4,0.0,243.3,299.0,876.8,818.8,215.7,796.0,357.9,13.7,802.9,233.5,707.7,767.2,822.5,803.2,176.5,934.9,305.8,296.8,45.1,885.1,805.2,809.1,258.0,200.9,263.3,215.6,813.5,63.8,794.3,108.0,867.0,787.3,724.4,259.3,72.2,778.5,846.5,838.5,275.6,688.6,103.2,855.1,769.8,878.9,675.7,792.9,930.4,718.7,839.5,261.2,787.3,872.3,814.4,780.8,848.6,857.9,778.5,16.6,207.7,756.6,855.1,783.6,225.2,896.2,338.9,293.0,239.4,812.0,875.1,832.4,450.9,825.6,792.5,295.3,213.4,122.3,261.4,903.2
PP,1026.9,821.0,177.8,920.1,126.5,952.8,880.1,1008.7,905.2,980.4,986.5,942.5,268.4,930.2,925.2,864.6,115.8,758.0,900.1,956.5,854.5,840.5,127.1,1004.2,475.7,209.8,191.2,9.2,932.4,849.5,893.3,97.8,162.2,103.3,217.2,994.7,938.8,799.2,899.8,868.0,894.3,916.9,842.1,199.2,854.6,255.1,967.5,820.0,621.6,300.6,212.6,878.0,2356.1,1044.0,1001.9,909.4,32.7,839.8,923.1,823.4,338.3,825.1,569.4,845.0,779.9,262.1,946.7,304.8,994.4,566.5,926.4,805.5,958.9,932.8,924.0,941.7,179.7,1014.7,982.8,928.2,971.0,251.2,1067.8,246.2,211.7,890.3,917.1,964.5,946.8,157.5,148.6,929.7,85.0,264.3,915.8,965.2,145.1,979.7,227.3,0.0,105.4,970.1,912.1,27.5,889.3,451.2,241.1,896.2,9.7,801.0,860.5,915.8,896.5,207.4,1028.2,269.3,260.3,272.5,978.4,898.5,902.4,221.5,164.4,226.8,188.5,906.8,291.2,887.6,233.2,960.3,880.6,817.7,222.8,212.4,871.8,939.8,931.8,228.3,781.9,248.7,948.4,863.1,972.2,769.0,886.2,1023.7,812.0,932.8,180.0,880.6,965.6,907.7,874.1,941.9,951.2,871.8,244.0,171.2,849.9,948.4,876.9,133.0,989.5,260.0,99.4,202.9,905.3,968.4,925.7,544.2,918.9,885.8,252.7,176.9,284.1,242.5,996.5
PQ,1066.8,860.9,212.0,960.0,164.2,992.7,920.0,1048.6,945.1,1020.3,1026.4,982.4,308.3,970.1,965.1,904.5,150.0,797.9,940.0,996.4,894.4,874.7,166.4,1044.1,515.6,244.0,231.1,66.2,972.3,889.4,927.5,132.0,202.1,142.6,257.1,1034.6,978.7,839.1,939.7,902.2,934.2,956.8,882.0,239.1,888.8,295.0,1007.4,859.9,661.5,340.5,252.5,917.9,2390.3,1083.9,1041.8,949.3,52.6,879.7,963.0,863.3,378.2,865.0,609.3,879.2,819.8,302.0,986.6,344.7,1034.3,606.4,966.3,845.4,998.8,972.7,963.9,981.6,219.6,1054.6,1022.7,968.1,1010.9,291.1,1107.7,286.1,251.6,924.5,957.0,1004.4,986.7,197.4,188.5,969.6,119.2,304.2,955.7,1005.1,185.0,1019.6,267.2,75.4,0.0,1010.0,952.0,103.0,929.2,491.1,281.0,936.1,85.2,840.9,900.4,955.7,936.4,247.3,1068.1,309.2,300.2,312.4,1018.3,938.4,942.3,261.4,204.3,266.7,228.4,946.7,331.1,927.5,273.1,1000.2,920.5,857.6,262.7,252.3,911.7,979.7,971.7,262.5,821.8,288.6,988.3,903.0,1012.1,808.9,926.1,1063.6,851.9,972.7,214.2,920.5,1005.5,947.6,914.0,981.8,991.1,911.7,283.9,211.1,889.8,988.3,916.8,194.2,1029.4,294.2,4.0,242.8,945.2,1008.3,965.6,584.1,958.8,925.7,286.9,216.8,324.0,276.7,1036.4
PR,269.2,251.8,1112.7,239.8,970.2,74.1,253.4,231.6,174.3,290.2,258.8,315.8,906.9,303.5,223.9,295.4,1050.7,264.1,197.3,329.8,285.3,304.0,995.2,197.6,769.0,957.6,953.9,1027.5,119.2,99.9,702.9,1032.7,960.3,971.4,928.9,217.6,230.4,230.0,273.1,331.5,98.5,185.8,107.3,950.9,432.8,966.8,88.8,261.6,715.5,936.8,888.1,145.7,2703.8,308.9,282.0,83.4,1015.1,270.6,241.7,327.2,954.2,255.9,663.3,308.5,286.0,942.8,259.2,917.1,187.8,660.4,176.3,267.4,80.2,269.2,297.3,164.6,891.4,324.5,104.1,266.9,235.9,941.3,332.7,957.9,974.4,468.5,120.0,205.0,67.1,869.2,911.3,240.4,1014.8,902.8,195.9,4.9,943.2,244.6,922.5,1018.3,1074.0,0.0,181.2,990.7,135.8,661.1,908.7,63.8,1008.5,307.1,364.3,195.9,116.2,975.1,270.5,981.0,972.0,930.4,258.5,271.8,87.0,933.2,876.1,938.5,882.2,185.0,929.7,72.2,932.0,225.2,148.0,248.5,924.8,937.7,125.5,313.1,76.3,942.2,250.9,927.2,171.3,293.9,25.5,263.3,99.9,188.0,242.8,53.1,927.8,134.3,206.1,82.8,171.3,63.2,100.4,343.6,934.1,882.9,136.2,171.3,323.8,1000.2,212.4,969.2,1068.0,914.6,194.4,191.3,70.2,638.1,73.9,259.1,961.9,888.6,914.0,928.0,141.0
PV,355.8,195.2,1056.1,244.8,913.6,220.2,272.3,318.2,6.2,372.6,345.4,334.7,850.3,322.4,236.2,238.8,994.1,207.5,209.6,348.7,228.7,247.4,938.6,313.7,712.4,901.0,897.3,970.9,241.9,116.0,647.1,976.1,903.7,914.8,872.3,304.2,269.7,173.4,292.0,274.9,203.8,226.4,108.6,894.3,377.0,910.2,234.9,205.0,658.9,880.2,831.5,72.0,2647.2,374.9,368.6,218.9,958.5,214.0,254.0,270.6,897.6,199.3,606.7,251.9,229.4,886.2,321.0,860.5,303.9,603.8,235.9,210.8,226.3,257.5,316.2,251.2,834.8,406.9,250.2,320.4,301.9,884.7,398.7,901.3,917.8,412.7,226.6,291.6,179.6,812.6,854.7,260.6,958.2,846.2,282.5,198.0,886.6,310.6,865.9,961.7,1017.4,202.9,0.0,934.1,62.1,604.5,852.1,129.0,951.9,250.5,307.7,282.5,64.3,918.5,357.1,924.4,915.4,873.8,345.1,290.7,149.7,876.6,819.5,881.9,825.6,216.3,873.1,120.4,875.4,291.2,190.1,191.9,868.2,881.1,181.3,332.0,164.6,885.6,194.3,870.6,257.9,237.3,224.6,206.7,162.6,333.2,186.2,165.6,871.2,190.1,292.7,145.5,183.6,209.3,246.5,287.0,877.5,826.3,89.7,257.9,267.2,943.6,299.0,912.6,1011.4,858.0,37.4,277.9,158.5,581.5,220.0,278.0,905.3,832.0,857.4,871.4,287.1
QH,999.3,793.4,198.4,892.5,98.9,925.2,852.5,981.1,877.6,952.8,958.9,914.9,240.8,902.6,897.6,837.0,136.4,730.4,872.5,928.9,826.9,839.8,99.5,976.6,448.1,230.4,163.6,36.7,904.8,821.9,892.6,118.4,134.6,75.7,189.6,967.1,911.2,771.6,872.2,867.3,866.7,889.3,814.5,171.6,853.9,227.5,939.9,792.4,594.0,273.0,185.0,850.4,2376.7,1016.4,974.3,881.8,60.3,812.2,895.5,795.8,310.7,797.5,541.8,844.3,752.3,234.5,919.1,277.2,966.8,538.9,898.8,777.9,931.3,905.2,896.4,914.1,152.1,987.1,955.2,900.6,943.4,223.6,1040.2,218.6,184.1,889.6,889.5,936.9,919.2,129.9,121.0,902.1,112.6,236.7,888.2,937.6,117.5,952.1,199.7,27.5,123.7,942.5,884.5,0.0,861.7,423.6,213.5,868.6,17.7,773.4,832.9,888.2,868.9,179.8,1000.6,241.7,232.7,244.9,950.8,870.9,874.8,193.9,136.8,199.2,160.9,879.2,263.6,860.0,205.6,932.7,853.0,790.1,195.2,184.8,844.2,912.2,904.2,248.9,754.3,221.1,920.8,835.5,944.6,741.4,858.6,996.1,784.4,905.2,200.6,853.0,938.0,880.1,846.5,914.3,923.6,844.2,216.4,143.6,822.3,920.8,849.3,105.4,961.9,274.8,117.7,175.3,877.7,940.8,898.1,516.6,891.3,858.2,273.3,149.3,256.5,206.7,968.9
QL,293.6,189.8,1050.7,189.9,908.2,175.1,266.9,256.0,35.5,314.6,283.2,329.3,844.9,317.0,174.0,233.4,988.7,202.1,147.4,343.3,223.3,242.0,933.2,251.5,707.0,895.6,891.9,965.5,179.7,53.8,641.7,970.7,898.3,909.4,866.9,242.0,207.5,168.0,286.6,269.5,141.6,164.2,46.4,888.9,371.6,904.8,189.8,199.6,653.5,874.8,826.1,9.9,2641.8,312.7,306.4,156.7,953.1,208.6,191.8,265.2,892.2,193.9,601.3,246.5,224.0,880.8,258.8,855.1,241.7,598.4,173.7,205.4,181.2,208.5,310.8,189.0,829.4,348.9,205.1,262.7,239.7,879.3,336.5,895.9,912.4,407.3,164.4,229.4,134.5,807.2,849.3,198.4,952.8,840.8,220.3,152.9,881.2,248.4,860.5,956.3,1012.0,157.8,42.4,928.7,0.0,599.1,846.7,83.9,946.5,245.1,302.3,220.3,19.2,913.1,294.9,919.0,910.0,868.4,282.9,285.3,104.6,871.2,814.1,876.5,820.2,154.1,867.7,75.3,870.0,229.0,127.9,186.5,862.8,875.7,119.1,326.6,119.5,880.2,188.9,865.2,195.7,231.9,179.5,201.3,117.5,271.0,180.8,120.5,865.8,127.9,230.5,100.4,121.4,164.2,198.5,281.6,872.1,820.9,27.5,195.7,261.8,938.2,236.8,907.2,1006.0,852.6,55.6,215.7,113.4,576.1,166.2,272.6,899.9,826.6,852.0,866.0,242.0
QM,701.7,495.8,597.6,594.9,455.1,627.6,554.9,683.5,580.0,655.2,661.3,617.3,391.8,605.0,600.0,539.4,546.0,432.8,574.9,631.3,529.3,542.2,480.1,679.0,172.1,442.5,442.8,512.4,607.2,524.3,595.0,517.6,445.2,456.3,413.8,669.5,613.6,474.0,574.6,569.7,569.1,591.7,516.9,435.8,556.3,451.7,642.3,494.8,296.4,421.7,373.0,552.8,2423.9,718.8,676.7,584.2,500.0,514.6,597.9,498.2,439.1,499.9,244.2,546.7,454.7,427.7,619.3,402.0,669.2,244.2,601.2,480.3,633.7,607.6,598.8,616.5,376.3,689.5,657.6,603.0,645.8,426.2,742.6,442.8,459.3,592.0,591.9,639.3,621.6,354.1,396.2,604.5,499.7,387.7,590.6,640.0,428.1,654.5,407.4,503.2,558.9,644.9,586.9,475.6,564.1,0.0,393.6,571.0,493.4,475.8,533.2,590.6,571.3,460.0,703.0,465.9,456.9,415.3,653.2,573.3,577.2,418.1,361.0,414.1,367.1,580.7,414.6,562.4,416.9,635.1,555.4,492.5,409.7,422.6,546.6,614.6,606.6,427.1,456.7,412.1,624.8,537.9,647.0,443.8,561.0,698.5,486.8,607.6,412.7,555.4,640.4,582.5,548.9,616.7,626.0,546.6,419.0,367.8,524.7,623.2,551.7,485.1,664.3,454.1,552.9,399.5,574.3,643.2,600.5,219.0,593.7,560.6,446.8,373.5,398.9,412.9,671.3
QN,947.4,741.5,316.0,840.6,209.0,873.3,800.6,929.2,825.7,900.9,907.0,863.0,27.2,850.7,845.7,785.1,272.7,678.5,820.6,877.0,775.0,787.9,234.0,924.7,396.2,304.8,169.1,291.8,852.9,770.0,840.7,254.7,199.1,210.2,267.5,915.2,859.3,719.7,820.3,815.4,814.8,837.4,762.6,99.2,802.0,305.4,888.0,740.5,542.1,284.0,262.9,798.5,2369.8,964.5,922.4,829.9,272.5,760.3,843.6,743.9,301.4,745.6,489.9,792.4,700.4,43.4,867.2,264.3,914.9,487.0,846.9,726.0,879.4,853.3,844.5,862.2,230.0,935.2,903.3,848.7,891.5,32.5,988.3,296.5,126.0,837.7,837.6,885.0,867.3,207.8,140.0,850.2,253.6,23.1,836.3,885.7,182.0,900.2,13.7,257.1,312.8,890.6,832.6,229.5,809.8,371.7,0.0,816.7,247.3,721.5,781.0,836.3,817.0,190.3,948.7,319.6,310.6,31.3,898.9,819.0,822.9,271.8,214.7,277.1,229.4,827.3,50.0,808.1,121.8,880.8,801.1,738.2,273.1,86.0,792.3,860.3,852.3,289.4,702.4,117.0,868.9,783.6,892.7,689.5,806.7,944.2,732.5,853.3,275.0,801.1,886.1,828.2,794.6,862.4,871.7,792.3,25.3,221.5,770.4,868.9,797.4,239.0,910.0,352.7,306.8,253.2,825.8,888.9,846.2,464.7,839.4,806.3,309.1,227.2,136.1,275.2,917.0
