from_stop,AA,AF,AN,AO,AX,AY,AZ,BA,BB,BC,BJ,BO,BU,CC,CF,CS,CT,DD,DH,DL,DN,DO,DU,EC,EL,EN,EO,EX,EZ,FH,FN,FP,FQ,FX,GB,GD,GE,GJ,GK,GW,GY,HC,HK,HM,HP,HX,IH,II,IO,IP,IW,JV,JW,JY,KB,KD,KF,KJ,KK,KM,KR,KZ,LI,LR,LS,LV,LZ,MD,MH,MM,MR,MU,MV,MZ,NA,NC,NI,OK,OT,OY,PL,PM,PP,PR,PY,QC,QH,QL,QS,RA,RB,RG,RL,RQ,RR,RY,SF,SK,SM,SN,SO,TG,TI,TK,TL,TN,TP,TV,UD,UE,UF,UM,UP,UQ,US,UY,VC,VQ,VR,VV,VW,VY,WA,WD,WE,WI,WJ,WM,WS,WT,XA,XE,XH,XI,XJ,XK,XR,XU,XX,YH,YO,YW,YZ,ZC,ZF,ZJ,ZK,ZY
FN,1495.3,146.3,513.7,198.7,514.7,1028.5,205.9,1221.4,233.9,272.7,531.8,319.9,1070.8,216.8,1069.6,262.4,914.3,966.0,254.8,1088.4,1386.6,572.1,148.5,231.5,1438.8,1320.2,979.5,266.4,1035.3,1175.3,0.0,1089.4,1091.7,1436.1,1086.6,59.8,1097.7,1152.6,260.2,212.8,1145.9,37.7,324.6,1426.9,1008.1,1186.0,1435.1,1286.5,61.1,184.2,554.1,1437.8,976.9,144.5,1101.5,1130.1,523.1,493.9,1330.9,1118.0,667.4,1121.0,345.8,516.6,543.8,1023.4,1076.6,1167.8,1025.7,1016.5,1095.2,515.8,1010.7,330.8,1379.5,1117.7,1143.5,1479.0,1060.2,1147.7,505.5,523.4,1181.3,258.1,102.9,1267.7,1126.5,816.9,547.5,212.4,1130.1,595.1,1066.4,167.7,234.6,1126.1,836.3,1313.4,827.6,295.8,501.9,615.2,1124.5,12.1,177.0,981.3,1134.1,1041.7,217.6,323.6,1300.1,1167.4,215.6,1108.4,140.4,1142.7,304.1,148.7,1211.9,1274.3,1218.9,476.8,1147.6,423.6,1095.3,1172.9,325.8,1047.4,1043.9,885.0,163.0,254.2,884.6,234.0,1081.2,119.5,170.5,1179.0,994.9,114.6,1066.0,388.6,2675.9,749.0,1031.4,246.0,886.0,1072.0
FP,558.5,1036.2,1511.5,1118.1,1491.3,318.2,1077.1,284.6,1140.8,1192.6,1508.4,1239.8,100.0,1226.2,259.1,1056.5,201.1,347.7,1192.7,100.3,449.8,1315.8,1018.4,1110.2,502.0,310.5,1723.2,1132.1,243.7,102.7,1088.2,0.0,89.2,499.3,120.0,1069.2,160.9,215.8,1114.5,1121.4,209.1,1068.1,1254.6,490.1,227.7,135.5,498.3,349.7,1065.4,1193.6,1551.9,501.0,193.9,974.5,28.9,57.5,1266.8,1388.9,371.2,113.9,917.7,63.1,1217.1,1260.3,1287.5,185.4,105.8,95.2,165.8,191.0,73.2,1139.3,195.6,1184.0,442.7,146.9,54.0,542.2,956.4,75.1,1482.1,1366.8,130.8,1178.0,1078.1,195.1,189.7,811.6,1291.2,1121.0,57.5,1338.8,145.5,1177.1,1093.8,254.2,972.8,303.0,800.9,1233.7,1100.9,1358.9,59.1,1100.4,1186.4,353.2,244.3,141.5,1163.9,1232.0,289.7,185.2,1067.7,18.9,1149.8,70.1,1091.8,1068.1,275.1,201.7,146.3,1057.4,76.7,1221.0,73.3,123.0,1245.7,136.2,166.2,287.3,1082.4,1120.5,266.3,1153.4,130.3,1038.9,1114.1,161.4,214.5,1003.6,95.2,1308.5,2626.2,777.8,179.1,1154.6,782.2,108.8
FQ,552.0,1029.7,1505.0,1111.6,1484.8,311.7,1070.6,278.1,1134.3,1186.1,1501.9,1233.3,38.7,1219.7,225.9,1050.0,194.6,341.2,1186.2,142.3,443.3,1309.3,1011.9,1103.7,495.5,304.0,1716.7,1125.6,210.5,165.1,1081.7,79.2,0.0,492.8,64.5,1062.7,154.4,209.3,1108.0,1114.9,202.6,1061.6,1248.1,483.6,220.5,197.9,491.8,343.2,1058.9,1187.1,1545.4,494.5,172.9,968.0,91.3,119.9,1260.3,1382.4,364.7,21.2,911.2,79.8,1210.6,1253.8,1281.0,144.6,26.5,157.6,150.6,150.2,32.0,1132.8,154.8,1177.5,436.2,85.6,133.3,535.7,949.9,137.5,1475.6,1360.3,193.2,1171.5,1071.6,257.5,183.2,805.1,1284.7,1114.5,119.9,1332.3,130.3,1170.6,1087.3,221.0,966.3,296.5,794.4,1227.2,1094.4,1352.4,83.3,1093.9,1179.9,346.7,229.0,108.3,1157.4,1225.5,283.2,247.6,1061.2,98.2,1143.3,132.5,1085.3,1061.6,268.6,264.1,208.7,1050.9,137.4,1214.5,15.8,185.4,1239.2,103.0,125.4,280.8,1075.9,1114.0,259.8,1146.9,115.1,1032.4,1168.8,223.8,207.3,997.1,33.9,1302.0,2619.7,771.3,138.3,1148.1,775.7,125.9
FX,172.5,1393.2,1868.5,1475.1,1848.3,675.2,1434.1,243.0,1497.8,1549.6,1865.4,1596.8,511.0,1583.2,646.2,1413.5,558.1,704.7,1549.7,614.6,58.5,1672.8,1375.4,1467.2,234.9,438.5,2080.2,1489.1,611.9,615.5,1445.2,529.6,531.9,0.0,536.8,1426.2,403.6,372.4,1471.5,1478.4,407.3,1425.1,1611.6,98.8,584.7,648.3,107.0,176.0,1422.4,1550.6,1908.9,109.7,553.5,1331.5,541.7,570.3,1623.8,1745.9,499.2,558.2,1045.7,583.2,1574.1,1617.3,1644.5,600.0,516.8,608.0,602.3,593.1,535.4,1267.3,587.3,1541.0,50.4,557.9,583.7,91.3,1084.4,587.9,1839.1,1723.8,643.6,1535.0,1435.1,707.9,426.7,939.6,1648.2,1478.0,570.3,1695.8,602.6,1534.1,1450.8,693.3,1100.8,431.0,928.9,1590.7,1228.9,1715.9,586.7,1457.4,1474.1,710.2,701.3,580.6,1520.9,1589.0,417.7,698.0,1424.7,548.6,1506.8,582.9,1448.8,1425.1,252.5,714.5,659.1,1185.4,589.5,1349.0,535.5,635.8,1602.7,575.3,611.4,644.3,1439.4,1477.5,623.3,1510.4,587.4,1395.9,1471.1,674.2,571.5,1360.6,506.2,1665.5,2359.1,905.8,608.0,1511.6,910.2,598.2
GB,566.5,1029.7,1505.0,1111.6,1484.8,311.7,1070.6,292.6,1134.3,1186.1,1501.9,1233.3,25.9,1219.7,161.3,1050.0,194.6,341.2,1186.2,77.7,457.8,1309.3,1011.9,1103.7,510.0,318.5,1716.7,1125.6,145.9,192.5,1081.7,106.6,54.1,507.3,0.0,1062.7,168.9,223.8,1108.0,1114.9,217.1,1061.6,1248.1,498.1,169.6,216.3,506.3,357.7,1058.9,1187.1,1545.4,509.0,108.3,968.0,118.7,147.3,1260.3,1382.4,379.2,76.9,925.7,64.7,1210.6,1253.8,1281.0,93.7,59.0,185.0,86.0,99.3,87.2,1147.3,103.9,1177.5,450.7,41.1,148.5,550.2,964.4,164.9,1475.6,1360.3,211.6,1171.5,1071.6,284.9,197.7,819.6,1284.7,1114.5,147.3,1332.3,65.7,1170.6,1087.3,156.4,980.8,311.0,808.9,1227.2,1108.9,1352.4,68.2,1093.9,1179.9,346.7,164.4,43.7,1157.4,1225.5,297.7,197.7,1061.2,116.4,1143.3,159.9,1085.3,1061.6,283.1,291.5,236.1,1065.4,166.5,1229.0,71.0,203.2,1239.2,38.4,74.5,280.8,1075.9,1114.0,259.8,1146.9,50.5,1032.4,1107.6,209.3,156.4,997.1,30.7,1302.0,2634.2,785.8,87.4,1148.1,790.2,61.3
GD,1435.4,97.6,452.8,153.1,453.8,968.6,146.0,1161.5,188.3,227.1,470.9,274.3,1010.9,156.9,1009.7,202.5,854.4,906.1,209.2,1028.5,1326.7,523.4,99.8,185.9,1378.9,1260.3,930.8,220.8,975.4,1115.4,50.1,1029.5,1031.8,1376.2,1026.7,0.0,1037.8,1092.7,214.6,152.9,1086.0,30.0,264.7,1367.0,948.2,1126.1,1375.2,1226.6,89.7,124.3,493.2,1377.9,917.0,95.8,1041.6,1070.2,474.4,443.6,1271.0,1058.1,607.5,1061.1,300.2,467.9,495.1,963.5,1016.7,1107.9,965.8,956.6,1035.3,455.9,950.8,285.2,1319.6,1057.8,1083.6,1419.1,1000.3,1087.8,444.6,433.2,1121.4,212.5,131.5,1207.8,1066.6,757.0,498.8,152.5,1070.2,546.4,1006.5,107.8,189.0,1066.2,776.4,1253.5,767.7,250.2,442.0,566.5,1064.6,62.3,117.1,921.4,1074.2,981.8,172.0,278.0,1240.2,1107.5,155.7,1048.5,80.5,1082.8,258.5,103.1,1152.0,1214.4,1159.0,416.9,1089.4,363.7,1035.4,1113.0,280.2,987.5,984.0,825.1,117.4,208.6,824.7,188.4,1021.3,73.9,114.8,1119.1,935.0,65.9,1006.1,343.0,2627.2,689.1,971.5,186.1,826.1,1012.1
GE,416.0,1028.0,1503.3,1109.9,1483.1,310.0,1068.9,142.1,1132.6,1184.4,1500.2,1231.6,145.8,1218.0,281.0,1048.3,192.9,339.5,1184.5,249.4,307.3,1307.6,1010.2,1102.0,359.5,168.0,1715.0,1123.9,246.7,250.3,1080.0,164.4,166.7,356.8,171.6,1061.0,0.0,73.3,1106.3,1113.2,48.1,1059.9,1246.4,347.6,219.5,283.1,355.8,207.2,1057.2,1185.4,1543.7,358.5,188.3,966.3,176.5,205.1,1258.6,1380.7,228.7,193.0,775.2,218.0,1208.9,1252.1,1279.3,234.8,151.6,242.8,237.1,227.9,170.2,996.8,222.1,1175.8,300.2,192.7,218.5,399.7,813.9,222.7,1473.9,1358.6,278.4,1169.8,1069.9,342.7,28.7,669.1,1283.0,1112.8,205.1,1330.6,237.4,1168.9,1085.6,328.1,830.3,160.5,658.4,1225.5,958.4,1350.7,221.5,1092.2,1178.2,345.0,336.1,215.4,1155.7,1223.8,147.2,332.8,1059.5,183.4,1141.6,217.7,1083.6,1059.9,132.6,349.3,293.9,914.9,224.3,1078.5,170.3,270.6,1237.5,210.1,246.2,279.1,1074.2,1112.3,258.1,1145.2,222.2,1030.7,1105.9,309.0,206.3,995.4,141.0,1300.3,2483.7,635.3,242.8,1146.4,639.7,233.0
GJ,394.4,1081.8,1559.0,1163.7,1536.9,365.7,1124.6,120.5,1188.3,1240.1,1554.0,1285.4,201.5,1273.7,336.7,1104.0,248.6,395.2,1240.2,305.1,285.7,1363.3,1065.9,1157.7,337.9,174.0,1770.7,1177.7,300.5,306.0,1133.8,220.1,220.5,335.2,227.3,1116.7,88.4,0.0,1160.1,1168.9,48.3,1115.6,1302.1,326.0,273.3,338.8,334.2,185.6,1112.9,1241.1,1599.4,336.9,244.0,1022.0,232.2,258.9,1314.3,1434.5,236.6,248.7,783.1,273.7,1264.6,1307.8,1335.0,290.5,205.4,298.5,292.8,283.6,225.9,1004.7,277.8,1229.6,278.6,248.4,274.2,378.1,819.9,278.4,1529.6,1414.3,334.1,1225.5,1123.7,396.5,69.6,675.1,1338.7,1168.5,258.9,1384.4,293.1,1224.6,1141.3,383.8,836.3,168.4,666.3,1281.2,966.3,1406.4,277.2,1147.9,1233.9,400.7,391.8,271.1,1211.4,1279.5,155.1,388.5,1115.2,239.1,1195.4,273.4,1137.4,1115.6,111.0,405.0,349.6,920.9,278.3,1086.4,226.0,324.4,1293.2,265.8,301.9,332.9,1129.9,1168.0,313.8,1200.9,276.0,1086.4,1222.8,362.8,262.0,1051.1,194.8,1356.0,2462.1,641.3,298.5,1202.1,647.6,288.7
GK,1509.7,193.0,450.5,99.5,445.6,1042.9,365.7,1235.8,26.3,140.1,462.7,187.3,1085.2,376.6,1084.0,422.2,928.7,980.4,84.2,1102.8,1401.0,393.5,195.2,140.7,1453.2,1261.7,800.9,162.6,1049.7,1189.7,238.6,1103.8,1106.1,1450.5,1101.0,219.6,1112.1,1165.1,0.0,372.6,1160.3,218.5,484.4,1441.3,1022.5,1200.4,1449.5,1300.9,197.8,344.0,490.9,1452.2,991.3,191.2,1115.9,1144.5,344.5,323.3,1322.4,1132.4,827.2,1135.4,175.2,338.0,365.2,1037.8,1091.0,1182.2,1040.1,1030.9,1109.6,675.6,1025.1,160.2,1393.9,1132.1,1157.9,1493.4,1220.0,1162.1,436.4,352.8,1195.7,125.5,210.5,1282.1,1140.9,976.7,368.9,372.2,1144.5,416.5,1080.8,327.5,82.0,1140.5,996.1,1254.2,987.4,125.2,661.7,436.6,1138.9,264.4,336.8,995.7,1148.5,1056.1,93.4,153.0,1240.9,1181.8,375.4,1122.8,300.2,1157.1,122.3,104.4,1226.3,1288.7,1233.3,636.6,1162.0,583.4,1109.7,1187.3,193.2,1061.8,1058.3,899.4,89.2,6.0,899.0,154.8,1095.6,135.3,330.3,1193.4,1009.3,161.3,1080.4,256.0,2722.6,908.8,1045.8,405.8,1045.8,1086.4
GW,1482.8,253.2,608.4,308.7,609.4,1016.0,48.3,1208.9,343.9,382.7,626.5,429.9,1058.3,54.9,1057.1,279.0,901.8,953.5,364.8,1075.9,1374.1,679.0,255.4,341.5,1426.3,1336.8,1086.4,376.4,1022.8,1162.8,205.7,1076.9,1079.2,1423.6,1074.1,155.5,1085.2,1140.1,370.2,0.0,1133.4,185.6,341.2,1414.4,995.6,1173.5,1422.6,1274.0,245.3,114.9,648.8,1425.3,964.4,251.4,1089.0,1117.6,630.0,599.2,1347.5,1105.5,684.0,1108.5,455.8,623.5,650.7,1010.9,1064.1,1155.3,1013.2,1004.0,1082.7,532.4,998.2,440.8,1367.0,1105.2,1131.0,1466.5,1076.8,1135.2,600.2,588.8,1168.8,368.1,287.1,1255.2,1114.0,833.5,654.4,0.3,1117.6,702.0,1053.9,98.4,344.6,1113.6,852.9,1330.0,844.2,405.8,518.5,722.1,1112.0,217.9,193.6,968.8,1121.6,1029.2,327.6,433.6,1316.7,1154.9,58.0,1095.9,61.1,1130.2,414.1,258.7,1199.4,1261.8,1206.4,493.4,1136.8,440.2,1082.8,1160.4,435.8,1034.9,1031.4,872.5,273.0,364.2,872.1,344.0,1068.7,229.5,27.9,1166.5,982.4,221.5,1053.5,498.6,2782.8,765.6,1018.9,33.1,902.6,1059.5
GY,430.5,1066.2,1541.5,1148.1,1521.3,348.2,1107.1,156.6,1170.8,1222.6,1538.4,1269.8,184.0,1256.2,319.2,1086.5,231.1,377.7,1222.7,287.6,321.8,1345.8,1048.4,1140.2,374.0,182.5,1753.2,1162.1,284.9,288.5,1118.2,202.6,204.9,371.3,209.8,1099.2,38.1,40.2,1144.5,1151.4,0.0,1098.1,1284.6,362.1,257.7,321.3,370.3,221.7,1095.4,1223.6,1581.9,373.0,226.5,1004.5,214.7,243.3,1296.8,1418.9,243.2,231.2,789.7,256.2,1247.1,1290.3,1317.5,273.0,189.8,281.0,275.3,266.1,208.4,1011.3,260.3,1214.0,314.7,230.9,256.7,414.2,828.4,260.9,1512.1,1396.8,316.6,1208.0,1108.1,380.9,19.3,683.6,1321.2,1151.0,243.3,1368.8,275.6,1207.1,1123.8,366.3,844.8,175.0,672.9,1263.7,972.9,1388.9,259.7,1130.4,1216.4,383.2,374.3,253.6,1193.9,1262.0,161.7,371.0,1097.7,221.6,1179.8,255.9,1121.8,1098.1,147.1,387.5,332.1,929.4,260.8,1093.0,208.5,308.8,1275.7,248.3,284.4,317.3,1112.4,1150.5,296.3,1183.4,260.4,1068.9,1205.3,347.2,244.5,1033.6,179.2,1338.5,2498.2,649.8,281.0,1184.6,654.2,271.2
HC,1457.5,108.5,475.9,164.0,476.9,990.7,168.1,1183.6,199.2,238.0,494.0,285.2,1033.0,179.0,1031.8,224.6,876.5,928.2,220.1,1050.6,1348.8,534.3,110.7,196.8,1401.0,1282.4,941.7,231.7,997.5,1137.5,20.0,1051.6,1053.9,1398.3,1048.8,22.0,1059.9,1114.8,225.5,175.0,1108.1,0.0,286.8,1389.1,970.3,1148.2,1397.3,1248.7,81.2,146.4,516.3,1400.0,939.1,106.7,1063.7,1092.3,485.3,459.2,1293.1,1080.2,629.6,1083.2,311.1,478.8,506.0,985.6,1038.8,1130.0,987.9,978.7,1057.4,478.0,972.9,296.1,1341.7,1079.9,1105.7,1441.2,1022.4,1109.9,467.7,456.3,1143.5,223.4,123.0,1229.9,1088.7,779.1,509.7,174.6,1092.3,557.3,1028.6,129.9,199.9,1088.3,798.5,1275.6,789.8,261.1,464.1,577.4,1086.7,32.2,139.2,943.5,1096.3,1003.9,182.9,288.9,1262.3,1129.6,177.8,1070.6,102.6,1104.9,269.4,114.0,1174.1,1236.5,1181.1,439.0,1111.5,385.8,1057.5,1135.1,291.1,1009.6,1006.1,847.2,128.3,219.5,846.8,199.3,1043.4,84.8,136.9,1141.2,957.1,76.8,1028.2,353.9,2638.1,711.2,993.6,208.2,848.2,1034.2
HK,1601.1,377.0,732.2,432.5,733.2,1134.3,366.3,1327.2,467.7,506.5,750.3,553.7,1176.6,377.2,1175.4,174.4,1020.1,1071.8,488.6,1194.2,1492.4,802.8,379.2,465.3,1544.6,1283.4,1210.2,500.2,1141.1,1281.1,329.5,1195.2,1197.5,1541.9,1192.4,279.3,1203.5,1258.4,494.0,373.2,1251.7,309.4,0.0,1532.7,1113.9,1291.8,1540.9,1392.3,369.1,344.6,772.6,1543.6,1082.7,375.2,1207.3,1235.9,753.8,723.0,1294.1,1223.8,630.6,1226.8,579.6,747.3,774.5,1129.2,1182.4,1273.6,1131.5,1122.3,1201.0,479.0,1116.5,564.6,1485.3,1223.5,1249.3,1584.8,1023.4,1253.5,724.0,712.6,1287.1,491.9,410.9,1373.5,1232.3,780.1,778.2,372.8,1235.9,825.8,1172.2,328.1,468.4,1231.9,799.5,1276.6,790.8,529.6,465.1,845.9,1230.3,341.7,163.5,1087.1,1239.9,1147.5,451.4,557.4,1263.3,1273.2,376.0,1214.2,300.8,1248.5,537.9,382.5,1317.7,1380.1,1324.7,440.0,1255.1,386.8,1201.1,1278.7,559.6,1153.2,1149.7,944.5,396.8,488.0,990.4,467.8,1187.0,353.3,335.1,1284.8,1100.7,345.3,1171.8,622.4,2906.6,712.2,1137.2,406.4,849.2,1177.8
HM,126.4,1371.6,1846.9,1453.5,1826.7,653.6,1412.5,221.4,1476.2,1528.0,1843.8,1575.2,489.4,1561.6,624.6,1391.9,536.5,683.1,1528.1,593.0,40.3,1651.2,1353.8,1445.6,213.3,416.9,2058.6,1467.5,590.3,593.9,1423.6,508.0,510.3,106.4,515.2,1404.6,382.0,350.8,1449.9,1456.8,385.7,1403.5,1590.0,0.0,563.1,626.7,31.5,154.4,1400.8,1529.0,1887.3,10.9,531.9,1309.9,520.1,548.7,1602.2,1724.3,477.6,536.6,1024.1,561.6,1552.5,1595.7,1622.9,578.4,495.2,586.4,580.7,571.5,513.8,1245.7,565.7,1519.4,49.8,536.3,562.1,75.4,1062.8,566.3,1817.5,1702.2,622.0,1513.4,1413.5,686.3,405.1,918.0,1626.6,1456.4,548.7,1674.2,581.0,1512.5,1429.2,671.7,1079.2,409.4,907.3,1569.1,1207.3,1694.3,565.1,1435.8,1452.5,688.6,679.7,559.0,1499.3,1567.4,396.1,676.4,1403.1,527.0,1485.2,561.3,1427.2,1403.5,230.9,692.9,637.5,1163.8,567.9,1327.4,513.9,614.2,1581.1,553.7,589.8,622.7,1417.8,1455.9,601.7,1488.8,565.8,1374.3,1449.5,652.6,549.9,1339.0,484.6,1643.9,2337.5,884.2,586.4,1490.0,888.6,576.6
HP,612.4,953.7,1429.0,1035.6,1408.8,235.7,994.6,338.5,1058.3,1110.1,1425.9,1157.3,183.5,1143.7,61.4,974.0,118.6,265.2,1110.2,159.3,503.7,1233.3,935.9,1027.7,555.9,364.4,1640.7,1049.6,27.1,292.4,1005.7,206.5,208.8,553.2,157.5,986.7,214.8,267.8,1032.0,1038.9,263.0,985.6,1172.1,544.0,0.0,256.9,552.2,403.6,982.9,1111.1,1469.4,554.9,47.8,892.0,218.6,247.2,1184.3,1306.4,425.1,197.8,971.6,185.6,1134.6,1177.8,1205.0,76.3,193.7,279.1,96.6,69.4,212.3,1193.2,63.6,1101.5,496.6,198.7,260.6,596.1,1010.3,264.8,1399.6,1284.3,252.2,1095.5,995.6,359.7,243.6,865.5,1208.7,1038.5,247.2,1256.3,137.3,1094.6,1011.3,197.0,1026.7,356.9,854.8,1151.2,1154.8,1276.4,189.1,1017.9,1103.9,270.7,205.0,112.6,1081.4,1149.5,343.6,238.3,985.2,225.5,1067.3,259.8,1009.3,985.6,329.0,366.3,310.9,1111.3,264.7,1302.3,212.4,243.8,1163.2,118.3,96.8,204.8,999.9,1038.0,183.8,1070.9,152.1,956.4,1035.7,249.9,36.2,921.1,183.1,1226.0,2680.1,831.7,84.3,1072.1,836.1,142.9
HX,659.5,1119.1,1594.4,1201.0,1574.2,401.1,1160.0,385.6,1223.7,1275.5,1591.3,1322.7,201.0,1309.1,250.7,1139.4,284.0,430.6,1275.6,188.1,550.8,1398.7,1101.3,1193.1,603.0,411.5,1806.1,1215.0,235.3,67.8,1171.1,137.8,190.2,600.3,186.3,1152.1,261.9,316.8,1197.4,1204.3,310.1,1151.0,1337.5,591.1,262.5,0.0,599.3,450.7,1148.3,1276.5,1634.8,602.0,197.7,1057.4,98.8,60.4,1349.7,1471.8,472.2,226.4,1018.7,201.0,1300.0,1343.2,1370.4,259.7,206.8,27.8,212.0,252.8,174.2,1240.3,247.0,1266.9,543.7,227.5,191.9,643.2,1057.4,72.9,1565.0,1449.7,4.6,1260.9,1161.0,102.7,290.7,912.6,1374.1,1203.9,60.4,1421.7,196.1,1260.0,1176.7,185.5,1073.8,404.0,901.9,1316.6,1201.9,1441.8,197.0,1183.3,1269.3,436.1,134.4,141.4,1246.8,1314.9,390.7,75.3,1150.6,156.8,1232.7,49.5,1174.7,1151.0,376.1,109.3,53.9,1158.4,43.9,1322.0,174.3,13.1,1328.6,147.1,250.5,370.2,1165.3,1203.4,349.2,1236.3,180.9,1121.8,1197.0,51.5,251.2,1086.5,196.2,1391.4,2727.2,878.8,263.4,1237.5,883.2,171.7
IH,94.8,1391.9,1867.2,1473.8,1847.0,673.9,1432.8,241.7,1496.5,1548.3,1864.1,1595.5,509.7,1581.9,644.9,1412.2,556.8,703.4,1548.4,613.3,60.6,1671.5,1374.1,1465.9,227.2,437.2,2078.9,1487.8,610.6,614.2,1443.9,528.3,530.6,126.7,535.5,1424.9,402.3,371.1,1470.2,1477.1,406.0,1423.8,1610.3,23.6,583.4,647.0,0.0,174.7,1421.1,1549.3,1907.6,34.5,552.2,1330.2,540.4,569.0,1622.5,1744.6,497.9,556.9,1044.4,581.9,1572.8,1616.0,1643.2,598.7,515.5,606.7,601.0,591.8,534.1,1266.0,586.0,1539.7,70.1,556.6,582.4,43.8,1083.1,586.6,1837.8,1722.5,642.3,1533.7,1433.8,706.6,425.4,938.3,1646.9,1476.7,569.0,1694.5,601.3,1532.8,1449.5,692.0,1099.5,429.7,927.6,1589.4,1227.6,1714.6,585.4,1456.1,1472.8,708.9,700.0,579.3,1519.6,1587.7,416.4,696.7,1423.4,547.3,1505.5,581.6,1447.5,1423.8,251.2,713.2,657.8,1184.1,588.2,1347.7,534.2,634.5,1601.4,574.0,610.1,643.0,1438.1,1476.2,622.0,1509.1,586.1,1394.6,1469.8,672.9,570.2,1359.3,504.9,1664.2,2351.4,904.5,606.7,1510.3,908.9,596.9
II,208.7,1217.1,1692.4,1299.0,1672.2,499.1,1258.0,66.9,1321.7,1373.5,1689.3,1420.7,334.9,1407.1,470.1,1237.4,382.0,528.6,1373.6,438.5,100.0,1496.7,1199.3,1291.1,152.2,262.4,1904.1,1313.0,435.8,439.4,1269.1,353.5,355.8,149.5,360.7,1250.1,227.5,196.3,1295.4,1302.3,231.2,1249.0,1435.5,140.3,408.6,472.2,148.5,0.0,1246.3,1374.5,1732.8,151.2,377.4,1155.4,365.6,394.2,1447.7,1569.8,323.1,382.1,869.6,407.1,1398.0,1441.2,1468.4,423.9,340.7,431.9,426.2,417.0,359.3,1091.2,411.2,1364.9,92.9,381.8,407.6,192.4,908.3,411.8,1663.0,1547.7,467.5,1358.9,1259.0,531.8,250.6,763.5,1472.1,1301.9,394.2,1519.7,426.5,1358.0,1274.7,517.2,924.7,254.9,752.8,1414.6,1052.8,1539.8,410.6,1281.3,1298.0,534.1,525.2,404.5,1344.8,1412.9,241.6,521.9,1248.6,372.5,1330.7,406.8,1272.7,1249.0,76.4,538.4,483.0,1009.3,413.4,1172.9,359.4,459.7,1426.6,399.2,435.3,468.2,1263.3,1301.4,447.2,1334.3,411.3,1219.8,1295.0,498.1,395.4,1184.5,330.1,1489.4,2276.4,729.7,431.9,1335.5,734.1,422.1
IO,1452.8,100.0,559.9,137.5,555.0,986.0,242.6,1178.9,172.7,211.5,572.1,258.7,1028.3,253.5,1027.1,299.1,871.8,923.5,193.6,1045.9,1344.1,525.8,102.2,170.3,1396.3,1356.9,933.2,205.2,992.8,1132.8,85.7,1046.9,1049.2,1393.6,1044.1,96.5,1055.2,1110.1,199.0,249.5,1103.4,95.4,361.3,1384.4,965.6,1143.5,1392.6,1244.0,0.0,220.9,600.3,1395.3,934.4,98.2,1059.0,1087.6,476.8,432.7,1367.6,1075.5,704.1,1078.5,284.6,470.3,497.5,980.9,1034.1,1125.3,983.2,974.0,1052.7,552.5,968.2,269.6,1337.0,1075.2,1101.0,1436.5,1096.9,1105.2,545.8,462.2,1138.8,196.9,41.7,1225.2,1084.0,853.6,501.2,249.1,1087.6,548.8,1023.9,204.4,173.4,1083.6,873.0,1350.1,864.3,234.6,538.6,568.9,1082.0,66.5,213.7,938.8,1091.6,999.2,156.4,262.4,1336.8,1124.9,252.3,1065.9,177.1,1100.2,242.9,87.5,1169.4,1231.8,1176.4,513.5,1106.8,460.3,1052.8,1130.4,264.6,1004.9,1001.4,842.5,101.8,193.0,842.1,172.8,1038.7,58.3,211.4,1136.5,952.4,68.3,1023.5,327.4,2629.6,785.7,988.9,282.7,922.7,1029.5
IP,1557.0,247.4,602.6,302.9,603.6,1090.2,122.5,1283.1,338.1,376.9,620.7,424.1,1132.5,170.7,1131.3,273.2,976.0,1027.7,359.0,1150.1,1448.3,673.2,249.6,335.7,1500.5,1331.0,1080.6,370.6,1097.0,1237.0,199.9,1151.1,1153.4,1497.8,1148.3,149.7,1159.4,1214.3,364.4,124.1,1207.6,179.8,335.4,1488.6,1069.8,1247.7,1496.8,1348.2,239.5,0.0,643.0,1499.5,1038.6,245.6,1163.2,1191.8,624.2,593.4,1341.7,1179.7,678.2,1182.7,450.0,617.7,644.9,1085.1,1138.3,1229.5,1087.4,1078.2,1156.9,526.6,1072.4,435.0,1441.2,1179.4,1205.2,1540.7,1071.0,1209.4,594.4,583.0,1243.0,362.3,281.3,1329.4,1188.2,827.7,648.6,123.7,1191.8,696.2,1128.1,16.4,338.8,1187.8,847.1,1324.2,838.4,400.0,512.7,716.3,1186.2,212.1,187.8,1043.0,1195.8,1103.4,321.8,427.8,1310.9,1229.1,132.2,1170.1,57.0,1204.4,408.3,252.9,1273.6,1336.0,1280.6,487.6,1211.0,434.4,1157.0,1234.6,430.0,1109.1,1105.6,946.7,267.2,358.4,946.3,338.2,1142.9,223.7,91.3,1240.7,1056.6,215.7,1127.7,492.8,2777.0,759.8,1093.1,157.3,896.8,1133.7
