from_stop,AA,AC,AD,AE,AI,AM,AO,AP,AT,AY,BA,BB,BF,BM,BR,BY,CA,CB,CF,CK,CM,CN,CO,DI,DO,DP,DU,EA,EB,EG,EL,EM,EP,EV,EW,EX,FG,FH,FJ,FL,FN,FQ,FT,FV,FY,GE,GG,GJ,GO,GQ,GT,GW,GY,HC,HD,HH,HI,HK,HM,HQ,HV,HX,HY,IC,IG,IL,IO,IP,IS,JB,JC,JF,JG,JI,JM,JP,JR,JT,JV,JX,JY,KB,KD,KJ,KL,KM,KO,KP,KX,KZ,LF,LJ,LP,MB,MD,MN,MQ,NB,NP,NX,OD,OK,ON,OU,OW,OZ,PC,PD,PJ,PK,PN,PP,QC,QG,QL,QP,QS,QT,QU,QV,QX,QY,RA,RL,RP,SA,SC,SG,SK,SM,SO,SR,ST,SU,SY,TI,TU,TV,TW,UD,UE,UF,UH,UI,UJ,UN,UO,UQ,US,VI,VL,VP,VT,VU,VY,WA,WE,WH,WN,XD,XH,XS,YI,YO,YS,YV,YW,YY,YZ,ZD,ZE,ZK,ZN,ZS,ZU
LF,350.9,1047.3,372.1,489.3,650.3,856.9,965.3,819.4,479.2,261.7,496.5,781.1,454.4,398.9,814.4,342.7,900.2,721.4,946.5,426.3,691.2,371.6,427.4,511.4,456.5,941.9,753.6,535.2,848.4,444.6,1077.4,980.1,465.9,147.6,748.9,472.7,322.1,1175.4,883.5,1036.2,460.8,530.6,476.4,185.4,444.5,453.9,548.6,130.9,813.0,498.5,909.8,493.7,476.5,1047.9,377.1,519.0,1013.0,811.4,956.1,254.4,169.4,909.8,707.1,475.9,764.3,449.7,704.7,376.7,167.2,515.5,25.3,1062.0,440.7,757.2,392.5,882.2,1071.8,951.3,749.0,9.8,716.8,763.1,461.7,917.0,573.9,369.4,437.3,501.4,1220.5,481.4,0.0,456.6,506.3,368.3,991.4,280.9,1230.3,497.9,914.1,745.9,882.2,322.2,835.4,810.7,387.2,646.6,1053.6,347.4,965.9,716.8,258.4,958.4,439.2,1092.1,773.4,378.2,188.0,1047.2,1228.5,286.4,775.7,465.4,978.5,740.8,357.0,448.9,522.2,917.1,547.4,1014.5,107.2,1124.6,955.3,472.0,684.2,511.8,875.3,657.0,2022.8,492.5,1090.3,505.5,362.5,318.8,869.9,466.0,462.1,706.5,545.2,640.7,767.3,552.7,1174.9,634.0,791.8,425.4,472.7,449.4,389.7,987.4,453.9,842.4,987.1,477.5,486.0,651.8,406.9,761.6,185.4,484.2,543.3,936.1,802.1,436.1,352.7
LJ,438.8,1394.0,343.3,169.5,997.0,1203.6,1289.0,1166.1,159.4,525.4,796.9,1127.8,236.7,745.6,1161.1,263.9,1246.9,1045.1,1293.2,82.8,1037.9,343.8,190.8,274.8,243.9,1265.6,1100.3,456.4,1195.1,208.0,1424.1,1326.8,387.1,413.4,1095.6,236.1,243.3,1522.1,1230.2,1382.9,141.0,877.3,52.7,482.6,365.7,180.5,228.8,520.8,1159.7,713.1,1256.5,414.9,749.3,1394.6,723.8,692.0,1359.7,1158.1,1279.8,208.6,516.1,1233.5,1053.8,776.3,1111.0,78.5,1051.4,723.4,501.1,695.6,486.2,1408.7,787.4,1103.9,739.2,1228.9,1418.5,1298.0,1095.7,443.8,1063.5,1109.8,808.4,1263.7,439.6,183.7,24.0,272.2,1567.2,209.0,453.6,0.0,705.1,456.2,1338.1,181.4,1577.0,225.5,1260.8,1069.6,1228.9,206.7,1159.1,1134.4,733.9,993.3,1400.3,379.4,1312.6,1063.5,524.2,1305.1,360.4,1438.8,1097.1,257.2,534.7,1393.9,1575.2,207.6,1099.4,765.8,1325.2,1087.5,703.7,9.6,198.4,1240.8,310.8,1361.2,560.9,1471.3,1302.0,15.3,1030.9,858.5,1199.0,896.0,1954.1,235.2,1437.0,222.0,193.2,184.0,1193.6,61.0,142.3,1030.2,225.4,987.4,1091.0,899.4,1521.6,404.5,1138.5,346.6,152.9,224.0,185.6,1334.1,74.2,1166.1,1333.8,824.2,832.7,998.5,494.8,1085.3,482.6,830.9,890.0,1282.8,1148.8,199.5,384.7
LP,744.6,818.1,765.8,738.0,465.3,611.2,610.8,573.7,727.9,436.0,91.7,535.4,703.1,430.3,568.7,502.5,654.5,366.9,700.8,681.1,352.6,765.3,676.1,743.9,812.4,587.4,642.0,650.1,602.7,693.3,801.6,734.4,580.8,541.3,503.2,721.4,523.1,857.9,637.8,811.8,709.5,562.0,725.1,359.7,559.4,749.0,797.3,623.3,567.3,7.9,664.1,608.6,44.1,802.2,357.5,12.6,767.3,565.7,601.6,503.1,326.3,555.3,368.5,71.1,631.1,698.4,366.1,360.9,341.5,9.1,517.7,799.7,141.9,511.5,372.9,636.5,825.3,705.6,521.1,502.2,553.3,603.6,148.0,671.3,683.4,618.1,686.0,840.7,903.0,777.5,492.3,705.3,0.0,762.0,785.9,529.6,912.8,794.0,668.4,391.4,636.5,570.9,480.9,456.2,367.6,400.9,838.6,741.1,757.3,471.1,652.1,712.7,554.1,824.3,418.9,770.6,344.8,801.5,911.0,535.1,421.2,60.6,732.8,495.1,337.4,697.6,766.9,562.6,794.6,829.5,514.0,768.4,709.6,720.7,345.6,543.2,520.8,217.8,2434.4,803.7,844.6,790.5,611.2,567.5,515.4,720.4,710.8,352.0,793.9,455.7,412.8,255.6,857.4,748.9,546.1,540.3,721.4,792.5,638.4,741.7,702.6,487.9,819.8,508.9,199.1,300.1,800.6,407.1,359.7,220.5,204.7,690.4,556.4,684.8,746.4
MB,39.7,1371.2,181.1,337.9,974.2,1180.8,1289.2,1143.3,373.0,540.6,812.1,1105.0,531.4,722.8,1138.3,498.7,1224.1,1045.3,1270.4,446.0,1015.1,180.6,485.5,569.5,265.5,1265.8,1077.5,691.2,1172.3,502.7,1401.3,1304.0,621.9,196.6,1072.8,530.8,478.1,1499.3,1207.4,1360.1,368.9,854.5,431.3,497.8,600.5,262.9,405.8,391.0,1136.9,728.3,1233.7,643.0,764.5,1371.8,701.0,707.2,1336.9,1135.3,1280.0,410.4,493.3,1233.7,1031.0,791.5,1088.2,469.4,1028.6,700.6,516.3,710.8,356.4,1385.9,764.6,1081.1,716.4,1206.1,1395.7,1275.2,1072.9,314.0,1040.7,1087.0,785.6,1240.9,562.8,478.4,392.2,310.4,1544.4,290.4,323.8,411.5,720.3,0.0,1315.3,436.9,1554.2,306.9,1238.0,1069.8,1206.1,478.2,1159.3,1134.6,711.1,970.5,1377.5,156.4,1289.8,1040.7,204.6,1282.3,595.2,1416.0,1097.3,187.2,511.9,1371.1,1552.4,442.4,1099.6,781.0,1302.4,1064.7,680.9,403.8,331.2,1241.0,605.5,1338.4,431.1,1448.5,1279.2,426.9,1008.1,835.7,1199.2,911.2,1831.8,301.5,1414.2,314.5,487.9,474.8,1193.8,441.2,325.6,1030.4,346.3,964.6,1091.2,876.6,1498.8,663.1,1115.7,581.4,289.6,258.4,480.3,1311.3,429.1,1166.3,1311.0,801.4,809.9,975.7,58.7,1085.5,497.8,808.1,867.2,1260.0,1126.0,494.2,161.7
MD,1205.6,205.8,1118.0,1249.8,471.1,591.7,785.0,460.8,1322.2,899.6,676.2,422.5,1300.5,785.4,546.1,1113.1,616.7,871.5,681.3,1278.5,841.3,1117.5,1273.5,1357.5,1177.4,764.7,581.4,1263.8,583.2,1290.7,235.9,291.6,1194.5,1138.7,483.7,1318.8,1136.8,229.1,618.3,218.9,1306.9,917.1,1322.5,826.4,1173.1,1177.9,1320.8,1090.0,547.8,759.6,641.5,1222.3,780.3,348.3,712.6,780.1,313.4,546.2,725.7,1097.4,793.0,696.7,857.2,698.2,585.1,1295.8,851.7,716.0,808.2,776.6,984.4,220.5,858.8,470.1,728.0,617.0,230.3,334.6,479.7,968.9,537.6,583.9,611.8,419.2,1297.1,1215.5,1280.3,1225.4,274.2,1205.4,959.0,1302.7,764.3,1223.0,0.0,1123.9,284.0,1221.9,648.9,896.0,617.0,1168.3,866.9,803.9,722.7,530.0,212.1,1146.2,119.7,454.9,1249.5,235.2,1167.8,131.9,923.5,1097.8,811.5,211.7,282.2,1132.5,838.9,708.4,312.8,453.7,692.5,1295.0,1243.1,690.6,1393.5,169.9,980.7,289.3,460.6,1318.1,834.3,898.3,771.8,807.1,2255.7,1216.5,424.6,1229.5,1208.6,1164.9,736.0,1317.8,1240.6,856.6,1261.3,461.5,844.2,702.8,228.6,1362.6,433.2,1154.0,1204.6,1173.4,1235.8,722.2,1296.9,992.5,36.9,864.0,636.1,801.9,1261.6,908.6,826.4,634.3,693.4,441.4,536.9,1282.2,1151.5
MN,435.2,1212.5,382.1,208.3,815.5,1022.1,1107.5,984.6,198.2,343.9,615.4,946.3,173.4,564.1,979.6,82.4,1065.4,863.6,1111.7,145.3,856.4,382.6,146.4,230.4,282.7,1084.1,925.8,274.9,1013.6,163.6,1242.6,1145.3,205.6,231.9,914.1,191.7,61.8,1340.6,1048.7,1222.7,179.8,695.8,195.4,301.1,184.2,219.3,267.6,339.3,978.2,531.6,1075.0,233.4,567.8,1213.1,542.3,510.5,1178.2,976.6,1098.3,27.1,334.6,1052.0,872.3,594.8,929.5,168.7,869.9,545.7,319.6,514.1,304.7,1227.2,605.9,922.4,557.7,1047.4,1237.0,1116.5,914.2,262.3,882.0,928.3,626.9,1082.2,313.6,88.4,156.3,311.0,1385.7,247.8,272.1,175.6,523.6,452.6,1156.6,0.0,1395.5,264.3,1079.3,888.1,1047.4,41.2,977.6,952.9,552.4,811.8,1218.8,431.7,1131.1,882.0,342.7,1123.6,178.9,1257.3,915.6,296.1,353.2,1212.4,1393.7,26.1,917.9,584.3,1143.7,906.0,522.2,167.9,237.2,1059.3,266.4,1179.7,379.4,1289.8,1120.5,191.0,849.4,677.0,1017.5,714.5,1992.9,274.0,1255.5,260.8,81.5,37.8,1012.1,185.0,181.1,848.7,264.2,805.9,909.5,717.9,1340.1,360.1,957.0,165.1,191.7,262.8,108.7,1152.6,172.9,984.6,1152.3,642.7,651.2,817.0,491.2,903.8,301.1,649.4,708.5,1101.3,967.3,155.1,437.0
MQ,1465.9,293.8,1378.3,1542.1,535.0,547.9,708.2,417.0,1532.0,1109.4,803.2,378.7,1507.2,992.1,505.4,1322.9,536.8,813.3,637.5,1479.1,964.8,1377.8,1480.2,1564.2,1440.8,684.8,549.8,1470.5,539.4,1497.4,315.4,258.9,1401.2,1345.4,439.9,1525.5,1343.5,138.2,574.5,145.2,1513.6,1123.8,1529.2,1033.1,1379.8,1438.2,1581.1,1296.7,504.0,886.6,600.8,1429.0,907.3,407.4,919.3,907.1,372.5,502.4,645.8,1307.2,999.7,616.8,980.7,825.2,545.9,1502.5,978.3,918.9,1014.9,903.6,1191.1,279.0,957.6,426.3,934.7,573.2,250.0,254.7,435.9,1175.6,468.1,518.4,735.3,378.5,1503.8,1422.2,1490.1,1485.7,67.8,1465.7,1165.7,1509.4,894.4,1483.3,315.4,1333.7,0.0,1482.2,605.1,788.8,573.2,1375.0,781.6,724.0,929.4,486.2,270.9,1406.5,361.7,411.1,1456.2,182.8,1374.5,216.8,837.8,1362.5,1018.2,156.2,1.7,1339.2,759.0,835.4,338.0,409.9,899.2,1501.7,1506.5,610.7,1600.2,261.0,1187.4,228.3,416.8,1524.8,957.8,1105.0,691.9,930.6,2516.0,1476.8,449.8,1489.8,1415.3,1371.6,656.1,1518.8,1514.9,896.8,1521.6,544.6,767.4,826.3,137.7,1569.3,389.4,1360.7,1464.9,1433.7,1442.5,678.4,1506.7,906.8,338.4,1070.7,697.1,925.4,1521.9,870.6,1033.1,715.3,816.9,397.6,493.1,1488.9,1411.8
NB,290.8,1479.3,195.3,128.5,1082.3,1288.9,1374.3,1251.4,163.6,610.7,882.2,1213.1,322.0,830.9,1246.4,349.2,1332.2,1130.4,1378.5,236.6,1123.2,195.8,276.1,360.1,95.9,1350.9,1185.6,541.7,1280.4,293.3,1509.4,1412.1,472.4,347.5,1180.9,321.4,328.6,1545.0,1315.5,1498.6,159.5,962.6,221.9,567.9,451.0,53.5,196.4,541.9,1245.0,798.4,1341.8,500.2,834.6,1479.9,809.1,777.3,1445.0,1243.4,1365.1,293.9,601.4,1318.8,1139.1,861.6,1196.3,260.0,1136.7,808.7,586.4,780.9,507.3,1494.0,872.7,1189.2,824.5,1314.2,1503.8,1383.3,1181.0,464.9,1148.8,1195.1,893.7,1349.0,537.1,269.0,182.8,124.2,1590.1,15.1,474.7,202.1,790.4,308.2,1423.4,266.7,1599.9,0.0,1346.1,1154.9,1314.2,292.0,1244.4,1219.7,819.2,1078.6,1485.6,231.4,1397.9,1148.8,355.5,1390.4,445.7,1524.1,1182.4,109.2,620.0,1509.6,1598.1,292.9,1184.7,851.1,1410.5,1172.8,789.0,194.4,121.8,1326.1,396.1,1446.5,582.0,1556.6,1387.3,217.5,1116.2,943.8,1284.3,981.3,1806.1,92.1,1522.3,32.9,278.5,269.3,1278.9,231.8,116.2,1115.5,136.9,1072.7,1176.3,984.7,1544.5,489.8,1223.8,431.9,80.2,76.0,270.9,1419.4,219.7,1251.4,1419.1,909.5,918.0,1083.8,346.8,1170.6,567.9,916.2,975.3,1368.1,1234.1,284.8,236.7
NP,1295.6,528.9,1316.8,1289.0,331.0,91.0,294.9,284.5,1278.9,856.3,557.3,246.2,1254.1,739.0,148.7,1069.8,148.3,400.0,180.6,1226.0,582.8,1316.3,1227.1,1311.1,1363.4,271.5,345.8,1217.4,96.5,1244.3,512.4,445.2,1148.1,1092.3,153.1,1272.4,1090.4,568.7,147.6,501.3,1260.5,870.7,1276.1,780.0,1126.7,1300.0,1348.3,1043.6,218.2,640.7,157.9,1175.9,661.4,513.0,666.2,661.2,478.1,206.8,232.5,1054.1,746.6,203.5,598.7,579.3,341.9,1249.4,596.3,665.8,761.8,657.7,938.0,510.5,711.7,222.3,681.6,158.5,536.1,421.6,231.9,922.5,264.1,314.4,489.4,382.1,1250.7,1169.1,1237.0,1391.7,613.8,1328.5,912.6,1256.3,648.5,1313.0,493.6,1080.6,623.6,1345.0,0.0,375.5,158.5,1121.9,368.3,310.7,676.3,240.3,549.4,1292.1,468.1,181.9,1203.1,423.5,1121.4,535.1,424.5,1322.9,765.1,512.3,621.8,1086.1,345.7,589.5,443.6,205.9,646.1,1248.6,1317.9,197.4,1347.1,666.7,934.3,485.4,420.4,1271.7,575.8,851.9,278.6,525.4,2749.4,1354.7,555.4,1341.5,1162.2,1118.5,242.8,1265.7,1261.8,483.5,1344.9,340.6,354.1,580.4,568.2,1316.2,256.9,1107.6,1272.4,1343.5,1189.4,221.5,1253.6,493.5,530.6,817.6,451.2,679.5,1351.6,457.3,780.0,469.4,571.0,401.2,99.9,1235.8,1297.4
NX,1073.7,737.6,1094.9,1067.1,553.4,267.5,219.3,506.9,1057.0,685.7,305.6,468.6,1032.2,568.4,371.1,831.6,370.7,24.4,317.4,1004.1,207.2,1094.4,1005.2,1073.0,1141.5,195.9,568.2,979.2,318.9,1022.4,721.1,653.9,909.9,870.4,375.5,1050.5,852.2,741.3,370.0,673.9,1038.6,700.1,1054.2,609.4,888.5,1078.1,1126.4,873.0,440.6,384.0,380.3,937.7,420.2,721.7,495.6,362.9,686.8,429.2,210.1,832.2,576.0,163.8,223.1,327.6,564.3,1027.5,220.7,495.2,591.2,366.5,767.4,719.2,460.0,444.7,511.0,380.9,744.8,517.6,454.3,751.9,486.5,536.8,286.1,604.5,1012.5,947.2,1015.1,1169.8,786.4,1106.6,742.0,1034.4,376.0,1091.1,702.3,858.7,796.2,1123.1,350.6,0.0,380.9,900.0,89.4,64.7,505.7,462.7,758.1,1070.2,676.8,404.3,981.2,596.1,883.2,743.8,48.9,1101.0,594.5,684.9,794.4,864.2,29.7,337.8,652.3,428.3,475.5,1026.7,1096.0,171.1,1123.7,808.7,763.7,658.0,642.8,1049.8,200.2,681.3,129.3,149.8,2726.5,1132.8,764.1,1119.6,940.3,896.6,123.9,1043.8,1039.9,107.9,1123.0,563.0,21.3,290.1,740.8,1078.0,479.3,869.4,1050.5,1121.6,967.5,358.3,1031.7,117.9,739.3,647.0,355.2,389.2,1129.7,81.7,609.4,361.3,197.5,623.6,322.3,1013.9,1075.5
OD,1274.9,508.2,1296.1,1268.3,310.3,133.9,337.8,263.8,1258.2,835.6,536.6,225.5,1233.4,718.3,122.4,1049.1,177.2,442.9,223.5,1205.3,625.7,1295.6,1206.4,1290.4,1342.7,314.4,325.1,1196.7,125.4,1223.6,491.7,424.5,1127.4,1071.6,132.4,1251.7,1069.7,548.0,160.5,480.6,1239.8,850.0,1255.4,759.3,1106.0,1279.3,1327.6,1022.9,197.5,620.0,186.8,1155.2,640.7,492.3,645.5,640.5,457.4,186.1,275.4,1033.4,725.9,246.4,641.6,558.6,321.2,1228.7,639.2,645.1,741.1,637.0,917.3,489.8,691.0,201.6,660.9,0.0,515.4,450.5,211.2,901.8,243.4,293.7,468.7,361.4,1230.0,1148.4,1216.3,1371.0,593.1,1307.8,891.9,1235.6,627.8,1292.3,472.9,1059.9,602.9,1324.3,191.1,418.4,0.0,1101.2,411.2,353.6,655.6,219.6,528.7,1271.4,447.4,161.2,1182.4,402.8,1100.7,514.4,467.4,1302.2,744.4,491.6,601.1,1065.4,388.6,568.8,422.9,185.2,625.4,1227.9,1297.2,240.3,1326.4,646.0,913.6,464.7,399.7,1251.0,618.7,831.2,321.5,568.3,2728.7,1334.0,534.7,1320.8,1141.5,1097.8,285.7,1245.0,1241.1,526.4,1324.2,319.9,397.0,559.7,547.5,1295.5,236.2,1086.9,1251.7,1322.8,1168.7,264.4,1232.9,536.4,509.9,796.9,430.5,658.8,1330.9,500.2,759.3,448.7,550.3,380.5,80.6,1215.1,1276.7
OK,495.0,1265.9,399.5,225.7,868.9,1075.5,1160.9,1038.0,215.6,397.3,668.8,999.7,190.8,617.5,1033.0,135.8,1118.8,917.0,1165.1,162.7,909.8,400.0,163.8,247.8,300.1,1137.5,972.2,328.3,1067.0,181.0,1296.0,1198.7,259.0,285.3,967.5,209.1,115.2,1394.0,1102.1,1254.8,197.2,749.2,212.8,354.5,237.6,236.7,285.0,392.7,1031.6,585.0,1128.4,286.8,621.2,1266.5,595.7,563.9,1231.6,1030.0,1151.7,80.5,388.0,1105.4,925.7,648.2,982.9,186.1,923.3,595.3,373.0,567.5,358.1,1280.6,659.3,975.8,611.1,1100.8,1290.4,1169.9,967.6,315.7,935.4,981.7,680.3,1135.6,367.0,105.8,173.7,328.4,1439.1,265.2,325.5,193.0,577.0,512.4,1210.0,53.3,1448.9,281.7,1132.7,941.5,1100.8,0.0,1031.0,1006.3,605.8,865.2,1272.2,435.6,1184.5,935.4,396.1,1177.0,232.3,1310.7,969.0,313.4,406.6,1265.8,1447.1,79.5,971.3,637.7,1197.1,959.4,575.6,185.3,254.6,1112.7,283.8,1233.1,432.8,1343.2,1173.9,208.4,902.8,730.4,1070.9,767.9,2010.3,291.4,1308.9,278.2,98.9,55.2,1065.5,202.4,198.5,902.1,281.6,859.3,962.9,771.3,1393.5,377.5,1010.4,218.5,209.1,280.2,126.1,1206.0,190.3,1038.0,1205.7,696.1,704.6,870.4,551.0,957.2,354.5,702.8,761.9,1154.7,1020.7,172.5,440.9
ON,1173.2,720.4,1194.4,1172.1,536.2,250.3,202.1,489.7,1162.0,785.2,405.1,451.4,1131.7,667.9,353.9,936.6,353.5,123.9,300.2,1109.7,306.7,1193.9,1104.7,1172.5,1241.0,178.7,558.0,1078.7,301.7,1121.9,703.9,636.7,1009.4,969.9,358.3,1150.0,951.7,724.1,352.8,683.5,1138.1,799.6,1153.7,708.9,988.0,1177.6,1225.9,972.5,423.4,483.5,368.6,1037.2,519.7,704.5,595.1,462.4,669.6,412.0,192.9,937.2,675.5,146.6,322.6,427.1,552.6,1127.0,320.2,598.5,690.7,466.0,866.9,702.0,559.5,427.5,610.5,369.2,727.6,500.4,437.1,851.4,474.8,519.6,385.6,592.8,1112.0,1046.7,1120.1,1269.3,769.2,1206.1,841.5,1133.9,481.0,1190.6,688.2,963.7,779.0,1222.6,333.4,99.4,363.7,999.5,0.0,47.5,605.2,445.5,740.9,1169.7,659.6,387.1,1080.7,584.4,982.7,726.6,148.4,1204.7,694.0,667.7,777.2,963.7,69.6,437.3,635.1,411.1,575.0,1126.2,1201.0,153.9,1223.2,797.0,863.2,634.6,625.6,1149.3,299.7,780.8,112.1,249.3,2826.0,1232.3,746.9,1219.1,1045.3,996.1,106.7,1149.0,1139.4,207.4,1222.5,545.8,83.5,389.6,723.6,1177.5,462.1,968.9,1150.0,1221.1,1067.0,341.1,1136.7,217.4,722.1,746.5,454.7,488.7,1229.2,186.7,708.9,460.8,297.0,611.9,305.1,1113.4,1175.0
OU,1138.5,672.8,1159.7,1131.9,488.6,202.7,154.5,442.1,1121.8,750.5,370.4,403.8,1097.0,633.2,306.3,896.4,305.9,89.2,252.6,1068.9,272.0,1159.2,1070.0,1137.8,1206.3,131.1,503.4,1044.0,254.1,1087.2,656.3,589.1,974.7,935.2,310.7,1115.3,917.0,676.5,305.2,609.1,1103.4,764.9,1119.0,674.2,953.3,1142.9,1191.2,937.8,375.8,448.8,315.5,1002.5,485.0,656.9,560.4,427.7,622.0,364.4,145.3,897.0,640.8,99.0,287.9,392.4,499.5,1092.3,285.5,560.0,656.0,431.3,832.2,654.4,524.8,379.9,575.8,316.1,680.0,452.8,389.5,816.7,421.7,472.0,350.9,539.7,1077.3,1012.0,1079.9,1234.6,721.6,1171.4,806.8,1099.2,440.8,1155.9,637.5,923.5,731.4,1187.9,285.8,64.7,316.1,964.8,57.5,0.0,570.5,397.9,693.3,1135.0,612.0,339.5,1046.0,531.3,948.0,679.0,113.7,1165.8,659.3,620.1,729.6,929.0,34.9,402.6,587.5,363.5,540.3,1091.5,1160.8,106.3,1188.5,743.9,828.5,593.2,578.0,1114.6,265.0,746.1,64.5,214.6,2791.3,1197.6,699.3,1184.4,1005.1,961.4,59.1,1108.6,1104.7,172.7,1187.8,498.2,43.3,354.9,676.0,1142.8,414.5,934.2,1115.3,1186.4,1032.3,293.5,1096.5,182.7,674.5,711.8,420.0,454.0,1194.5,146.5,674.2,426.1,262.3,558.8,257.5,1078.7,1140.3
OW,754.0,814.8,775.2,747.4,417.8,624.4,732.8,586.9,737.3,314.7,326.6,548.6,712.5,197.4,581.9,528.2,667.7,488.9,714.0,684.4,458.7,774.7,685.5,769.5,821.8,709.4,521.1,675.8,615.9,702.7,844.9,747.6,606.5,550.7,516.4,730.8,548.8,942.9,651.0,803.7,718.9,329.1,734.5,238.4,585.1,758.4,806.7,502.0,580.5,328.6,677.3,634.3,306.6,815.4,48.5,349.1,780.5,578.9,723.6,512.5,205.0,677.3,474.6,306.0,531.8,707.8,472.2,73.9,220.2,345.6,396.4,829.5,270.8,524.7,43.9,649.7,839.3,718.8,516.5,380.9,484.3,530.6,229.2,684.5,709.1,627.5,695.4,850.1,988.0,786.9,371.0,714.7,336.4,771.4,758.9,539.0,997.8,803.4,681.6,513.4,649.7,580.3,602.9,578.2,0.0,414.1,821.1,750.5,733.4,484.3,661.5,725.9,579.8,859.6,540.9,781.3,223.5,814.7,996.0,544.5,543.2,295.5,746.0,508.3,25.1,707.0,776.3,684.6,805.5,782.0,392.7,892.1,722.8,730.1,451.7,310.3,642.8,424.5,2460.1,813.1,857.8,799.9,620.6,576.9,637.4,724.1,720.2,474.0,803.3,408.2,534.8,320.2,942.4,774.6,559.3,566.0,730.8,801.9,647.8,754.9,712.0,609.9,754.6,276.0,253.5,419.3,810.0,529.1,238.4,251.7,310.8,703.6,569.6,694.2,755.8
OZ,1054.2,416.1,1075.4,1047.6,218.2,209.2,413.1,171.7,1037.5,614.9,315.9,133.4,1012.7,497.6,166.7,828.4,252.5,507.7,298.8,984.6,477.5,1074.9,985.7,1069.7,1122.0,389.7,233.0,976.0,200.7,1002.9,399.6,332.4,906.7,850.9,101.2,1031.0,849.0,455.9,235.8,388.5,1019.1,629.3,1034.7,538.6,885.3,1058.6,1106.9,802.2,165.3,399.3,262.1,934.5,420.0,400.2,424.8,419.8,365.3,163.7,350.7,812.7,505.2,321.7,493.4,337.9,229.1,1008.0,491.0,424.4,520.4,416.3,696.6,397.7,470.3,109.5,440.2,234.5,423.3,303.6,119.1,681.1,151.3,201.6,248.0,269.3,1009.3,927.7,995.6,1150.3,501.0,1087.1,671.2,1014.9,407.1,1071.6,380.8,839.2,510.8,1103.6,266.4,493.7,234.5,880.5,486.5,428.9,434.9,0.0,436.6,1050.7,355.3,69.1,961.7,310.7,880.0,422.3,542.7,1081.5,523.7,399.5,509.0,844.7,463.9,348.1,330.8,93.1,404.7,1007.2,1076.5,315.6,1105.7,553.9,692.9,372.6,307.6,1030.3,470.5,610.5,396.8,443.3,2636.6,1113.3,442.6,1100.1,920.8,877.1,361.0,1024.3,1020.4,492.8,1103.5,227.8,472.3,339.0,455.4,1074.8,144.1,866.2,1031.0,1102.1,948.0,339.7,1012.2,611.7,417.8,576.2,209.8,438.1,1110.2,547.9,538.6,228.0,329.6,288.4,154.4,994.4,1056.0
PC,1328.8,57.8,1241.2,1389.9,430.8,443.7,640.1,312.8,1379.8,957.2,699.0,274.5,1355.0,839.9,401.2,1170.7,468.7,745.2,533.3,1326.9,860.6,1240.7,1328.0,1412.0,1303.7,616.7,445.6,1318.3,435.2,1345.2,87.9,113.2,1249.0,1193.2,335.7,1373.3,1191.3,224.5,470.3,174.3,1361.4,971.6,1377.0,880.9,1227.6,1301.1,1444.0,1144.5,399.8,782.4,496.6,1276.8,803.1,200.3,767.1,802.9,165.4,398.2,577.7,1155.0,847.5,548.7,876.5,721.0,441.7,1350.3,874.1,766.7,862.7,799.4,1038.9,54.1,853.4,322.1,782.5,469.0,18.1,186.6,331.7,1023.4,363.9,414.2,631.1,274.3,1351.6,1270.0,1337.9,1348.6,269.6,1328.6,1013.5,1357.2,790.2,1346.2,121.8,1181.5,279.4,1345.1,500.9,720.7,469.0,1222.8,713.5,655.9,777.2,382.0,0.0,1269.4,96.3,306.9,1304.0,193.7,1222.3,38.4,769.7,1225.4,866.0,185.3,277.6,1187.0,690.9,731.2,164.8,305.7,747.0,1349.5,1369.4,542.6,1448.0,118.8,1035.2,104.7,312.6,1372.6,853.6,952.8,623.8,826.4,2378.9,1339.7,276.6,1352.7,1263.1,1219.4,588.0,1366.6,1362.7,828.7,1384.5,440.4,699.3,722.1,224.0,1417.1,285.2,1208.5,1327.8,1296.6,1290.3,574.2,1354.5,838.7,196.2,918.5,592.9,821.2,1384.8,802.5,880.9,611.1,712.7,293.4,388.9,1336.7,1274.7
