from_stop,AC,AG,AJ,AT,AV,AW,AY,AZ,BB,BM,BN,BX,BZ,CC,CD,CG,CI,CK,CL,CQ,CS,CY,DB,DM,DN,DT,DZ,ED,EG,EN,EO,EP,ER,ES,FF,FO,FQ,FU,FX,FY,FZ,GC,GD,GE,GF,GI,GJ,GL,GM,GO,HH,HI,HQ,HW,IA,IB,II,IJ,IM,IU,JF,JH,JM,JN,JP,JR,JS,JT,JU,JZ,KE,KH,KJ,KN,KO,KQ,KS,KT,KW,KY,LD,LJ,LL,LX,LZ,MH,MM,MN,MV,NO,NT,NW,NX,NY,OA,OB,OD,OG,OI,OO,OY,PC,PD,PE,PI,PK,PO,PR,PT,PY,QC,QD,QE,QF,QG,QL,QP,QZ,RB,RC,RF,RG,RN,RR,RV,SH,SI,SM,SR,SZ,TA,TE,TM,TU,TY,UB,UE,UL,UN,UP,UR,UV,VB,VF,VH,VL,VM,VN,VT,VU,VW,VX,VY,WF,WH,WS,WT,WW,WY,XE,XM,XQ,XT,XY,YE,YN,YS,YV,YX,YY,YZ,ZB,ZE,ZH,ZK,ZQ,ZU,ZW,ZX
NY,358.1,592.7,543.2,495.6,590.2,706.7,407.2,317.8,689.1,396.2,579.8,445.5,716.1,490.5,488.0,434.1,716.7,500.2,705.9,710.9,465.3,579.0,347.2,76.3,535.8,634.1,612.2,23.3,737.8,186.3,391.7,104.6,333.2,731.9,483.9,675.5,768.3,555.9,711.1,650.7,384.2,401.9,493.5,377.8,163.9,732.1,620.6,697.6,526.2,736.7,670.7,315.3,371.7,570.8,424.7,268.3,548.7,707.8,756.9,727.0,501.3,159.2,397.1,766.7,513.7,579.4,760.5,327.6,774.2,81.4,759.0,460.4,437.9,697.8,680.5,187.3,423.3,625.8,336.7,704.5,565.6,590.3,697.7,628.4,289.6,92.6,589.0,468.3,370.2,615.6,619.9,597.2,217.6,0.0,453.5,493.9,629.3,468.8,638.4,563.7,501.9,580.9,554.2,996.7,746.5,659.1,428.0,616.9,488.4,711.2,557.7,616.1,725.7,573.1,546.5,558.8,698.6,705.7,347.5,799.3,458.1,509.3,331.9,750.4,132.5,575.5,287.6,426.6,678.0,373.4,373.9,703.7,697.0,423.5,664.6,652.6,450.0,556.2,640.7,202.5,700.0,307.2,466.3,605.1,310.0,345.3,452.3,729.8,751.5,319.2,685.6,368.4,777.3,260.7,618.3,365.1,518.5,745.5,473.3,582.1,388.9,646.3,206.3,592.0,532.1,768.9,256.6,91.7,729.3,498.5,720.2,604.7,607.5,405.1,640.7,63.5,535.2,593.4,265.8
OA,78.9,982.0,221.2,884.9,979.5,1096.0,266.7,458.2,1075.5,785.5,969.1,189.4,1105.4,88.7,393.6,57.8,1106.0,889.5,1094.0,1098.3,209.2,159.2,736.5,465.6,925.1,1023.4,192.4,429.8,1127.1,575.6,499.1,493.9,722.5,1120.1,343.4,1064.8,1157.6,945.2,1100.4,1040.0,418.0,791.2,882.8,205.5,343.6,1121.4,1009.9,1086.9,124.4,1126.0,1060.0,704.6,108.2,960.1,424.8,233.1,292.6,1097.1,1146.2,1116.3,81.5,548.5,786.4,1156.0,903.0,968.7,1149.8,477.0,1163.5,372.0,1148.3,354.6,9.1,1087.1,1069.8,327.7,159.8,294.9,390.9,1093.8,243.6,979.6,1087.0,1017.7,505.0,481.9,963.7,542.9,449.4,293.6,1009.2,986.5,552.2,427.2,0.0,883.2,406.1,466.8,415.2,241.7,111.7,357.7,985.3,1211.8,1135.8,1048.4,383.1,1006.2,127.4,1104.8,137.9,392.9,1115.0,558.8,224.5,948.1,1084.8,1095.0,238.2,1188.6,423.5,161.0,275.9,1139.7,521.8,665.0,189.7,815.9,454.8,638.1,453.1,1093.7,1086.3,530.9,1052.8,330.6,431.6,136.4,318.7,255.9,1089.3,447.6,448.4,283.1,496.2,174.0,119.9,1119.1,1140.8,708.5,1079.2,447.6,1166.6,214.1,1007.6,101.6,440.6,1134.8,462.2,260.1,778.2,1035.6,563.5,368.8,561.7,1158.2,300.4,481.0,1118.6,242.4,1109.5,282.7,285.5,484.3,1030.0,452.8,128.4,271.4,510.7
OB,794.1,306.6,1048.3,209.5,286.1,420.6,912.3,566.7,403.0,110.1,293.7,950.6,430.0,926.5,993.1,870.1,430.6,214.1,419.8,424.8,970.4,1015.0,158.5,440.8,249.7,348.0,1048.2,528.4,451.7,469.9,720.4,412.5,172.5,445.8,989.0,389.4,482.2,269.8,425.0,364.6,889.3,158.8,189.4,813.8,599.9,446.0,334.5,411.5,962.2,450.6,384.6,306.4,807.7,284.7,929.8,704.3,1053.8,421.7,470.8,440.9,937.3,494.6,193.8,480.6,209.6,275.3,474.4,713.3,488.1,586.5,472.9,965.5,873.9,411.7,394.4,665.9,859.3,1130.9,841.8,418.4,1070.7,304.2,411.6,342.3,465.3,463.8,288.0,797.0,678.1,1120.7,333.8,311.1,393.3,505.0,889.5,0.0,1010.6,973.9,1019.7,1068.8,949.5,946.1,250.1,1273.0,460.4,373.0,933.1,330.8,965.2,425.1,993.7,997.4,439.6,901.8,1051.6,549.9,412.5,419.6,783.5,513.2,963.2,945.3,837.0,464.3,458.4,904.2,723.6,140.5,1059.3,549.1,621.0,417.6,410.9,752.2,378.5,1157.7,955.1,992.2,1145.8,638.5,413.9,518.5,971.4,1110.2,568.3,781.3,888.3,443.7,465.4,310.3,399.5,694.3,491.2,696.7,332.2,801.1,1023.6,459.4,978.4,1087.2,268.1,360.2,382.0,935.0,860.8,482.8,692.6,425.4,443.2,1003.6,434.1,1109.8,1112.6,731.0,354.6,453.6,973.8,1098.5,441.5
OD,402.8,1088.0,305.3,990.9,1085.5,1175.3,305.2,512.1,1184.4,891.5,1075.1,201.2,1211.4,285.2,139.2,326.7,1212.0,995.5,1174.5,1206.2,182.1,365.7,842.5,646.5,1064.6,1102.7,413.9,572.7,1233.1,769.5,299.5,674.8,828.5,1182.5,285.0,1170.8,1263.6,1051.2,1206.4,1119.3,251.0,897.2,988.8,529.4,577.6,1227.4,1115.9,1166.2,326.1,1232.0,1166.0,810.6,432.1,1066.1,205.4,557.0,160.2,1203.1,1252.2,1222.3,303.0,729.4,892.4,1262.0,997.9,1074.7,1255.8,504.3,1269.5,514.9,1254.3,273.5,365.5,1166.4,1175.8,488.6,483.7,387.9,358.3,1199.8,327.7,1085.6,1193.0,1097.0,558.9,662.8,1026.1,257.6,341.3,377.7,1088.5,1092.5,606.1,570.1,381.1,989.2,0.0,216.3,53.3,325.8,264.0,72.4,1047.7,926.5,1241.8,1154.4,241.1,1112.2,250.5,1167.2,359.4,11.1,1221.0,273.5,308.6,1054.1,1193.9,1201.0,562.1,1294.6,169.1,364.5,314.4,1245.7,702.7,379.7,513.6,921.9,92.9,692.0,397.6,1199.0,1192.3,265.9,1115.2,414.7,177.2,342.9,402.8,514.3,1195.3,501.5,234.8,367.2,450.8,497.9,323.4,1225.1,1246.8,814.5,1141.6,410.1,1272.6,538.0,1113.6,425.5,186.2,1240.8,220.8,344.2,884.2,1141.6,617.4,83.5,276.4,1264.2,568.4,661.9,1224.6,211.9,1215.5,366.8,369.6,446.8,1136.0,633.7,297.3,355.5,564.6
OG,479.4,1012.2,381.9,915.1,1009.7,1099.5,202.5,436.3,1108.6,815.7,999.3,277.8,1135.6,361.8,67.0,403.3,1136.2,919.7,1098.7,1130.4,258.7,442.3,766.7,498.0,988.8,1026.9,490.5,424.2,1157.3,608.0,183.6,526.3,752.7,1106.7,131.9,1095.0,1187.8,975.4,1130.6,1043.5,102.5,821.4,913.0,541.1,429.1,1151.6,1040.1,1090.4,402.7,1156.2,1090.2,734.8,508.7,990.3,56.9,431.6,236.8,1127.3,1176.4,1146.5,379.6,580.9,816.6,1186.2,922.1,998.9,1180.0,355.8,1193.7,366.4,1178.5,120.4,442.1,1090.6,1100.0,340.1,560.3,464.5,209.8,1124.0,404.3,1009.8,1117.2,1021.2,483.1,514.3,950.3,260.2,328.2,454.3,1012.7,1016.7,530.3,421.6,457.7,913.4,208.3,0.0,217.4,402.4,340.6,159.9,971.9,1014.0,1166.0,1078.6,88.0,1036.4,327.1,1091.4,436.0,195.1,1145.2,361.0,385.2,978.3,1118.1,1125.2,510.8,1218.8,37.1,441.1,283.1,1169.9,554.2,367.4,450.9,846.1,257.0,616.2,331.9,1123.2,1116.5,215.4,1039.4,491.3,29.0,419.5,479.4,365.8,1119.5,425.7,18.4,443.8,375.0,508.6,400.0,1149.3,1171.0,738.7,1065.8,326.4,1196.8,424.0,1037.8,502.1,97.5,1165.0,4.4,420.8,808.4,1065.8,541.6,171.0,363.9,1188.4,419.9,513.4,1148.8,288.5,1139.7,443.4,446.2,363.1,1060.2,485.2,373.9,432.1,488.8
OI,395.2,1080.4,297.7,983.3,1077.9,1167.7,297.6,504.5,1176.8,883.9,1067.5,193.6,1203.8,277.6,131.6,319.1,1204.4,987.9,1166.9,1198.6,174.5,358.1,834.9,638.9,1057.0,1095.1,406.3,565.1,1225.5,761.9,291.9,667.2,820.9,1174.9,277.4,1163.2,1256.0,1043.6,1198.8,1111.7,243.4,889.6,981.2,521.8,570.0,1219.8,1108.3,1158.6,318.5,1224.4,1158.4,803.0,424.5,1058.5,197.8,549.4,152.6,1195.5,1244.6,1214.7,295.4,721.8,884.8,1254.4,990.3,1067.1,1248.2,496.7,1261.9,507.3,1246.7,265.9,357.9,1158.8,1168.2,481.0,476.1,380.3,350.7,1192.2,320.1,1078.0,1185.4,1089.4,551.3,655.2,1018.5,250.0,333.7,370.1,1080.9,1084.9,598.5,562.5,373.5,981.6,56.6,208.7,0.0,318.2,256.4,64.8,1040.1,918.9,1234.2,1146.8,233.5,1104.6,242.9,1159.6,351.8,43.4,1213.4,265.9,301.0,1046.5,1186.3,1193.4,554.5,1287.0,161.5,356.9,306.8,1238.1,695.1,372.1,506.0,914.3,39.6,684.4,390.0,1191.4,1184.7,258.3,1107.6,407.1,169.6,335.3,395.2,506.7,1187.7,493.9,227.2,359.6,443.2,490.3,315.8,1217.5,1239.2,806.9,1134.0,402.5,1265.0,530.4,1106.0,417.9,178.6,1233.2,213.2,336.6,876.6,1134.0,609.8,75.9,268.8,1256.6,560.8,654.3,1217.0,204.3,1207.9,359.2,362.0,439.2,1128.4,626.1,289.7,347.9,557.0
OO,247.6,1082.3,84.3,985.2,1079.8,1169.6,215.6,506.4,1178.7,885.8,1069.4,138.3,1205.7,130.0,342.5,171.5,1206.3,989.8,1168.8,1200.5,158.1,210.5,836.8,568.1,1058.9,1097.0,258.7,494.3,1227.4,678.1,448.0,596.4,822.8,1176.8,292.3,1165.1,1257.9,1045.5,1200.7,1113.6,366.9,891.5,983.1,374.2,499.2,1221.7,1110.2,1160.5,170.9,1226.3,1160.3,804.9,276.9,1060.4,373.7,401.8,241.5,1197.4,1246.5,1216.6,147.8,651.0,886.7,1256.3,992.2,1069.0,1250.1,425.9,1263.8,436.5,1248.6,303.5,210.3,1160.7,1170.1,410.2,328.5,62.0,339.8,1194.1,88.5,1079.9,1187.3,1091.3,553.2,584.4,1020.4,491.8,398.3,83.5,1082.8,1086.8,600.4,491.7,225.9,983.5,355.0,415.7,364.1,0.0,108.8,306.6,1042.0,1160.7,1236.1,1148.7,332.0,1106.5,95.3,1161.5,204.2,341.8,1215.3,507.7,69.4,1048.4,1188.2,1195.3,406.9,1288.9,372.4,209.3,224.8,1240.0,624.3,613.9,358.4,916.2,403.7,686.3,402.0,1193.3,1186.6,479.8,1109.5,88.8,380.5,187.7,76.9,424.6,1189.6,495.8,397.3,41.3,445.1,342.7,168.2,1219.4,1241.1,808.8,1135.9,396.5,1266.9,382.8,1107.9,270.3,389.5,1235.1,411.1,18.3,878.5,1135.9,611.7,317.7,510.6,1258.5,469.1,583.5,1218.9,191.3,1209.8,40.9,43.7,433.2,1130.3,555.3,142.1,64.0,558.9
OY,138.7,1021.6,109.4,924.5,1019.1,1108.9,154.9,445.7,1118.0,825.1,1008.7,77.6,1145.0,21.1,281.8,62.6,1145.6,929.1,1108.1,1139.8,97.4,101.6,776.1,507.4,998.2,1036.3,149.8,433.6,1166.7,617.4,387.3,535.7,762.1,1116.1,231.6,1104.4,1197.2,984.8,1140.0,1052.9,306.2,830.8,922.4,265.3,403.4,1161.0,1049.5,1099.8,62.0,1165.6,1099.6,744.2,168.0,999.7,313.0,292.9,180.8,1136.7,1185.8,1155.9,38.9,590.3,826.0,1195.6,931.5,1008.3,1189.4,365.2,1203.1,375.8,1187.9,242.8,101.4,1100.0,1109.4,349.5,219.6,192.0,279.1,1133.4,131.8,1019.2,1126.6,1030.6,492.5,523.7,959.7,431.1,337.6,181.8,1022.1,1026.1,539.7,431.0,117.0,922.8,294.3,355.0,303.4,129.9,0.0,245.9,981.3,1100.0,1175.4,1088.0,271.3,1045.8,15.6,1100.8,95.3,281.1,1154.6,447.0,112.7,987.7,1127.5,1134.6,298.0,1228.2,311.7,100.4,164.1,1179.3,563.6,553.2,249.5,855.5,343.0,625.6,341.3,1132.6,1125.9,419.1,1048.8,218.8,319.8,78.8,206.9,315.7,1128.9,435.1,336.6,171.3,384.4,233.8,59.3,1158.7,1180.4,748.1,1075.2,335.8,1206.2,273.9,1047.2,161.4,328.8,1174.4,350.4,148.3,817.8,1075.2,551.0,257.0,449.9,1197.8,360.2,522.8,1158.2,130.6,1149.1,170.9,173.7,372.5,1069.6,494.6,33.2,159.6,498.2
PC,366.4,1015.5,268.9,918.4,1013.0,1102.8,268.8,439.6,1111.9,819.0,1002.6,164.8,1138.9,248.8,102.8,290.3,1139.5,923.0,1102.0,1133.7,145.7,329.3,770.0,610.1,992.1,1030.2,377.5,536.3,1160.6,697.0,227.0,639.6,756.0,1110.0,248.6,1098.3,1191.1,978.7,1133.9,1046.8,214.6,824.7,916.3,493.0,541.2,1154.9,1043.4,1093.7,289.7,1159.5,1093.5,738.1,395.7,993.6,169.0,520.6,123.8,1130.6,1179.7,1149.8,266.6,721.7,819.9,1189.5,925.4,1002.2,1183.3,467.9,1197.0,478.5,1181.8,237.1,329.1,1093.9,1103.3,466.5,447.3,351.5,321.9,1127.3,291.3,1013.1,1120.5,1024.5,486.4,626.4,953.6,185.1,268.8,341.3,1016.0,1020.0,533.6,533.7,344.7,916.7,64.4,179.9,73.5,289.4,227.6,0.0,975.2,854.0,1169.3,1081.9,204.7,1039.7,214.1,1094.7,323.0,51.2,1148.5,201.0,272.2,981.6,1121.4,1128.5,525.7,1222.1,132.7,328.1,278.0,1173.2,685.5,307.2,477.2,849.4,113.1,619.5,325.1,1126.5,1119.8,193.4,1042.7,378.3,140.8,306.5,366.4,477.9,1122.8,429.0,198.4,330.8,378.3,461.5,287.0,1152.6,1174.3,742.0,1069.1,337.6,1200.1,501.6,1041.1,389.1,149.8,1168.3,184.4,307.8,811.7,1069.1,544.9,11.0,203.9,1191.7,532.0,625.5,1152.1,175.5,1143.0,330.4,333.2,374.3,1063.5,597.3,260.9,319.1,492.1
PD,806.4,320.9,1060.6,241.8,159.1,323.1,924.6,579.0,435.3,142.4,308.0,962.9,462.3,938.8,1005.4,882.4,462.9,247.9,322.3,457.1,982.7,1027.3,170.8,453.1,212.4,250.5,1060.5,540.7,484.0,482.2,732.7,424.8,184.8,330.3,1001.3,421.7,514.5,284.1,457.3,267.1,901.6,171.1,62.4,826.1,612.2,478.3,366.8,314.0,974.5,464.9,398.9,318.7,820.0,317.0,942.1,716.6,1066.1,454.0,503.1,473.2,949.6,506.9,206.1,512.9,48.5,148.3,488.7,725.6,520.4,598.8,487.2,977.8,886.2,314.2,426.7,678.2,871.6,1143.2,854.1,450.7,1083.0,336.5,443.9,244.8,477.6,476.1,173.9,809.3,690.4,1133.0,236.3,343.4,405.6,517.3,901.8,222.1,1022.9,986.2,1032.0,1081.1,961.8,958.4,0.0,1177.8,492.7,405.3,945.4,345.1,977.5,315.0,1006.0,1009.7,471.9,914.1,1063.9,562.2,444.8,451.9,795.8,545.5,975.5,957.6,849.3,483.5,470.7,916.5,735.9,172.8,1071.6,561.4,633.3,449.9,443.2,764.5,263.0,1170.0,967.4,1004.5,1158.1,650.8,446.2,530.8,983.7,1122.5,580.6,793.6,900.6,458.0,497.7,322.6,289.4,706.6,523.5,709.0,346.5,813.4,1035.9,488.4,990.7,1099.5,280.4,392.5,394.3,947.3,873.1,515.1,704.9,437.7,475.5,1015.9,466.4,1122.1,1124.9,743.3,368.9,465.9,986.1,1110.8,453.8
PE,985.8,1220.2,1106.4,1169.2,1184.9,1222.4,1022.4,766.0,1362.7,1168.2,1207.3,1002.3,1389.7,1092.7,940.3,1061.8,1390.3,1147.2,1221.6,1384.5,983.2,1163.2,1096.4,994.3,1111.7,1149.8,1196.4,906.6,1411.4,1023.4,752.4,966.0,1082.4,1229.6,895.7,1349.1,1441.9,1183.4,1384.7,1166.4,808.0,1151.1,1088.2,1005.5,893.5,1405.7,1294.2,1213.3,1128.4,1364.2,1298.2,1064.5,999.4,1244.4,848.5,896.0,961.3,1381.4,1430.5,1400.6,1085.5,1048.1,1146.3,1440.3,1045.0,1174.1,1388.0,865.2,1447.8,848.8,1386.5,884.2,1065.6,1213.5,1354.1,774.9,1051.0,1189.0,861.7,1378.1,1128.8,1263.9,1371.3,1144.1,812.8,1017.3,1073.2,710.5,848.0,1178.8,1135.6,1270.8,860.0,904.0,1081.2,1247.9,901.9,892.6,911.0,1126.9,1065.1,837.4,1094.8,0.0,1420.1,1332.7,851.8,1244.4,1051.6,1214.3,1141.9,888.7,1399.3,815.3,1109.7,1308.0,1372.2,1379.3,975.2,1472.9,881.9,1165.0,947.1,1382.8,1011.9,618.5,915.3,1205.5,950.6,945.9,790.9,1377.3,1370.6,718.8,1162.3,1215.8,873.8,1140.4,1203.9,830.2,1373.6,755.4,890.1,1168.3,738.2,973.0,1123.9,1357.3,1425.1,1068.4,1188.7,864.2,1429.6,888.4,1245.8,992.8,942.3,1387.7,897.1,1145.3,1138.1,1319.9,871.3,826.3,774.3,1442.5,884.3,978.9,1402.9,1013.0,1393.8,1167.9,1170.7,900.9,1268.2,967.6,1132.4,1156.6,818.5
PI,1057.8,384.7,1312.0,269.8,567.8,498.7,1176.0,830.4,144.9,375.1,371.8,1214.3,86.2,1190.2,1256.8,1133.8,377.9,292.2,497.9,208.4,1234.1,1278.7,422.2,704.5,327.8,426.1,1311.9,792.1,266.8,733.6,984.1,676.2,436.2,523.9,1252.7,131.3,21.7,347.9,240.1,442.7,1153.0,422.5,471.1,1077.5,863.6,393.3,282.4,489.6,1225.9,295.3,315.0,570.1,1071.4,194.6,1193.5,968.0,1317.5,205.3,254.4,193.8,1201.0,758.3,457.5,35.6,478.3,557.0,319.1,977.0,39.1,850.2,317.6,1229.2,1137.6,489.8,136.3,929.6,1123.0,1394.6,1105.5,298.9,1334.4,252.1,305.2,420.4,729.0,727.5,366.1,1060.7,941.8,1384.4,411.9,259.0,657.0,768.7,1153.2,491.5,1274.3,1237.6,1283.4,1332.5,1213.2,1209.8,528.1,1490.4,0.0,188.1,1196.8,408.9,1228.9,503.2,1257.4,1261.1,164.3,1165.5,1315.3,813.6,315.3,144.3,1047.2,305.2,1226.9,1209.0,1100.7,189.0,722.1,1167.9,987.3,343.9,1323.0,812.8,884.7,95.3,135.6,1015.9,456.6,1421.4,1218.8,1255.9,1409.5,902.2,229.0,782.2,1235.1,1373.9,832.0,1045.0,1152.0,288.4,347.1,574.0,477.6,958.0,306.3,960.4,341.2,1064.8,1287.3,184.1,1242.1,1350.9,531.8,308.1,645.7,1198.7,1124.5,22.3,956.3,689.1,295.3,1267.3,217.7,1373.5,1376.3,994.7,342.3,717.3,1237.5,1362.2,705.2
PK,949.7,282.1,1209.4,161.7,459.7,390.6,1073.4,722.3,127.1,267.0,263.7,1106.2,157.0,1082.1,1154.2,1025.7,265.1,184.1,389.7,149.9,1130.4,1170.6,314.1,601.9,219.7,318.0,1203.8,684.0,78.6,625.5,876.0,568.1,328.1,421.3,1144.6,121.9,209.2,239.8,51.9,334.6,1044.9,314.4,368.5,969.4,755.5,291.3,174.3,381.5,1123.3,172.4,288.4,467.5,968.8,86.5,1090.9,859.9,1209.4,149.7,198.6,167.9,1092.9,650.2,349.4,207.6,370.2,448.9,148.6,868.9,215.1,742.1,150.1,1121.1,1035.0,381.7,121.4,821.5,1020.4,1283.1,997.4,242.3,1226.3,144.0,248.6,312.3,626.4,619.4,258.0,952.6,833.7,1276.3,303.8,150.9,548.9,660.6,1050.6,383.4,1166.2,1129.5,1175.3,1224.4,1105.1,1101.7,420.0,1382.3,187.4,0.0,1088.7,300.8,1120.8,395.1,1149.3,1153.0,172.1,1057.4,1207.2,705.5,249.2,146.6,939.1,248.6,1118.8,1100.9,992.6,267.3,614.0,1059.8,879.2,235.8,1214.9,704.7,776.6,145.3,137.9,913.3,348.5,1313.3,1110.7,1147.8,1301.4,794.1,68.1,674.1,1127.0,1265.8,723.9,936.9,1049.4,179.3,290.5,465.9,369.5,849.9,118.1,852.3,302.2,962.2,1179.2,272.2,1134.0,1242.8,423.7,200.0,537.6,1090.6,1016.4,209.8,848.2,586.5,238.7,1159.2,161.1,1265.4,1268.2,886.6,315.7,609.2,1129.4,1254.1,597.1
PO,399.3,944.5,301.8,847.4,942.0,1031.8,114.4,368.6,1040.9,748.0,931.6,204.1,1067.9,281.7,104.9,323.2,1068.5,852.0,1031.0,1062.7,223.9,362.2,699.0,430.3,921.1,959.2,410.4,356.5,1089.6,540.3,115.9,458.6,685.0,1039.0,43.9,1027.3,1120.1,907.7,1062.9,975.8,34.8,753.7,845.3,473.4,361.4,1083.9,972.4,1022.7,322.6,1088.5,1022.5,667.1,428.6,922.6,41.6,363.9,274.7,1059.6,1108.7,1078.8,299.5,513.2,748.9,1118.5,854.4,931.2,1112.3,288.1,1126.0,298.7,1110.8,32.4,362.0,1022.9,1032.3,272.4,480.2,384.4,142.1,1056.3,324.2,942.1,1049.5,953.5,415.4,446.6,882.6,192.5,260.5,374.2,945.0,949.0,462.6,353.9,377.6,845.7,246.2,83.6,255.3,322.3,260.5,197.8,904.2,887.5,1098.3,1010.9,0.0,968.7,247.0,1023.7,355.9,233.0,1077.5,297.3,305.1,910.6,1050.4,1057.5,443.1,1151.1,75.0,361.0,195.0,1102.2,486.5,299.7,383.2,778.4,294.9,548.5,264.2,1055.5,1048.8,147.7,971.7,411.2,66.9,339.4,399.3,298.1,1051.8,358.0,65.2,363.7,307.3,440.9,319.9,1081.6,1103.3,671.0,998.1,258.7,1129.1,356.3,970.1,422.0,135.4,1097.3,79.0,340.7,740.7,998.1,473.9,208.9,256.3,1120.7,352.2,445.7,1081.1,257.1,1072.0,363.3,366.1,295.4,992.5,417.5,293.8,352.0,421.1
PR,910.9,100.8,1165.1,160.7,420.9,305.7,1029.1,683.5,291.2,228.2,47.4,1067.4,318.2,1043.3,1109.9,986.9,381.8,138.7,304.9,351.9,1087.2,1131.8,275.3,557.6,134.8,233.1,1165.0,645.2,256.7,586.7,837.2,529.3,289.3,330.9,1105.8,277.6,370.4,91.7,280.3,249.7,1006.1,275.6,324.2,930.6,716.7,397.2,285.7,296.6,1079.0,149.8,83.8,423.2,924.5,235.9,1046.6,821.1,1170.6,348.8,397.9,329.1,1054.1,611.4,310.6,368.8,285.3,410.1,173.6,830.1,376.3,703.3,172.1,1082.3,990.7,296.8,282.6,782.7,976.1,1247.7,958.6,369.6,1187.5,255.4,362.8,227.4,582.1,580.6,173.1,913.8,794.9,1237.5,218.9,262.3,510.1,621.8,1006.3,344.6,1127.4,1090.7,1136.5,1185.6,1066.3,1062.9,335.1,1297.4,348.6,331.2,1049.9,0.0,1082.0,310.2,1110.5,1114.2,193.1,1018.6,1168.4,666.7,363.7,213.1,900.3,448.7,1080.0,1062.1,953.8,168.4,575.2,1021.0,840.4,197.0,1176.1,665.9,737.8,305.8,221.8,869.0,263.6,1274.5,1071.9,1109.0,1262.6,755.3,372.5,635.3,1088.2,1227.0,685.1,898.1,1005.1,142.9,416.6,427.1,284.6,811.1,215.2,813.5,31.4,917.9,1140.4,173.3,1095.2,1204.0,384.9,311.4,498.8,1051.8,977.6,371.0,809.4,542.2,394.4,1120.4,361.2,1226.6,1229.4,847.8,53.8,570.4,1090.6,1215.3,558.3
PT,152.2,1005.9,93.7,908.8,1003.4,1093.2,139.2,430.0,1099.4,809.4,993.0,61.9,1129.3,34.6,266.1,76.1,1129.9,913.4,1074.3,1122.2,81.7,115.1,760.4,491.7,982.5,1020.6,163.3,417.9,1151.0,601.7,371.6,520.0,746.4,1100.4,215.9,1088.7,1181.5,969.1,1124.3,1037.2,290.5,815.1,906.7,278.8,416.9,1145.3,1033.8,1084.1,75.5,1149.9,1083.9,728.5,181.5,984.0,297.3,306.4,165.1,1121.0,1170.1,1140.2,52.4,574.6,810.3,1179.9,915.8,992.6,1173.7,349.5,1187.4,360.1,1172.2,227.1,114.9,1084.3,1093.7,333.8,233.1,167.4,263.4,1117.7,116.1,1003.5,1110.9,1014.9,476.8,508.0,944.0,415.4,321.9,166.1,1006.4,1010.4,524.0,415.3,130.5,907.1,278.6,339.3,287.7,114.2,13.4,230.2,965.6,1084.3,1159.7,1072.3,255.6,1030.1,0.0,1085.1,108.8,265.4,1138.9,431.3,97.0,972.0,1108.7,1118.9,311.5,1212.5,296.0,113.9,148.4,1163.6,547.9,537.5,263.0,839.8,327.3,609.9,325.6,1116.9,1110.2,403.4,1033.1,203.1,304.1,92.3,191.2,329.2,1113.2,419.4,320.9,155.6,368.7,247.3,72.8,1143.0,1164.7,732.4,1059.5,320.1,1190.5,287.4,1031.5,174.9,313.1,1158.7,334.7,132.6,802.1,1059.5,535.3,241.3,434.2,1182.1,373.7,507.1,1142.5,114.9,1133.4,155.2,158.0,356.8,1053.9,478.9,46.7,143.9,482.5
PY,980.4,281.2,1234.6,230.2,382.9,8.9,1098.6,740.1,423.7,297.7,268.3,1136.9,450.7,1112.8,1179.4,1056.4,451.3,208.2,61.0,445.5,1156.7,1201.3,344.8,627.1,172.7,58.8,1234.5,714.7,472.4,656.2,893.8,598.8,358.8,149.7,1175.3,410.1,502.9,244.4,445.7,70.4,1075.6,345.1,286.2,1000.1,786.2,466.7,355.2,18.0,1148.5,425.2,359.2,492.7,994.0,305.4,1116.1,890.6,1240.1,442.4,491.5,461.6,1123.6,680.9,380.1,501.3,243.0,372.1,449.0,886.7,508.8,772.8,447.5,1151.8,1060.2,17.8,415.1,852.2,1045.6,1317.2,1028.1,439.1,1257.0,324.9,432.3,64.5,651.6,650.1,130.8,970.4,851.5,1307.0,73.0,331.8,579.6,691.3,1075.8,414.1,1184.0,1160.2,1193.1,1255.1,1135.8,1119.5,292.8,1255.1,481.1,393.7,1119.4,305.4,1151.5,0.0,1180.0,1170.8,460.3,1075.2,1237.9,736.2,433.2,440.3,969.8,533.9,1149.5,1131.6,1023.3,443.8,644.7,1077.6,909.9,266.5,1232.7,735.4,794.4,438.3,431.6,925.6,42.2,1344.0,1141.4,1178.5,1332.1,824.8,434.6,691.9,1157.7,1296.5,741.7,967.6,1074.6,418.3,486.1,496.6,25.5,867.7,490.6,883.0,306.8,987.4,1209.9,448.7,1164.7,1273.5,454.4,380.9,568.3,1108.4,1034.2,503.5,878.9,611.7,463.9,1189.9,454.8,1296.1,1298.9,904.4,329.2,639.9,1160.1,1284.8,627.8
