from_stop,AD,AE,AH,BB,BC,BD,BH,BK,BQ,BV,CA,CF,CL,CR,DI,DL,DP,DU,DV,EL,EQ,FA,FJ,FN,FP,FU,FX,GP,GQ,GS,GU,HH,IB,IJ,IM,IQ,IR,IY,JH,JM,JO,JQ,JT,JV,JZ,KH,KP,KV,KX,KY,LC,LD,LF,LK,LW,ME,MW,MY,ND,NM,NN,NU,NW,NY,OB,OQ,PF,PG,PH,PM,PN,PZ,QA,QB,QK,QV,RB,RH,RW,SE,SG,SK,SM,SN,ST,SV,TB,TE,TG,TN,TO,UC,UD,UF,UN,UW,VC,VK,VT,VV,WQ,WR,WT,WV,WY,XC,XF,XI,XR,XV,XY,YC,YD,YE,YG,YY,ZF,ZO,ZY
GP,497.5,61.3,520.1,142.5,201.1,487.5,534.8,352.7,224.7,532.1,182.8,550.9,406.3,103.4,201.0,406.0,170.6,382.4,489.9,367.8,369.3,467.1,351.5,446.4,436.6,283.5,328.1,0.0,195.4,356.2,228.4,414.3,283.6,458.0,11.4,342.8,516.0,527.0,107.9,386.2,446.3,203.0,196.8,394.4,604.2,284.3,473.6,512.2,382.6,544.1,242.7,244.2,518.0,375.3,305.3,359.4,509.8,238.8,404.8,176.5,253.6,194.7,207.7,312.4,427.5,488.5,360.8,559.3,131.3,358.9,109.7,172.4,466.1,304.1,203.2,307.3,230.2,262.2,148.5,431.5,532.9,373.4,297.3,273.9,414.4,200.1,204.4,459.0,344.3,233.8,367.1,383.6,435.2,406.8,349.4,527.2,433.7,406.7,479.0,522.2,458.0,466.5,263.3,150.8,380.8,445.4,25.5,444.7,512.7,1821.8,332.0,250.9,482.6,322.1,144.4,423.3,297.1,329.0,551.1
GQ,637.6,118.0,660.2,282.6,341.2,298.6,674.9,492.8,364.8,673.9,322.9,691.0,546.4,243.5,5.5,546.1,24.7,186.9,630.0,507.9,509.4,278.2,491.6,586.5,247.7,423.6,468.2,187.5,0.0,160.7,296.9,554.4,423.7,453.1,199.0,147.3,327.1,667.1,77.4,526.3,586.4,343.1,39.2,395.0,744.3,88.8,284.7,652.3,187.1,684.2,47.2,48.7,658.1,179.8,445.4,163.9,649.9,378.9,544.9,18.8,58.1,334.8,347.8,452.5,567.6,628.6,500.9,699.4,271.4,499.0,249.8,312.5,277.2,444.2,45.6,447.4,368.5,66.7,288.6,571.6,344.0,416.0,437.4,116.3,554.5,268.6,227.9,270.1,484.4,373.9,507.2,405.8,430.3,382.6,153.9,667.3,355.1,217.8,619.1,662.3,453.1,606.6,403.4,174.3,520.9,585.5,154.1,505.2,652.8,2009.2,472.1,93.3,622.7,126.6,284.5,563.4,101.6,133.5,691.2
GS,798.1,278.5,820.7,443.1,501.7,202.5,835.4,653.3,525.3,832.7,483.4,851.5,706.9,404.0,154.8,706.6,185.2,68.4,790.5,668.4,669.9,182.1,652.1,747.0,151.6,584.1,628.7,348.0,160.4,0.0,457.4,714.9,584.2,386.5,359.5,80.7,231.0,827.6,237.9,686.8,746.9,503.6,199.7,328.4,904.8,126.6,188.6,812.8,115.5,844.7,114.0,159.1,818.6,19.0,605.9,40.6,810.4,539.4,705.4,179.3,93.2,495.3,508.3,409.8,728.1,789.1,661.4,859.9,431.9,659.5,410.3,473.0,181.1,418.1,206.1,607.9,530.8,85.4,449.1,732.1,247.9,349.4,597.9,150.5,715.0,429.1,388.4,174.0,601.3,534.4,667.7,339.2,363.7,316.0,50.6,827.8,288.5,121.7,779.6,822.8,386.5,767.1,563.9,334.8,681.4,746.0,314.6,438.6,813.3,2169.7,632.6,171.7,783.2,88.1,445.0,723.9,59.8,81.1,851.7
GU,681.7,193.9,704.3,326.7,385.3,620.1,719.0,536.9,408.9,716.3,367.0,735.1,590.5,287.6,333.6,590.2,303.2,515.0,674.1,552.0,553.5,599.7,535.7,630.6,569.2,467.7,512.3,231.6,328.0,488.8,0.0,598.5,467.8,642.2,243.1,475.4,648.6,711.2,240.5,570.4,630.5,387.2,329.4,578.6,788.4,416.9,606.2,696.4,515.2,728.3,375.3,376.8,702.2,507.9,489.5,492.0,694.0,423.0,589.0,309.1,386.2,378.9,391.9,496.6,611.7,672.7,545.0,743.5,315.5,543.1,293.9,356.6,598.7,488.3,335.8,491.5,414.4,394.8,332.7,615.7,665.5,557.6,481.5,406.5,598.6,28.3,337.0,591.6,528.5,418.0,551.3,567.8,619.4,591.0,482.0,711.4,617.9,539.3,663.2,706.4,642.2,650.7,447.5,283.4,565.0,629.6,198.2,628.9,696.9,2053.5,516.2,383.5,666.8,454.7,328.6,607.5,429.7,461.6,735.3
HH,651.9,460.4,674.5,477.8,270.3,886.6,689.2,484.5,560.0,686.5,518.1,705.3,538.1,334.2,600.1,537.8,569.7,781.5,644.3,522.2,501.1,866.2,505.9,515.6,835.7,415.3,482.5,426.5,594.5,755.3,627.5,0.0,438.0,793.3,438.0,741.9,915.1,681.4,507.0,540.6,515.5,538.3,595.9,729.7,736.0,683.4,872.7,666.6,781.7,698.5,641.8,643.3,672.4,774.4,459.7,758.5,641.6,393.2,332.6,575.6,652.7,530.0,362.1,647.7,581.9,642.9,430.0,713.7,466.6,513.3,327.8,326.8,865.2,639.4,602.3,439.1,384.6,661.3,483.8,500.7,932.0,708.7,429.1,673.0,483.6,599.2,603.5,858.1,679.6,569.1,436.3,718.9,770.5,742.1,748.5,681.6,769.0,805.8,633.4,676.6,793.3,620.9,417.7,549.9,450.0,514.6,424.6,780.0,667.1,2194.0,486.4,650.0,637.0,721.2,325.6,492.5,696.2,728.1,682.9
IB,318.2,283.3,340.8,300.7,198.4,709.5,355.5,350.0,382.9,352.8,341.0,371.6,403.6,157.1,423.0,403.3,392.6,604.4,310.6,188.5,366.6,689.1,128.6,443.7,658.6,280.8,215.6,249.4,417.4,578.2,450.4,411.6,0.0,616.2,260.9,564.8,738.0,347.7,329.9,206.9,443.6,361.2,418.8,552.6,601.5,506.3,695.6,332.9,604.6,364.8,464.7,466.2,338.7,597.3,126.0,581.4,507.1,126.3,402.1,398.5,475.6,352.9,57.7,470.6,248.2,309.2,358.1,380.0,289.5,179.6,150.7,92.8,688.1,462.3,425.2,304.6,80.6,484.2,306.7,428.8,754.9,531.6,294.6,495.9,411.7,422.1,426.4,681.0,502.5,392.0,364.4,541.8,593.4,565.0,571.4,347.9,591.9,628.7,299.7,342.9,616.2,287.2,104.0,372.8,378.1,442.7,247.5,602.9,333.4,1860.3,182.4,472.9,303.3,544.1,148.5,420.6,519.1,551.0,548.4
IJ,846.7,494.3,869.3,304.2,550.3,364.6,884.0,701.9,416.6,881.3,402.4,900.1,755.5,452.6,445.2,755.2,475.6,452.0,839.1,717.0,718.5,409.4,700.7,795.6,378.9,632.7,677.3,460.4,450.8,383.5,747.8,763.5,632.8,0.0,471.9,302.7,458.3,876.2,528.3,735.4,795.5,362.9,490.1,68.8,953.4,362.1,415.9,861.4,327.6,893.3,403.5,449.5,867.2,377.3,654.5,352.8,859.0,588.0,754.0,469.7,435.3,386.6,556.9,135.7,776.7,837.7,710.0,908.5,350.9,708.1,458.9,521.6,417.7,144.0,496.5,656.5,579.4,443.9,409.6,780.7,484.5,75.3,646.5,431.1,763.6,719.5,637.4,330.8,327.2,315.4,716.3,65.1,20.5,81.2,342.8,876.4,108.1,358.3,828.2,871.4,0.0,815.7,612.5,583.8,730.0,794.6,458.5,164.5,861.9,2282.3,681.2,452.3,831.8,323.6,493.6,772.5,443.4,316.6,900.3
IM,510.0,73.8,532.6,155.0,213.6,500.0,547.3,365.2,237.2,544.6,195.3,563.4,418.8,115.9,213.5,418.5,183.1,394.9,502.4,380.3,381.8,479.6,364.0,458.9,449.1,296.0,340.6,12.4,207.9,368.7,240.9,426.8,296.1,470.5,0.0,355.3,528.5,539.5,120.4,398.7,458.8,215.5,209.3,406.9,616.7,296.8,486.1,524.7,395.1,556.6,255.2,256.7,530.5,387.8,317.8,371.9,522.3,251.3,417.3,189.0,266.1,207.2,220.2,324.9,440.0,501.0,373.3,571.8,143.8,371.4,122.2,184.9,478.6,316.6,215.7,319.8,242.7,274.7,161.0,444.0,545.4,385.9,309.8,286.4,426.9,212.6,216.9,471.5,356.8,246.3,379.6,396.1,447.7,419.3,361.9,539.7,446.2,419.2,491.5,534.7,470.5,479.0,275.8,163.3,393.3,457.9,38.0,457.2,525.2,1810.3,344.5,263.4,495.1,334.6,156.9,435.8,309.6,341.5,563.6
IQ,785.7,266.1,808.3,430.7,489.3,151.2,823.0,640.9,512.9,820.3,471.0,839.1,694.5,391.6,142.4,694.2,172.8,149.2,778.1,656.0,657.5,130.8,639.7,734.6,100.3,571.7,616.3,335.6,148.0,80.7,445.0,702.5,571.8,305.7,347.1,0.0,179.7,815.2,225.5,674.4,734.5,491.2,187.3,247.6,892.4,59.3,137.3,800.4,39.7,832.3,100.7,146.7,806.2,74.5,593.5,50.0,798.0,527.0,693.0,166.9,132.5,482.9,495.9,329.0,715.7,776.7,649.0,847.5,419.5,647.1,397.9,460.6,129.8,337.3,193.7,595.5,518.4,141.1,436.7,719.7,196.6,268.6,585.5,152.8,702.6,416.7,376.0,122.7,520.5,522.0,655.3,258.4,282.9,235.2,40.0,815.4,207.7,70.4,767.2,810.4,305.7,754.7,551.5,322.4,669.0,733.6,302.2,357.8,800.9,2157.3,620.2,174.0,770.8,20.8,432.6,711.5,140.6,13.8,839.3
IR,984.2,464.6,1006.8,629.2,687.8,154.6,1021.5,839.4,711.4,1018.8,669.5,1037.6,893.0,590.1,340.9,892.7,371.3,310.2,976.6,854.5,856.0,48.1,838.2,933.1,78.6,770.2,814.8,534.1,346.5,241.7,643.5,901.0,770.3,461.6,545.6,198.4,0.0,1013.7,424.0,872.9,933.0,689.7,337.4,403.5,1090.9,257.8,41.6,998.9,148.6,1030.8,299.2,345.2,1004.7,222.6,792.0,237.1,996.5,725.5,891.5,365.4,331.0,681.4,694.4,484.9,914.2,975.2,847.5,1046.0,618.0,845.6,596.4,659.1,151.2,493.2,331.0,794.0,716.9,327.2,635.2,918.2,218.0,424.5,784.0,257.2,901.1,615.2,574.5,126.1,676.4,664.6,853.8,414.3,438.8,391.1,238.5,1013.9,363.6,117.9,965.7,1008.9,461.6,953.2,750.0,520.9,867.5,932.1,500.7,513.7,999.4,2355.8,818.7,278.4,969.3,219.3,631.1,910.0,301.6,212.3,1037.8
IY,227.7,565.2,324.7,582.6,480.3,991.4,265.0,631.9,664.8,166.4,622.9,23.9,685.5,439.0,704.9,685.2,674.5,886.3,220.1,276.5,648.5,971.0,434.1,725.6,940.5,562.7,497.5,531.3,699.3,860.1,732.3,693.5,366.2,898.1,542.8,846.7,1019.9,0.0,611.8,190.8,725.5,643.1,700.7,834.5,883.4,788.2,977.5,146.5,886.5,178.4,746.6,748.1,248.2,879.2,288.2,863.3,789.0,408.2,684.0,680.4,757.5,634.8,339.6,752.5,209.5,122.8,640.0,193.6,571.4,313.8,432.6,374.7,970.0,744.2,707.1,586.5,362.5,766.1,588.6,710.7,1036.8,813.5,576.5,777.8,693.6,704.0,708.3,962.9,784.4,673.9,646.3,823.7,875.3,846.9,853.3,225.0,873.8,910.6,209.2,156.5,898.1,213.2,385.9,654.7,660.0,724.6,529.4,884.8,147.0,1737.4,464.3,754.8,116.9,826.0,430.4,702.5,801.0,832.9,830.3
JH,560.1,40.5,582.7,205.1,263.7,379.5,597.4,415.3,287.3,594.7,245.4,613.5,468.9,166.0,93.0,468.6,62.6,274.4,552.5,430.4,431.9,359.1,414.1,509.0,328.6,346.1,390.7,110.0,87.4,248.2,219.4,476.9,346.2,520.6,121.5,234.8,408.0,589.6,0.0,448.8,508.9,265.6,88.8,457.0,666.8,176.3,365.6,574.8,274.6,606.7,134.7,136.2,580.6,267.3,367.9,251.4,572.4,301.4,467.4,68.5,145.6,257.3,270.3,375.0,490.1,551.1,423.4,621.9,193.9,421.5,172.3,235.0,358.1,366.7,95.2,369.9,292.8,154.2,211.1,494.1,424.9,436.0,359.9,165.9,477.0,191.1,150.4,351.0,406.9,296.4,429.7,446.2,497.8,469.4,241.4,589.8,442.6,298.7,541.6,584.8,520.6,529.1,325.9,96.8,443.4,508.0,76.6,507.3,575.3,1931.7,394.6,142.9,545.2,214.1,207.0,485.9,189.1,221.0,613.7
JM,125.8,408.9,133.8,426.3,324.0,835.1,163.1,475.6,508.5,160.4,466.6,179.2,529.2,282.7,548.6,528.9,518.2,730.0,118.2,120.2,492.2,814.7,277.8,569.3,784.2,406.4,341.2,375.0,543.0,703.8,576.0,537.2,209.9,741.8,386.5,690.4,863.6,155.3,455.5,0.0,569.2,486.8,544.4,678.2,727.1,631.9,821.2,140.5,730.2,172.4,590.3,591.8,146.3,722.9,131.9,707.0,632.7,251.9,527.7,524.1,601.2,478.5,183.3,596.2,55.8,116.8,483.7,187.6,415.1,157.5,276.3,218.4,813.7,587.9,550.8,430.2,206.2,609.8,432.3,554.4,880.5,657.2,420.2,621.5,537.3,547.7,552.0,806.6,628.1,517.6,490.0,667.4,719.0,690.6,697.0,155.5,717.5,754.3,107.3,150.5,741.8,94.8,229.6,498.4,503.7,568.3,373.1,728.5,141.0,1667.9,308.0,598.5,110.9,669.7,274.1,546.2,644.7,676.6,674.0
JO,691.5,500.0,714.1,517.4,273.1,926.2,728.8,524.1,599.6,726.1,557.7,744.9,577.7,373.8,639.7,577.4,609.3,821.1,683.9,561.8,540.7,905.8,545.5,74.6,875.3,454.9,522.1,466.1,634.1,794.9,667.1,543.1,477.6,832.9,477.6,781.5,954.7,721.0,546.6,580.2,0.0,577.9,635.5,769.3,775.6,723.0,912.3,706.2,821.3,738.1,681.4,682.9,712.0,814.0,499.3,798.1,681.2,432.8,533.6,615.2,692.3,569.6,401.7,687.3,621.5,682.5,96.2,753.3,506.2,552.9,367.4,366.4,904.8,679.0,641.9,478.7,424.2,700.9,523.4,214.8,971.6,748.3,468.7,712.6,197.7,638.8,643.1,897.7,719.2,608.7,226.6,758.5,810.1,781.7,788.1,721.2,808.6,845.4,673.0,716.2,832.9,660.5,457.3,589.5,75.3,73.6,464.2,819.6,706.7,2214.6,526.0,689.6,676.6,760.8,365.2,200.6,735.8,767.7,722.5
JQ,602.3,249.9,624.9,78.0,305.9,625.7,639.6,457.5,172.2,638.6,158.0,655.7,511.1,208.2,389.6,510.8,359.2,571.0,594.7,472.6,474.1,670.5,456.3,551.2,640.0,388.3,432.9,216.0,384.0,544.8,417.0,519.1,388.4,393.5,227.5,563.8,719.4,631.8,296.5,491.0,551.1,0.0,385.4,329.9,709.0,472.9,677.0,617.0,588.7,648.9,431.3,432.8,622.8,638.4,410.1,613.9,614.6,343.6,509.6,365.1,442.2,142.2,312.5,247.9,532.3,593.3,465.6,664.1,106.5,463.7,214.5,277.2,678.8,239.6,391.8,412.1,333.2,450.8,165.2,536.3,745.6,308.9,402.1,462.5,519.2,388.7,393.0,591.9,279.8,169.3,471.9,319.1,370.7,342.3,603.9,632.0,369.2,619.4,583.8,627.0,393.5,571.3,368.1,339.4,485.6,550.2,214.1,380.2,617.5,2037.9,436.8,439.5,587.4,584.7,249.2,528.1,485.7,577.7,655.9
JT,649.0,129.4,671.6,294.0,352.6,290.6,686.3,504.2,376.2,683.6,334.3,702.4,557.8,254.9,34.8,557.5,36.1,216.2,641.4,519.3,520.8,270.2,503.0,597.9,239.7,435.0,479.6,198.9,29.2,190.0,308.3,565.8,435.1,482.4,210.4,176.6,319.1,678.5,88.8,537.7,597.8,354.5,0.0,424.3,755.7,118.1,276.7,663.7,203.6,695.6,76.5,78.0,669.5,209.1,456.8,193.2,661.3,390.3,556.3,30.2,87.4,346.2,359.2,463.9,579.0,640.0,512.3,710.8,282.8,510.4,261.2,323.9,269.2,455.6,6.3,458.8,381.7,96.0,300.0,583.0,336.0,445.3,448.8,77.0,565.9,280.0,239.3,262.1,495.8,385.3,518.6,435.1,459.6,411.9,183.2,678.7,384.4,209.8,630.5,673.7,482.4,618.0,414.8,185.7,532.3,596.9,165.5,534.5,664.2,2020.6,483.5,54.0,634.1,155.9,295.9,574.8,130.9,162.8,702.6
JV,792.3,439.9,814.9,249.8,495.9,295.7,829.6,647.5,362.2,826.9,348.0,845.7,701.1,398.2,376.3,700.8,406.7,383.1,784.7,662.6,664.1,340.5,646.3,741.2,310.0,578.3,622.9,406.0,381.9,314.6,678.9,709.1,578.4,58.0,417.5,233.8,389.4,821.8,459.4,681.0,741.1,308.5,421.2,0.0,899.0,293.2,347.0,807.0,258.7,838.9,334.6,380.6,812.8,308.4,600.1,283.9,804.6,533.6,699.6,400.8,366.4,332.2,502.5,81.3,722.3,783.3,655.6,854.1,296.5,653.7,404.5,467.2,348.8,89.6,427.6,602.1,525.0,375.0,355.2,726.3,415.6,20.9,592.1,362.2,709.2,650.6,583.0,261.9,272.8,261.0,661.9,10.7,35.2,12.3,273.9,822.0,39.2,289.4,773.8,817.0,58.0,761.3,558.1,529.4,675.6,740.2,404.1,110.1,807.5,2227.9,626.8,383.4,777.4,254.7,439.2,718.1,374.5,247.7,845.9
JZ,809.1,617.6,831.7,635.0,470.1,1043.8,846.4,300.7,717.2,845.4,675.3,862.5,302.7,491.4,757.3,173.8,726.9,938.7,801.5,679.4,265.7,1023.4,663.1,715.4,992.9,340.9,639.7,583.7,751.7,912.5,784.7,683.3,595.2,950.5,595.2,899.1,1072.3,838.6,664.2,697.8,715.3,695.5,753.1,886.9,0.0,840.6,1029.9,823.8,938.9,855.7,799.0,800.5,829.6,931.6,616.9,915.7,187.1,550.4,673.8,732.8,809.9,687.2,519.3,804.9,739.1,800.1,629.8,870.9,623.8,670.5,485.1,484.0,1022.4,796.6,759.5,364.7,540.0,818.5,641.0,700.5,1089.2,865.9,376.3,830.2,683.4,756.4,760.7,1015.3,836.8,726.3,636.1,876.1,927.7,899.3,905.7,838.8,926.2,963.0,790.6,833.8,950.5,778.1,574.9,707.1,649.8,714.4,581.8,937.2,824.3,2351.2,643.6,807.2,794.2,878.4,482.8,692.3,853.4,885.3,40.3
KH,726.3,206.7,748.9,371.3,429.9,209.7,763.6,581.5,453.5,760.9,411.6,779.7,635.1,332.2,83.0,634.8,113.4,174.2,718.7,596.6,598.1,189.3,580.3,675.2,158.8,512.3,556.9,276.2,88.6,105.7,385.6,643.1,512.4,364.2,287.7,58.4,238.2,755.8,166.1,615.0,675.1,431.8,127.9,306.1,833.0,0.0,195.8,741.0,98.2,772.9,41.3,87.3,746.8,99.5,534.1,75.0,738.6,467.6,633.6,107.5,73.1,423.5,436.5,387.5,656.3,717.3,589.6,788.1,360.1,587.7,338.5,401.2,188.3,395.8,134.3,536.1,459.0,81.7,377.3,660.3,255.1,327.1,526.1,205.0,643.2,357.3,316.6,181.2,573.1,462.6,595.9,316.9,341.4,293.7,65.0,756.0,266.2,128.9,707.8,751.0,364.2,695.3,492.1,263.0,609.6,674.2,242.8,416.3,741.5,2097.9,560.8,182.0,711.4,37.7,373.2,652.1,116.6,44.6,779.9
KP,942.5,422.9,965.1,587.5,646.1,112.9,979.8,797.7,669.7,977.1,627.8,995.9,851.3,548.4,299.2,851.0,329.6,268.5,934.9,812.8,814.3,6.5,796.5,891.4,36.9,728.5,773.1,492.4,304.8,200.0,601.8,859.3,728.6,419.9,503.9,156.7,42.3,972.0,382.3,831.2,891.3,648.0,295.7,361.8,1049.2,216.1,0.0,957.2,106.9,989.1,257.5,303.5,963.0,180.9,750.3,195.4,954.8,683.8,849.8,323.7,289.3,639.7,652.7,443.2,872.5,933.5,805.8,1004.3,576.3,803.9,554.7,617.4,109.5,451.5,289.3,752.3,675.2,285.5,593.5,876.5,176.3,382.8,742.3,215.5,859.4,573.5,532.8,84.4,634.7,622.9,812.1,372.6,397.1,349.4,196.8,972.2,321.9,76.2,924.0,967.2,419.9,911.5,708.3,479.2,825.8,890.4,459.0,472.0,957.7,2314.1,777.0,236.7,927.6,177.6,589.4,868.3,259.9,170.6,996.1
KV,187.7,525.2,284.7,542.6,440.3,951.4,225.0,591.9,624.8,19.8,582.9,165.2,645.5,399.0,664.9,645.2,634.5,846.3,180.1,236.5,608.5,931.0,394.1,685.6,900.5,522.7,457.5,491.3,659.3,820.1,692.3,653.5,326.2,858.1,502.8,806.7,979.9,141.3,571.8,150.8,685.5,603.1,660.7,794.5,843.4,748.2,937.5,0.0,846.5,70.1,706.6,708.1,208.2,839.2,248.2,823.3,749.0,368.2,644.0,640.4,717.5,594.8,299.6,712.5,169.5,13.6,600.0,85.3,531.4,273.8,392.6,334.7,930.0,704.2,667.1,546.5,322.5,726.1,548.6,670.7,996.8,773.5,536.5,737.8,653.6,664.0,668.3,922.9,744.4,633.9,606.3,783.7,835.3,806.9,813.3,185.0,833.8,870.6,169.2,48.2,858.1,173.2,345.9,614.7,620.0,684.6,489.4,844.8,38.7,1697.4,424.3,714.8,19.5,786.0,390.4,662.5,761.0,792.9,790.3
KX,835.5,315.9,858.1,480.5,539.1,111.4,872.8,690.7,562.7,870.1,520.8,888.9,744.3,441.4,192.2,744.0,222.6,166.0,827.9,705.8,707.3,91.0,689.5,784.4,60.5,621.5,666.1,385.4,197.8,97.5,494.8,752.3,621.6,320.6,396.9,49.7,139.9,865.0,275.3,724.2,784.3,541.0,193.2,262.5,942.2,109.1,97.5,850.2,0.0,882.1,150.5,196.5,856.0,78.4,643.3,92.9,847.8,576.8,742.8,216.7,182.3,532.7,545.7,343.9,765.5,826.5,698.8,897.3,469.3,696.9,447.7,510.4,90.0,352.2,186.8,645.3,568.2,183.0,486.5,769.5,156.8,283.5,635.3,113.0,752.4,466.5,425.8,82.9,535.4,523.6,705.1,273.3,297.8,250.1,89.8,865.2,222.6,30.6,817.0,860.2,320.6,804.5,601.3,372.2,718.8,783.4,352.0,372.7,850.7,2207.1,670.0,134.2,820.6,70.6,482.4,761.3,157.4,63.6,889.1
KY,231.5,569.0,328.5,586.4,484.1,995.2,268.8,635.7,668.6,81.9,626.7,209.0,689.3,442.8,708.7,689.0,678.3,890.1,223.9,280.3,652.3,974.8,437.9,729.4,944.3,566.5,501.3,535.1,703.1,863.9,736.1,697.3,370.0,901.9,546.6,850.5,1023.7,185.1,615.6,194.6,729.3,646.9,704.5,838.3,887.2,792.0,981.3,62.0,890.3,0.0,750.4,751.9,252.0,883.0,292.0,867.1,792.8,412.0,687.8,684.2,761.3,638.6,343.4,756.3,213.3,57.4,643.8,59.5,575.2,317.6,436.4,378.5,973.8,748.0,710.9,590.3,366.3,769.9,592.4,714.5,1040.6,817.3,580.3,781.6,697.4,707.8,712.1,966.7,788.2,677.7,650.1,827.5,879.1,850.7,857.1,228.8,877.6,914.4,213.0,72.4,901.9,217.0,389.7,658.5,663.8,728.4,533.2,888.6,33.2,1741.2,468.1,758.6,63.3,829.8,434.2,706.3,804.8,836.7,834.1
LC,684.9,165.3,707.5,329.9,388.5,251.3,722.2,540.1,412.1,719.5,370.2,738.3,593.7,290.8,41.6,593.4,72.0,160.5,677.3,555.2,556.7,230.9,538.9,633.8,200.4,470.9,515.5,234.8,47.2,134.3,344.2,601.7,471.0,405.8,246.3,100.0,279.8,714.4,124.7,573.6,633.7,390.4,86.5,347.7,791.6,41.5,237.4,699.6,139.8,731.5,0.0,45.9,705.4,141.1,492.7,116.6,697.2,426.2,592.2,66.1,31.7,382.1,395.1,429.1,614.9,675.9,548.2,746.7,318.7,546.3,297.1,359.8,229.9,437.4,92.9,494.7,417.6,40.3,335.9,618.9,296.7,368.7,484.7,163.6,601.8,315.9,275.2,222.8,531.7,421.2,554.5,358.5,383.0,335.3,106.6,714.6,307.8,170.5,666.4,709.6,405.8,653.9,450.7,221.6,568.2,632.8,201.4,457.9,700.1,2056.5,519.4,140.6,670.0,79.3,331.8,610.7,75.2,86.2,738.5
LD,676.4,156.8,699.0,321.4,380.0,307.3,713.7,531.6,403.6,711.0,361.7,729.8,585.2,282.3,33.1,584.9,63.5,195.6,668.8,546.7,548.2,286.9,530.4,625.3,256.4,462.4,507.0,226.3,38.7,169.4,335.7,593.2,462.5,461.8,237.8,156.0,335.8,705.9,116.2,565.1,625.2,381.9,78.0,403.7,783.1,97.5,293.4,691.1,195.8,723.0,55.9,0.0,696.9,188.5,484.2,172.6,688.7,417.7,583.7,57.6,66.8,373.6,386.6,491.3,606.4,667.4,539.7,738.2,310.2,537.8,288.6,351.3,285.9,483.0,84.4,486.2,409.1,75.4,327.4,610.4,352.7,424.7,476.2,155.1,593.3,307.4,266.7,278.8,523.2,412.7,546.0,414.5,439.0,391.3,162.6,706.1,363.8,226.5,657.9,701.1,461.8,645.4,442.2,213.1,559.7,624.3,192.9,513.9,691.6,2048.0,510.9,132.1,661.5,135.3,323.3,602.2,110.3,142.2,730.0
LF,75.6,532.6,292.1,550.0,447.7,958.8,26.8,599.3,632.2,251.4,590.3,268.5,652.9,406.4,672.3,652.6,641.9,853.7,68.0,243.9,615.9,938.4,401.5,693.0,907.9,530.1,464.9,498.7,666.7,827.5,699.7,660.9,333.6,865.5,510.2,814.1,987.3,244.6,579.2,158.2,692.9,610.5,668.1,801.9,850.8,755.6,944.9,229.8,853.9,261.7,714.0,715.5,0.0,846.6,255.6,830.7,756.4,375.6,651.4,647.8,724.9,602.2,307.0,719.9,121.9,206.1,607.4,276.9,538.8,281.2,400.0,342.1,937.4,711.6,674.5,553.9,328.1,752.7,556.0,678.1,1004.2,780.9,543.9,745.2,661.0,671.4,675.7,930.3,751.8,641.3,613.7,791.1,842.7,814.3,820.7,244.8,841.2,878.0,133.3,239.8,865.5,117.3,353.3,622.1,627.4,692.0,496.8,852.2,230.3,1757.2,431.7,722.2,200.2,793.4,397.8,665.1,768.4,800.3,797.7
LK,817.2,297.6,839.8,462.2,520.8,183.4,854.5,672.4,544.4,851.8,502.5,870.6,726.0,423.1,173.9,725.7,204.3,87.5,809.6,687.5,689.0,163.0,671.2,766.1,132.5,603.2,647.8,367.1,179.5,19.0,476.5,734.0,603.3,360.3,378.6,54.5,211.9,846.7,257.0,705.9,766.0,522.7,211.6,302.2,923.9,100.4,169.5,831.9,94.3,863.8,133.1,178.2,837.7,0.0,625.0,14.4,829.5,558.5,724.5,198.4,112.3,514.4,527.4,383.6,747.2,808.2,680.5,879.0,451.0,678.6,429.4,492.1,162.0,391.9,205.2,627.0,549.9,104.5,468.2,751.2,228.8,323.2,617.0,131.4,734.1,448.2,407.5,154.9,575.1,553.5,686.8,313.0,337.5,289.8,24.4,846.9,262.3,102.6,798.7,841.9,360.3,786.2,583.0,353.9,700.5,765.1,333.7,412.4,832.4,2188.8,651.7,152.6,802.3,61.9,464.1,743.0,78.9,54.9,870.8
LW,247.5,312.3,270.1,329.7,227.4,738.5,284.8,379.0,411.9,283.8,370.0,300.9,432.6,186.1,452.0,432.3,421.6,633.4,239.9,117.8,395.6,718.1,181.2,472.7,687.6,309.8,244.6,278.4,446.4,607.2,479.4,440.6,113.3,645.2,289.9,593.8,767.0,277.0,358.9,136.2,472.6,390.2,447.8,581.6,630.5,535.3,724.6,262.2,633.6,294.1,493.7,495.2,268.0,626.3,0.0,610.4,536.1,155.3,431.1,427.5,504.6,381.9,86.7,499.6,177.5,238.5,387.1,309.3,318.5,108.9,179.7,121.8,717.1,491.3,454.2,333.6,107.8,513.2,335.7,457.8,783.9,560.6,323.6,524.9,440.7,451.1,455.4,710.0,531.5,421.0,393.4,570.8,622.4,594.0,600.4,277.2,620.9,657.7,229.0,272.2,645.2,216.5,133.0,401.8,407.1,471.7,276.5,631.9,262.7,1789.6,211.4,501.9,232.6,573.1,177.5,449.6,548.1,580.0,577.4
