from_stop,AI,AJ,AP,AS,AT,AV,AX,BA,BB,BH,BM,BS,CB,CF,CG,CK,CO,CP,CZ,DA,DL,DM,DS,DX,EA,EB,EC,ED,EE,EJ,ER,ET,EY,FB,FE,FI,FP,FQ,FY,GC,GE,GH,GJ,GL,GS,GU,GW,GY,HK,HM,HS,HT,IK,IN,IO,IS,IT,IX,IY,IZ,JA,JL,JR,JS,JU,KL,KM,KQ,KY,LD,LF,LL,LT,LV,LW,MK,MS,MT,MX,NA,ND,NJ,NK,NM,NW,OA,OE,OG,OI,OL,OQ,OW,PA,PD,PE,PF,PN,PO,PY,PZ,QI,QO,QU,QV,QY,QZ,RC,RF,RI,RL,SF,SH,SM,SN,SP,SU,SY,TF,TH,TN,TS,TZ,UH,UM,UO,UV,UW,VA,VC,VD,VG,VJ,VO,VR,VW,VX,VZ,WA,WR,WS,XF,XQ,XW,XX,YI,YJ,YO,YQ,YW,YX,ZE,ZH,ZI,ZO,ZQ,ZR,ZS,ZW,ZX
ET,487.8,724.9,290.6,670.7,485.2,187.9,626.1,750.7,2561.5,565.9,201.3,125.6,628.9,799.4,745.9,273.7,710.8,118.1,138.8,246.2,715.7,133.7,149.0,467.9,632.8,170.6,122.3,361.4,400.3,200.1,202.8,0.0,687.8,644.4,597.0,280.6,142.8,212.9,599.6,471.6,111.8,521.6,506.6,235.3,757.9,818.5,411.6,644.3,478.5,140.4,239.0,779.4,275.0,171.9,642.0,317.1,82.3,396.9,757.7,422.1,369.3,371.5,795.3,128.3,760.4,763.5,288.6,766.5,220.9,700.6,590.1,666.2,302.2,822.7,128.1,425.4,120.7,170.0,733.9,331.0,613.0,747.9,461.4,181.4,152.6,756.7,108.2,208.1,604.7,532.9,352.4,413.8,215.5,117.5,113.6,510.3,434.4,745.0,60.7,634.4,604.7,208.0,629.8,169.3,248.9,468.4,626.0,368.8,737.4,827.3,165.8,175.7,207.0,577.5,208.3,167.7,807.8,358.3,215.8,307.8,171.9,779.3,700.8,568.2,209.4,176.3,480.1,512.4,189.6,612.7,159.3,209.1,771.5,774.6,813.9,605.1,257.8,463.9,259.5,228.1,198.6,802.4,609.3,390.2,541.5,690.4,571.5,277.0,429.1,218.3,503.7,399.4,500.1,144.2,606.1,642.5,728.2,583.9,178.9
EY,963.9,224.1,818.2,118.6,595.2,865.7,483.5,171.2,2203.5,423.3,879.1,803.4,486.3,224.4,170.9,801.3,230.0,795.9,755.8,699.8,82.9,811.5,739.2,628.0,490.2,848.4,800.1,552.9,514.0,789.2,630.7,715.9,0.0,501.8,412.5,963.0,820.6,890.7,415.1,631.7,789.6,753.6,322.1,913.1,89.1,149.7,643.6,69.3,710.5,818.2,675.3,91.5,751.1,849.7,51.1,793.2,640.0,382.1,69.8,654.1,619.3,847.6,107.4,806.1,245.0,240.7,784.7,97.7,693.4,199.8,447.5,523.6,984.6,153.9,624.2,410.6,798.5,752.4,253.1,630.6,470.4,232.5,693.4,830.6,628.7,268.1,786.0,885.9,160.4,348.4,609.2,588.8,824.4,795.3,789.6,394.6,594.5,222.2,738.5,491.8,462.1,735.6,487.2,847.1,931.3,578.4,154.7,639.3,49.5,252.3,748.2,853.5,707.3,434.9,704.4,750.1,292.4,1040.7,893.6,656.1,623.6,204.3,64.1,425.6,887.2,797.4,712.1,369.8,867.4,291.1,837.1,705.2,83.6,199.6,126.0,420.6,753.9,449.1,704.2,910.5,866.3,659.8,466.7,524.1,357.0,209.6,455.8,773.1,539.1,694.4,735.7,875.5,652.6,829.5,463.5,499.9,205.4,441.3,856.7
FB,888.3,483.3,742.6,429.1,519.6,790.1,218.5,509.1,2347.7,176.3,803.5,727.8,239.3,557.8,504.3,725.7,469.2,720.3,680.2,624.2,474.1,735.9,663.6,552.4,243.2,772.8,724.5,477.3,438.4,713.6,555.1,640.3,446.2,0.0,355.4,887.4,745.0,815.1,358.0,556.1,714.0,678.0,265.0,837.5,516.3,576.9,568.0,402.7,634.9,742.6,599.7,537.8,675.5,774.1,400.4,717.6,564.4,306.5,516.1,578.5,543.7,772.0,553.7,730.5,518.8,521.9,709.1,524.9,617.8,459.0,200.5,21.8,909.0,581.1,548.6,335.0,722.9,676.8,492.3,555.0,223.4,506.3,617.8,755.0,553.1,515.1,710.4,810.3,363.1,291.3,533.6,513.2,748.8,719.7,714.0,319.0,518.9,503.4,662.9,226.8,215.1,660.0,222.2,771.5,855.7,502.8,384.4,563.7,495.8,585.7,672.6,777.9,631.7,148.3,628.8,674.5,566.2,965.1,818.0,580.5,548.0,537.7,459.2,160.6,811.6,721.8,636.5,122.8,791.8,371.1,761.5,629.6,529.9,533.0,572.3,363.5,678.3,373.5,628.6,834.9,790.7,158.0,219.7,448.5,299.9,448.8,380.2,697.5,463.5,618.8,660.1,799.9,577.0,753.9,216.5,252.9,486.6,194.3,781.1
FE,843.1,439.6,697.4,385.4,474.4,744.9,362.7,465.4,2304.0,302.5,758.3,682.6,365.5,514.1,460.6,680.5,425.5,675.1,635.0,579.0,430.4,690.7,618.4,507.2,369.4,727.6,679.3,432.1,393.2,668.4,509.9,595.1,402.5,381.0,0.0,842.2,699.8,769.9,60.5,510.9,668.8,632.8,126.2,792.3,472.6,533.2,522.8,359.0,589.7,697.4,554.5,494.1,630.3,728.9,356.7,672.4,519.2,261.3,472.4,533.3,498.5,726.8,510.0,685.3,475.1,477.0,663.9,481.2,572.6,415.3,326.7,402.8,863.8,537.4,503.4,289.8,677.7,636.5,448.6,509.8,349.6,462.6,572.6,709.8,507.9,471.4,665.2,765.1,319.4,68.3,488.4,468.0,703.6,672.8,668.8,276.5,473.7,459.7,617.7,371.0,341.3,614.8,366.4,726.3,810.5,457.6,340.7,518.5,452.1,542.0,627.4,732.7,586.5,314.1,583.6,629.3,522.5,919.9,772.8,539.1,502.8,494.0,415.5,304.8,766.4,676.6,591.3,249.0,746.6,327.4,716.3,584.4,486.2,489.3,528.6,72.8,633.1,328.3,583.4,789.7,745.5,539.0,345.9,403.3,59.9,405.1,335.0,652.3,408.4,573.6,614.9,754.7,531.8,708.7,342.7,379.1,442.9,320.5,735.9
FI,705.0,940.6,320.9,886.4,515.5,262.8,841.8,966.4,2778.7,781.6,276.2,200.5,844.6,1015.1,961.6,304.0,926.5,256.5,356.0,276.5,931.4,272.1,366.2,498.2,848.5,258.4,260.7,391.7,430.6,230.4,420.0,275.3,903.5,860.1,812.7,0.0,281.2,295.6,815.3,501.9,250.2,551.9,722.3,313.0,973.6,1034.2,441.9,860.0,508.8,278.8,269.3,995.1,492.2,310.3,857.7,534.3,299.5,559.8,973.4,452.4,399.6,588.7,1011.0,266.7,976.1,978.0,505.8,982.2,251.2,916.3,805.8,881.9,21.5,1038.4,345.3,531.3,259.1,392.1,949.6,361.3,828.7,963.6,491.7,203.9,369.8,972.4,246.6,230.3,820.4,748.6,382.7,444.1,118.0,254.2,199.1,728.7,464.7,960.7,257.9,850.1,820.4,238.3,845.5,155.9,20.0,498.7,841.7,399.1,953.1,1043.0,383.0,250.6,237.3,793.2,425.5,384.9,1023.5,77.6,202.4,338.1,389.1,995.0,916.5,783.9,347.8,189.3,510.4,728.1,272.3,828.4,234.2,426.3,987.2,990.3,1029.6,827.6,475.0,605.6,289.8,40.8,75.0,1018.1,825.0,420.5,757.2,906.1,787.2,494.2,449.5,435.5,534.0,616.6,530.4,166.7,821.8,858.2,943.9,799.6,317.3
FP,621.8,858.9,325.8,804.7,520.4,223.1,760.1,884.7,2695.5,699.9,236.5,160.8,762.9,933.4,879.9,308.9,844.8,85.0,272.8,281.4,849.7,120.9,283.0,503.1,766.8,223.8,30.4,396.6,435.5,235.3,336.8,192.1,821.8,778.4,731.0,315.8,0.0,266.1,733.6,506.8,40.9,556.8,640.6,288.5,891.9,952.5,446.8,778.3,513.7,127.6,274.2,913.4,409.0,159.1,776.0,451.1,216.3,530.9,891.7,457.3,404.5,505.5,929.3,72.9,894.4,896.3,422.6,900.5,256.1,834.6,724.1,800.2,337.4,956.7,262.1,536.2,65.3,304.0,867.9,366.2,747.0,881.9,496.6,216.6,286.6,890.7,95.4,261.3,738.7,666.9,387.6,449.0,250.7,103.0,148.8,647.0,469.6,879.0,174.7,768.4,738.7,243.2,763.8,204.5,284.1,503.6,760.0,404.0,871.4,961.3,299.8,210.9,242.2,711.5,342.3,301.7,941.8,393.5,251.0,339.0,305.9,913.3,834.8,702.2,196.6,211.5,515.3,646.4,242.8,746.7,194.5,343.1,905.5,908.6,947.9,745.9,391.8,610.5,294.7,263.3,233.8,936.4,743.3,425.4,675.5,824.4,705.5,411.0,454.4,352.3,538.9,533.4,535.3,179.4,740.1,776.5,862.2,717.9,33.3
FQ,660.2,897.3,382.2,843.1,576.8,279.5,798.5,923.1,2733.9,738.3,292.9,217.2,801.3,971.8,918.3,365.3,883.2,229.7,311.2,337.8,888.1,175.5,321.4,559.5,805.2,52.8,233.9,453.0,491.9,291.7,375.2,230.5,860.2,816.8,769.4,287.0,254.4,0.0,772.0,563.2,223.4,613.2,679.0,22.3,930.3,990.9,503.2,816.7,570.1,231.9,330.6,951.8,447.4,234.9,814.4,489.5,254.7,569.3,930.1,513.7,460.9,543.9,967.7,239.9,932.8,934.7,461.0,938.9,312.5,873.0,762.5,838.6,308.6,995.1,300.5,592.6,232.3,347.3,906.3,422.6,785.4,920.3,553.0,243.7,325.0,929.1,219.8,65.2,777.1,705.3,444.0,505.4,248.0,192.7,205.2,685.4,526.0,917.4,213.1,806.8,777.1,299.6,802.2,139.8,255.3,560.0,798.4,460.4,909.8,999.7,338.2,267.3,298.6,749.9,380.7,340.1,980.2,364.7,93.2,395.4,344.3,951.7,873.2,740.6,212.8,238.6,571.7,684.8,23.2,785.1,250.9,381.5,944.8,947.0,986.3,784.3,430.2,634.8,351.1,234.5,205.0,974.8,781.7,481.8,713.9,862.8,743.9,449.4,510.8,390.7,595.3,571.8,591.7,206.5,778.5,814.9,900.6,756.3,290.5
FY,849.8,446.3,704.1,392.1,481.1,751.6,369.4,472.1,2310.7,309.2,765.0,689.3,372.2,520.8,467.3,687.2,432.2,681.8,641.7,585.7,437.1,697.4,625.1,513.9,376.1,734.3,686.0,438.8,399.9,675.1,516.6,601.8,409.2,387.7,84.6,848.9,706.5,776.6,0.0,517.6,675.5,639.5,132.9,799.0,479.3,539.9,529.5,365.7,596.4,704.1,561.2,500.8,637.0,735.6,363.4,679.1,525.9,268.0,479.1,540.0,505.2,733.5,516.7,692.0,481.8,484.9,670.6,487.9,579.3,422.0,333.4,409.5,870.5,544.1,510.1,296.5,684.4,638.3,455.3,516.5,356.3,469.3,579.3,716.5,514.6,478.1,671.9,771.8,326.1,75.0,495.1,474.7,710.3,681.2,675.5,280.5,480.4,466.4,624.4,377.7,348.0,621.5,373.1,733.0,817.2,464.3,347.4,525.2,458.8,548.7,634.1,739.4,593.2,320.8,590.3,636.0,529.2,926.6,779.5,542.0,509.5,500.7,422.2,311.5,773.1,683.3,598.0,255.7,753.3,334.1,723.0,591.1,492.9,496.0,535.3,5.4,639.8,335.0,590.1,796.4,752.2,545.7,352.6,410.0,66.6,411.8,341.7,659.0,425.0,580.3,621.6,761.4,538.5,715.4,349.4,385.8,449.6,327.2,742.6
GC,890.0,604.7,378.8,550.5,80.5,478.4,505.9,630.5,2480.7,445.7,491.8,416.1,508.7,679.2,625.7,361.9,590.6,441.5,541.0,220.1,595.5,457.1,551.2,4.3,512.6,512.0,445.7,113.5,94.7,349.8,545.3,460.3,567.6,524.2,476.8,523.6,466.2,554.3,479.4,0.0,435.2,274.2,386.4,576.7,637.7,698.3,164.2,524.1,231.1,463.8,234.6,659.2,677.2,495.3,521.8,719.3,484.5,223.9,637.5,157.5,96.9,773.7,675.1,451.7,640.2,643.3,690.8,646.3,254.0,580.4,469.9,546.0,545.2,702.5,530.3,195.4,444.1,572.2,613.7,133.2,492.8,627.7,214.0,391.2,554.8,636.5,431.6,534.2,484.5,412.7,111.8,54.6,385.0,440.9,350.2,390.1,34.2,624.8,442.9,514.2,484.5,296.2,509.6,459.8,491.9,95.1,505.8,141.9,617.2,707.1,568.0,466.2,267.9,457.3,610.5,569.9,687.6,601.3,506.3,158.7,538.2,659.1,580.6,448.0,532.8,358.0,232.7,392.2,531.0,492.5,449.8,611.3,651.3,654.4,693.7,484.9,660.0,271.2,206.8,471.1,426.9,682.2,489.1,84.6,421.3,570.2,451.3,679.2,123.5,620.5,256.3,801.6,28.4,390.1,485.9,522.3,608.0,463.7,502.3
GE,580.8,817.9,284.8,763.7,479.4,182.1,719.1,843.7,2654.5,658.9,195.5,119.8,721.9,892.4,838.9,267.9,803.8,64.3,231.8,240.4,808.7,79.9,242.0,462.1,725.8,182.8,10.4,355.6,394.5,194.3,295.8,151.1,780.8,737.4,690.0,274.8,30.9,225.1,692.6,465.8,0.0,515.8,599.6,247.5,850.9,911.5,405.8,737.3,472.7,86.6,233.2,872.4,368.0,118.1,735.0,410.1,175.3,489.9,850.7,416.3,363.5,464.5,888.3,31.9,853.4,856.5,381.6,859.5,215.1,793.6,683.1,759.2,296.4,915.7,221.1,495.2,24.3,263.0,826.9,325.2,706.0,840.9,455.6,175.6,245.6,849.7,54.4,220.3,697.7,625.9,346.6,408.0,209.7,63.7,107.8,603.3,428.6,838.0,133.7,727.4,697.7,202.2,722.8,163.5,243.1,462.6,719.0,363.0,830.4,920.3,258.8,169.9,201.2,670.5,301.3,260.7,900.8,352.5,210.0,302.0,264.9,872.3,793.8,661.2,155.6,170.5,474.3,605.4,201.8,705.7,153.5,302.1,864.5,867.6,906.9,698.1,350.8,571.0,253.7,222.3,192.8,895.4,702.3,384.4,634.5,783.4,664.5,370.0,423.3,311.3,497.9,492.4,494.3,138.4,699.1,735.5,821.2,676.9,67.0
GH,938.0,721.0,426.8,666.8,295.9,526.4,622.2,746.8,2597.0,562.0,539.8,464.1,625.0,795.5,742.0,409.9,706.9,489.5,589.0,266.7,711.8,505.1,599.2,247.1,628.9,560.0,493.7,172.1,211.0,397.8,653.0,508.3,683.9,640.5,593.1,571.6,514.2,602.3,595.7,250.8,483.2,0.0,502.7,624.7,754.0,814.6,135.3,640.4,27.1,511.8,281.2,775.5,725.2,543.3,638.1,767.3,532.5,340.2,753.8,145.8,148.5,821.7,791.4,499.7,756.5,759.6,738.8,762.6,302.0,696.7,586.2,662.3,593.2,818.8,578.3,311.7,492.1,620.2,730.0,179.8,609.1,744.0,39.1,439.2,602.8,752.8,479.6,582.2,600.8,529.0,158.4,193.0,433.0,488.9,398.2,506.4,213.6,741.1,490.9,630.5,600.8,344.2,625.9,507.8,539.9,279.1,622.1,188.5,733.5,823.4,616.0,514.2,315.9,573.6,658.5,617.9,803.9,649.3,554.3,205.3,622.1,775.4,696.9,564.3,580.8,406.0,159.2,508.5,579.0,608.8,497.8,659.3,767.6,770.7,810.0,601.2,708.0,387.5,253.4,519.1,474.9,798.5,605.4,200.9,537.6,686.5,567.6,727.2,239.8,668.5,11.2,849.6,279.3,438.1,602.2,638.6,724.3,580.0,550.3
GJ,741.1,337.6,595.4,283.4,372.4,642.9,260.7,363.4,2202.0,200.5,656.3,580.6,263.5,412.1,358.6,578.5,323.5,573.1,533.0,477.0,328.4,588.7,516.4,405.2,267.4,625.6,577.3,330.1,291.2,566.4,407.9,493.1,300.5,279.0,134.6,740.2,597.8,667.9,137.2,408.9,566.8,530.8,0.0,690.3,370.6,431.2,420.8,257.0,487.7,595.4,452.5,392.1,528.3,626.9,254.7,570.4,417.2,159.3,370.4,431.3,396.5,624.8,408.0,583.3,373.1,376.2,561.9,379.2,470.6,313.3,224.7,300.8,761.8,435.4,401.4,187.8,575.7,529.6,346.6,407.8,247.6,360.6,470.6,607.8,405.9,369.4,563.2,663.1,217.4,70.5,386.4,366.0,601.6,572.5,566.8,171.8,371.7,357.7,515.7,269.0,239.3,512.8,264.4,624.3,708.5,355.6,238.7,416.5,350.1,440.0,525.4,630.7,484.5,212.1,481.6,527.3,420.5,817.9,670.8,433.3,400.8,392.0,313.5,202.8,664.4,574.6,489.3,147.0,644.6,225.4,614.3,482.4,384.2,387.3,426.6,142.7,531.1,226.3,481.4,687.7,643.5,437.0,243.9,301.3,79.1,303.1,233.0,550.3,316.3,471.6,512.9,652.7,429.8,606.7,240.7,277.1,340.9,218.5,633.9
GL,672.6,909.7,394.6,855.5,589.2,291.9,810.9,935.5,2746.3,750.7,305.3,229.6,813.7,984.2,930.7,377.7,895.6,242.1,323.6,350.2,900.5,187.9,333.8,571.9,817.6,65.2,246.3,465.4,504.3,304.1,387.6,242.9,872.6,829.2,781.8,299.4,266.8,12.3,784.4,575.6,235.8,625.6,691.4,0.0,942.7,1003.3,515.6,829.1,582.5,244.3,343.0,964.2,459.8,247.3,826.8,501.9,267.1,581.7,942.5,526.1,473.3,556.3,980.1,252.3,945.2,948.3,473.4,951.3,324.9,885.4,774.9,851.0,321.0,1007.5,312.9,605.0,244.7,354.8,918.7,435.0,797.8,932.7,565.4,256.1,337.4,941.5,232.2,77.6,789.5,717.7,456.4,517.8,260.4,205.1,217.6,695.1,538.4,929.8,225.5,819.2,789.5,312.0,814.6,152.2,267.7,572.4,810.8,472.8,922.2,1012.1,350.6,279.7,311.0,762.3,393.1,352.5,992.6,377.1,105.6,411.8,356.7,964.1,885.6,753.0,225.2,251.0,584.1,697.2,35.6,797.5,263.3,393.9,956.3,959.4,998.7,789.9,442.6,648.7,363.5,246.9,217.4,987.2,794.1,494.2,726.3,875.2,756.3,461.8,533.1,403.1,607.7,584.2,604.1,218.9,790.9,827.3,913.0,768.7,302.9
GS,1019.1,313.8,873.4,85.9,650.4,920.9,538.7,138.5,2293.2,478.5,934.3,858.6,541.5,314.1,260.6,856.5,319.7,851.1,811.0,755.0,50.2,866.7,794.4,683.2,545.4,903.6,855.3,608.1,569.2,844.4,685.9,771.1,89.6,557.0,467.7,1018.2,875.8,945.9,470.3,686.9,844.8,808.8,377.3,968.3,0.0,59.4,698.8,159.0,765.7,873.4,730.5,87.8,806.3,904.9,140.8,848.4,695.2,437.3,66.1,709.3,674.5,902.8,103.7,861.3,334.7,329.2,839.9,7.4,748.6,289.5,502.7,578.8,1039.8,63.6,679.4,465.8,853.7,812.5,342.8,685.8,525.6,322.2,748.6,885.8,683.9,357.8,841.2,941.1,215.6,403.6,664.4,644.0,879.6,848.8,844.8,452.5,649.7,311.9,793.7,547.0,517.3,790.8,542.4,902.3,986.5,633.6,122.0,694.5,45.8,342.0,803.4,908.7,762.5,490.1,759.6,805.3,382.1,1095.9,948.8,715.1,678.8,294.0,153.8,480.8,942.4,852.6,767.3,425.0,922.6,346.3,892.3,760.4,32.9,289.3,122.3,482.6,809.1,504.3,759.4,965.7,921.5,715.0,521.9,579.3,412.2,299.3,511.0,828.3,584.4,749.6,790.9,930.7,707.8,884.7,518.7,555.1,295.1,496.5,911.9
GU,1080.0,374.7,934.3,146.8,711.3,981.8,599.6,199.4,2354.1,539.4,995.2,919.5,602.4,375.0,321.5,917.4,380.6,912.0,871.9,815.9,111.1,927.6,855.3,744.1,606.3,964.5,916.2,669.0,630.1,905.3,746.8,832.0,150.5,617.9,528.6,1079.1,936.7,1006.8,531.2,747.8,905.7,869.7,438.2,1029.2,59.7,0.0,759.7,219.9,826.6,934.3,791.4,148.7,867.2,965.8,201.7,909.3,756.1,498.2,127.0,770.2,735.4,963.7,152.5,922.2,395.6,390.1,900.8,51.1,809.5,350.4,563.6,639.7,1100.7,4.2,740.3,526.7,914.6,873.4,403.7,746.7,586.5,383.1,809.5,946.7,744.8,418.7,902.1,1002.0,276.5,464.5,725.3,704.9,940.5,909.7,905.7,513.4,712.1,372.8,854.6,607.9,578.2,851.7,603.3,963.2,1047.4,694.5,182.9,755.4,106.7,402.9,864.3,969.6,823.4,551.0,820.5,866.2,443.0,1156.8,1009.7,776.0,739.7,354.9,214.7,541.7,1003.3,913.5,828.2,485.9,983.5,407.2,953.2,821.3,93.8,350.2,134.4,536.7,870.0,563.7,820.3,1026.6,982.4,775.9,582.8,640.2,473.1,360.2,571.9,889.2,645.3,810.5,851.8,991.6,768.7,945.6,579.6,616.0,356.0,557.4,972.8
GW,836.3,619.3,325.1,565.1,194.2,424.7,520.5,645.1,2495.3,460.3,438.1,362.4,523.3,693.8,640.3,308.2,605.2,387.8,487.3,165.0,610.1,403.4,497.5,145.4,527.2,458.3,392.0,70.4,109.3,296.1,551.3,406.6,582.2,538.8,491.4,469.9,412.5,500.6,494.0,149.1,381.5,163.6,401.0,523.0,652.3,712.9,0.0,538.7,120.5,410.1,179.5,673.8,623.5,441.6,536.4,665.6,430.8,238.5,652.1,10.4,46.8,720.0,689.7,398.0,654.8,656.7,637.1,660.9,200.3,595.0,484.5,560.6,491.5,717.1,476.6,210.0,390.4,523.4,628.3,78.1,507.4,642.3,103.4,337.5,501.1,651.1,377.9,480.5,499.1,427.3,56.7,91.3,331.3,385.5,296.5,407.4,113.4,639.4,389.2,528.8,499.1,242.5,524.2,406.1,438.2,177.4,520.4,86.8,631.8,721.7,514.3,412.5,214.2,471.9,556.8,516.2,702.2,547.6,452.6,107.4,520.4,673.7,595.2,462.6,479.1,304.3,122.1,406.8,477.3,507.1,396.1,557.6,665.9,669.0,708.3,506.3,606.3,284.3,151.7,417.4,373.2,696.8,503.7,99.2,435.9,584.8,465.9,625.5,128.2,566.8,145.7,747.9,177.6,336.4,500.5,536.9,622.6,478.3,448.6
GY,904.4,154.7,758.7,143.0,535.7,806.2,424.0,223.0,2134.1,363.8,819.6,743.9,426.8,155.0,101.5,741.8,160.6,736.4,696.3,640.3,156.3,752.0,679.7,568.5,430.7,788.9,740.6,493.4,454.5,729.7,571.2,656.4,73.3,442.3,353.0,903.5,761.1,831.2,355.6,572.2,730.1,694.1,262.6,853.6,162.5,223.1,584.1,0.0,651.0,758.7,615.8,164.9,691.6,790.2,27.5,733.7,580.5,322.6,143.2,594.6,559.8,788.1,180.8,746.6,175.6,171.3,725.2,171.1,633.9,130.4,388.0,464.1,925.1,227.3,564.7,351.1,739.0,692.9,183.7,571.1,410.9,163.1,633.9,771.1,569.2,198.7,726.5,826.4,100.9,288.9,549.7,529.3,764.9,735.8,730.1,335.1,535.0,152.8,679.0,432.3,402.6,676.1,427.7,787.6,871.8,518.9,98.3,579.8,122.9,182.9,688.7,794.0,647.8,375.4,644.9,690.6,223.0,981.2,834.1,596.6,564.1,134.9,86.3,366.1,827.7,737.9,652.6,310.3,807.9,231.6,777.6,645.7,157.0,130.2,199.4,361.1,694.4,389.6,644.7,851.0,806.8,600.3,407.2,464.6,297.5,140.2,396.3,713.6,479.6,634.9,676.2,816.0,593.1,770.0,404.0,440.4,136.0,381.8,797.2
HK,910.8,693.8,399.6,639.6,268.7,499.2,595.0,719.6,2569.8,534.8,512.6,436.9,597.8,768.3,714.8,382.7,679.7,462.3,561.8,239.5,684.6,477.9,572.0,219.9,601.7,532.8,466.5,144.9,183.8,370.6,625.8,481.1,656.7,613.3,565.9,544.4,487.0,575.1,568.5,223.6,456.0,43.0,475.5,597.5,726.8,787.4,108.1,613.2,0.0,484.6,254.0,748.3,698.0,516.1,610.9,740.1,505.3,313.0,726.6,118.6,121.3,794.5,764.2,472.5,729.3,732.4,711.6,735.4,274.8,669.5,559.0,635.1,566.0,791.6,551.1,284.5,464.9,593.0,702.8,152.6,581.9,716.8,11.9,412.0,575.6,725.6,452.4,555.0,573.6,501.8,131.2,165.8,405.8,461.7,371.0,479.2,186.4,713.9,463.7,603.3,573.6,317.0,598.7,480.6,512.7,251.9,594.9,161.3,706.3,796.2,588.8,487.0,288.7,546.4,631.3,590.7,776.7,622.1,527.1,178.1,594.9,748.2,669.7,537.1,553.6,378.8,132.0,481.3,551.8,581.6,470.6,632.1,740.4,743.5,782.8,574.0,680.8,360.3,226.2,491.9,447.7,771.3,578.2,173.7,510.4,659.3,540.4,700.0,212.6,641.3,25.1,822.4,252.1,410.9,575.0,611.4,697.1,552.8,523.1
HM,599.4,836.5,303.4,782.3,498.0,200.7,737.7,862.3,2673.1,677.5,214.1,138.4,740.5,911.0,857.5,286.5,822.4,89.1,250.4,259.0,827.3,86.8,260.6,480.7,744.4,197.1,107.1,374.2,413.1,212.9,314.4,169.7,799.4,756.0,708.6,293.4,127.6,239.4,711.2,484.4,96.6,534.4,618.2,261.8,869.5,930.1,424.4,755.9,491.3,0.0,251.8,891.0,386.6,31.4,753.6,428.7,193.9,508.5,869.3,434.9,382.1,483.1,906.9,113.1,872.0,875.1,400.2,878.1,233.7,812.2,701.7,777.8,315.0,934.3,239.7,513.8,105.5,281.6,845.5,343.8,724.6,859.5,474.2,194.2,264.2,868.3,42.1,234.6,716.3,644.5,365.2,426.6,228.3,88.5,126.4,621.9,447.2,856.6,152.3,746.0,716.3,220.8,741.4,182.1,261.7,481.2,737.6,381.6,849.0,938.9,277.4,188.5,219.8,689.1,319.9,279.3,919.4,371.1,228.6,320.6,283.5,890.9,812.4,679.8,98.9,189.1,492.9,624.0,216.1,724.3,172.1,320.7,883.1,886.2,925.5,716.7,369.4,589.6,272.3,240.9,211.4,914.0,720.9,403.0,653.1,802.0,683.1,388.6,441.9,329.9,516.5,511.0,512.9,157.0,717.7,754.1,839.8,695.5,151.7
HS,654.0,671.2,142.8,617.0,246.1,242.4,572.4,697.0,2547.2,512.2,255.8,180.1,575.2,745.7,692.2,125.9,657.1,205.5,305.0,24.4,662.0,221.1,315.2,235.1,579.1,276.0,209.7,122.3,161.2,113.8,369.0,224.3,634.1,590.7,543.3,287.6,230.2,318.3,545.9,238.8,199.2,299.8,452.9,340.7,704.2,764.8,189.8,590.6,256.7,227.8,0.0,725.7,441.2,259.3,588.3,483.3,248.5,290.4,704.0,200.3,147.5,537.7,741.6,215.7,706.7,709.8,454.8,712.8,18.0,646.9,536.4,612.5,309.2,769.0,294.3,261.9,208.1,336.2,680.2,109.2,559.3,694.2,239.6,155.2,318.8,703.0,195.6,298.2,551.0,479.2,130.6,192.0,149.0,204.9,114.2,456.6,201.6,691.3,206.9,580.7,551.0,60.2,576.1,223.8,255.9,229.3,572.3,147.0,683.7,773.6,332.0,230.2,31.9,523.8,374.5,333.9,754.1,365.3,270.3,86.0,338.1,725.6,647.1,514.5,296.8,122.0,258.3,458.7,295.0,559.0,213.8,375.3,717.8,720.9,760.2,551.4,424.0,337.7,37.7,235.1,190.9,748.7,555.6,151.1,487.8,636.7,517.8,443.2,190.0,384.5,281.9,565.6,267.3,154.1,552.4,588.8,674.5,530.2,266.3
HT,1056.4,316.6,910.7,137.7,687.7,958.2,576.0,190.3,2296.0,515.8,971.6,895.9,578.8,316.9,263.4,893.8,322.5,888.4,848.3,792.3,102.0,904.0,831.7,720.5,582.7,940.9,892.6,645.4,606.5,881.7,723.2,808.4,92.4,594.3,505.0,1055.5,913.1,983.2,507.6,724.2,882.1,846.1,414.6,1005.6,108.2,158.3,736.1,161.8,803.0,910.7,767.8,0.0,843.6,942.2,143.6,885.7,732.5,474.6,22.1,746.6,711.8,940.1,15.8,898.6,337.5,333.2,877.2,116.8,785.9,292.3,540.0,616.1,1077.1,154.1,716.7,503.1,891.0,844.9,345.6,723.1,562.9,325.0,785.9,923.1,721.2,360.6,878.5,978.4,252.9,440.9,701.7,681.3,916.9,887.8,882.1,487.1,687.0,314.7,831.0,584.3,554.6,828.1,579.7,939.6,1023.8,670.9,173.8,731.8,42.9,344.8,840.7,946.0,799.8,527.4,796.9,842.6,384.9,1133.2,986.1,748.6,716.1,296.8,156.6,518.1,979.7,889.9,804.6,462.3,959.9,383.6,929.6,797.7,102.7,292.1,34.4,513.1,846.4,541.6,796.7,1003.0,958.8,752.3,559.2,616.6,449.5,302.1,548.3,865.6,631.6,786.9,828.2,968.0,745.1,922.0,556.0,592.4,297.9,533.8,949.2
