from_stop,AC,AD,AF,AI,AM,BC,BH,BI,BJ,BP,BX,CC,CE,CO,CQ,CR,CU,CX,CY,DH,DN,DU,DX,EI,EQ,EW,EY,FA,FB,FI,FN,FZ,GA,GX,GY,HB,HE,HH,HM,HP,HV,IO,IW,IY,IZ,JB,JH,JL,JN,JU,KK,KL,KP,KT,KU,KZ,LB,LL,LN,LP,LV,MA,MD,MJ,MP,MZ,NG,NH,NI,NK,NM,NN,NQ,NU,NX,NZ,OD,OH,OU,PD,PL,PN,PO,PP,PQ,RA,RG,RR,RS,SE,SF,SK,SM,SN,SY,TD,TF,TL,TP,TT,TX,UG,UQ,VL,VQ,VZ,WE,WH,WJ,WK,WL,WM,WS,WV,WX,XA,XH,XK,XL,XO,XP,YC,YK,YL,YM,YO,YU,YV,YX,YY,ZA,ZD,ZV,ZW,ZX
HP,618.6,840.9,411.7,865.1,554.7,518.4,354.5,995.9,93.4,1012.3,2045.2,1026.0,56.6,30.2,380.0,299.0,281.5,430.4,967.4,577.6,1226.6,303.9,459.2,968.7,251.1,1049.5,246.2,291.8,328.9,834.8,965.2,425.3,428.0,541.8,955.0,979.0,376.6,836.1,374.3,0.0,336.9,443.3,1020.8,355.8,1164.3,994.2,455.9,242.6,410.7,339.4,221.8,1268.3,1187.3,238.3,149.7,992.7,440.5,603.9,962.9,276.5,963.5,464.6,460.1,391.8,866.0,983.4,197.2,376.6,853.6,185.2,624.6,1000.7,1017.7,450.6,701.1,1226.9,972.4,428.8,676.9,295.4,492.9,307.2,637.6,222.7,952.1,850.3,587.1,51.6,393.3,1006.0,821.6,1259.1,506.9,316.5,233.2,326.6,980.2,1041.3,922.1,941.5,1130.6,292.7,378.0,635.6,1201.9,638.8,182.0,225.5,300.1,584.8,126.8,390.9,467.2,624.6,247.5,288.5,375.9,1048.8,971.8,70.7,844.6,458.6,872.3,345.2,850.1,602.2,1112.1,361.1,402.9,953.5,593.4,631.6,430.7,382.7,377.7
HV,386.9,878.9,184.7,892.1,346.6,310.3,127.5,1033.9,339.8,1050.3,2083.2,1064.0,289.0,285.4,153.0,337.0,319.5,203.4,1005.4,345.9,1264.6,341.9,472.0,1006.7,230.0,1082.8,234.9,329.8,101.9,872.7,1003.2,198.3,196.3,333.7,993.0,1017.0,149.6,874.1,412.3,314.9,0.0,481.3,1058.8,393.8,1202.3,1027.5,493.9,280.6,165.7,112.4,259.7,1306.3,1225.3,187.6,187.7,1030.7,213.5,395.8,1000.9,291.7,1001.5,497.9,233.1,187.6,904.0,1021.4,235.2,409.9,873.7,223.2,392.9,1038.7,1055.7,223.6,474.1,1264.9,1010.4,466.8,449.9,244.7,284.8,256.5,410.6,260.7,990.1,888.3,355.4,264.1,161.6,1049.4,859.6,1297.1,275.2,354.5,182.5,122.4,1018.2,1079.3,960.1,979.5,1168.6,242.0,133.0,408.6,1239.9,411.8,220.0,174.8,55.1,357.8,190.2,428.9,240.2,397.6,79.0,321.8,171.7,1086.8,1009.8,317.1,882.6,231.6,910.3,141.0,888.1,375.2,1150.1,134.1,157.9,991.5,366.4,404.6,468.7,420.7,128.0
IO,667.5,616.9,465.3,629.6,479.2,442.9,408.1,771.4,375.4,787.8,1820.7,801.5,324.6,321.0,433.6,53.6,224.0,484.0,742.9,626.5,1002.1,246.4,337.7,744.2,175.6,820.3,170.7,67.3,382.5,610.2,743.0,478.9,476.9,466.3,727.5,756.4,430.2,611.6,316.8,350.5,390.5,0.0,799.8,106.2,941.5,771.6,108.6,94.6,391.1,393.0,146.3,1040.1,962.8,291.9,194.2,768.2,494.1,528.4,738.4,201.0,739.0,18.1,513.7,445.4,641.5,758.9,242.2,314.4,611.2,158.7,626.5,776.2,793.2,504.2,754.7,1002.4,747.9,100.1,730.5,349.0,417.4,360.8,691.2,165.2,727.6,625.8,638.5,299.7,442.2,785.3,586.3,1034.6,555.8,259.0,286.8,380.2,755.7,816.8,697.6,717.0,906.1,346.3,358.4,689.2,977.4,620.4,227.0,279.1,353.7,498.7,225.8,110.2,520.8,678.2,301.1,226.3,429.5,824.3,747.3,352.7,620.1,510.6,647.8,398.8,625.6,655.8,887.6,414.7,383.3,715.1,647.0,638.2,83.4,325.2,287.3
IW,1380.1,317.2,1177.9,214.8,1191.8,1155.5,1120.7,32.5,1088.0,42.2,2154.1,42.0,1032.9,1033.6,1146.2,767.1,936.6,1196.6,98.7,1339.1,794.4,959.0,1082.2,271.2,888.2,41.4,883.3,751.5,1090.8,288.7,89.9,1187.2,1185.2,1178.9,257.5,87.1,1142.8,247.5,994.2,1067.3,1098.8,824.2,0.0,858.5,597.5,200.5,857.4,807.2,1103.7,1105.6,858.9,701.5,755.1,1004.5,906.8,295.2,1206.7,1241.0,144.2,913.6,174.5,840.8,1226.3,1158.0,301.6,285.9,954.8,987.5,269.2,871.3,1339.1,67.3,208.5,1216.8,1467.3,660.1,183.4,848.9,1443.1,1061.6,1130.0,1073.4,1403.8,877.8,103.0,317.2,1344.3,1012.3,1154.8,22.1,313.6,692.3,1264.1,971.6,999.4,1092.8,48.2,658.9,224.6,244.0,698.4,1058.9,1071.0,1401.8,635.1,1333.0,939.6,991.7,1066.3,1211.3,938.4,859.0,1233.4,1386.5,1013.7,938.9,1142.1,24.4,178.5,1065.3,238.4,1224.8,194.8,1111.4,233.4,1368.4,679.9,1127.3,1095.9,121.4,1359.6,1350.8,832.2,1002.6,995.6
IY,689.8,644.7,487.6,668.9,507.5,471.2,430.4,799.7,397.7,816.1,1849.0,833.5,346.9,343.3,455.9,81.9,85.3,506.3,771.2,648.8,1030.4,146.5,224.0,772.5,203.9,848.6,199.0,95.6,401.3,638.6,769.0,497.7,499.2,494.6,758.8,782.8,452.5,639.9,139.1,377.0,409.3,83.7,824.6,0.0,968.1,793.3,96.3,122.9,419.4,415.3,174.6,1072.1,991.1,314.2,216.5,796.5,516.4,556.7,766.7,229.3,767.3,104.0,536.0,467.7,669.8,787.2,264.5,136.7,657.4,181.0,658.5,804.5,821.5,526.5,777.0,1030.7,776.2,69.2,752.8,371.3,445.7,383.1,713.5,144.0,755.9,654.1,658.3,322.0,464.5,809.8,625.4,1062.9,578.1,120.8,309.1,402.5,784.0,845.1,725.9,745.3,934.4,368.6,386.7,711.5,1005.7,648.7,249.3,301.4,376.0,527.0,248.1,55.0,543.1,697.0,323.4,156.1,451.8,852.6,775.6,375.0,648.4,531.0,676.1,421.1,653.9,674.6,915.9,437.0,411.6,761.0,669.3,666.5,71.1,147.5,315.6
IZ,1149.7,569.1,1251.1,486.7,1238.3,1228.7,1193.9,590.3,1161.2,606.7,2227.3,618.8,1108.8,1106.8,1219.4,840.3,1009.8,1269.8,561.8,1285.4,257.9,1032.2,1158.1,563.1,961.4,637.6,956.5,824.7,1168.3,476.5,559.6,1264.7,1261.1,1252.6,549.4,573.4,1216.0,564.3,1067.4,1140.5,1176.3,897.4,615.2,931.7,0.0,582.3,930.6,880.4,1176.9,1178.8,932.1,165.0,218.6,1077.7,980.0,587.1,1279.9,1225.6,557.3,986.8,557.9,914.0,1299.5,1231.2,594.2,577.8,1028.0,1065.0,581.8,944.5,1195.2,595.1,612.1,1290.0,1187.0,60.8,566.8,922.1,1201.3,1134.8,1203.2,1146.6,1239.2,951.0,546.5,578.5,1273.3,1085.5,1226.4,604.2,548.2,155.8,1272.8,1044.8,1072.6,1166.0,574.6,122.4,516.5,535.9,161.9,1132.1,1144.2,1190.8,35.8,1255.7,1012.8,1064.9,1139.5,1219.0,1011.6,932.2,1306.6,1232.7,1086.9,1010.5,1215.3,643.2,564.6,1138.5,572.8,1280.6,466.7,1184.6,578.3,1314.7,143.4,1200.5,1169.1,546.3,1195.0,1208.5,905.4,1075.8,1073.1
JB,1329.0,266.6,1126.8,177.4,1140.7,1104.4,1069.6,177.2,1036.9,176.5,2103.0,179.6,986.1,982.5,1095.1,716.0,885.5,1145.5,121.0,1288.0,743.3,907.9,1035.4,220.1,837.1,198.4,832.2,700.4,1044.0,237.6,118.8,1140.4,1138.4,1127.8,203.4,132.6,1091.7,196.4,943.1,1016.2,1052.0,773.1,201.1,803.9,546.4,0.0,806.3,756.1,1052.6,1054.5,807.8,650.4,704.0,953.4,855.7,244.1,1155.6,1189.9,96.7,862.5,25.9,789.7,1175.2,1106.9,250.5,234.8,903.7,940.7,218.1,820.2,1288.0,154.3,23.2,1165.7,1416.2,609.0,50.7,797.8,1392.0,1010.5,1078.9,1022.3,1352.7,826.7,105.7,266.1,1297.5,961.2,1103.7,186.3,266.8,641.2,1217.3,920.5,948.3,1041.7,161.5,607.8,173.5,192.9,647.3,1007.8,1019.9,1350.7,584.0,1281.9,888.5,940.6,1015.2,1160.2,887.3,807.9,1182.3,1339.7,962.6,887.8,1091.0,214.6,17.6,1014.2,187.3,1173.7,143.7,1060.3,182.3,1317.3,628.8,1076.2,1044.8,107.1,1308.5,1299.7,781.1,951.5,948.8
JH,705.1,654.5,502.9,667.2,516.8,480.5,445.7,809.0,413.0,825.4,1858.3,839.1,362.2,358.6,471.2,91.2,261.6,521.6,780.5,664.1,1039.7,284.0,354.7,781.8,213.2,857.9,208.3,104.9,420.1,647.8,780.6,516.5,514.5,503.9,765.1,794.0,467.8,649.2,262.4,388.1,428.1,93.0,837.4,123.2,979.1,809.2,0.0,132.2,428.7,430.6,183.9,1077.7,1000.4,329.5,231.8,805.8,531.7,566.0,776.0,238.6,776.6,111.2,551.3,483.0,679.1,796.5,279.8,260.0,648.8,196.3,664.1,813.8,830.8,541.8,792.3,1040.0,785.5,117.1,768.1,386.6,455.0,398.4,728.8,202.8,765.2,663.4,676.1,337.3,479.8,822.9,623.9,1072.2,593.4,296.6,324.4,417.8,793.3,854.4,735.2,754.6,943.7,383.9,396.0,726.8,1015.0,658.0,264.6,316.7,391.3,536.3,263.4,127.2,558.4,715.8,338.7,263.9,467.1,861.9,784.9,390.3,657.7,548.2,685.4,436.4,663.2,693.4,925.2,452.3,420.9,752.7,684.6,675.8,23.6,270.8,324.9
JL,572.8,598.7,370.6,611.4,384.5,348.2,313.4,753.2,280.7,769.6,1802.5,783.3,229.9,226.3,338.9,56.3,129.3,389.3,724.7,531.8,983.9,151.7,307.0,726.0,80.9,802.1,76.0,49.1,287.8,592.0,724.8,384.2,382.2,371.6,709.3,738.2,335.5,593.4,222.1,255.8,295.8,113.4,781.6,207.3,923.3,753.4,146.6,0.0,296.4,298.3,51.6,1021.9,944.6,197.2,99.5,750.0,399.4,433.7,720.2,106.3,720.8,131.6,419.0,350.7,623.3,740.7,147.5,219.7,593.0,64.0,531.8,758.0,775.0,409.5,660.0,984.2,729.7,138.1,635.8,254.3,322.7,266.1,596.5,70.5,709.4,607.6,543.8,205.0,347.5,767.1,568.1,1016.4,461.1,164.3,192.1,285.5,737.5,798.6,679.4,698.8,887.9,251.6,263.7,594.5,959.2,525.7,132.3,184.4,259.0,404.0,131.1,148.2,426.1,583.5,206.4,131.6,334.8,806.1,729.1,258.0,601.9,415.9,629.6,304.1,607.4,561.1,869.4,320.0,288.6,696.9,552.3,543.5,121.4,230.5,192.6
JN,400.5,892.2,180.3,904.9,250.9,214.6,187.6,1046.7,419.9,1063.1,2096.0,1076.8,369.1,365.5,166.6,349.8,350.3,217.0,1018.2,359.5,1277.4,372.7,451.3,1019.5,209.3,1095.6,214.2,342.6,162.0,885.5,1018.3,211.9,209.9,238.0,1002.8,1031.7,209.7,886.9,443.1,395.0,152.0,406.9,1075.1,428.3,1216.8,1046.9,440.1,293.4,0.0,172.5,239.0,1315.4,1238.1,267.7,267.8,1043.5,227.1,300.1,1013.7,271.0,1014.3,425.1,246.7,267.7,916.8,1034.2,315.3,440.7,886.5,265.0,398.2,1051.5,1068.5,237.2,487.7,1277.7,1023.2,497.6,463.5,324.8,189.1,336.6,424.2,291.5,1002.9,901.1,371.5,344.2,175.2,1060.6,861.6,1309.9,288.8,385.3,262.6,202.5,1031.0,1092.1,972.9,992.3,1181.4,322.1,22.6,422.2,1252.7,392.1,300.1,254.9,93.4,270.4,270.3,481.6,260.7,411.2,159.1,352.6,251.8,1099.6,1022.6,397.2,895.4,243.6,923.1,221.1,900.9,388.8,1162.9,194.2,36.4,990.4,380.0,409.9,414.9,451.5,107.3
JU,340.0,884.6,109.4,897.3,304.1,267.8,15.1,1039.1,345.0,1055.5,2088.4,1069.2,294.2,290.6,106.1,342.2,324.7,156.5,1010.6,299.0,1269.8,347.1,495.2,1011.9,253.2,1088.0,258.1,335.0,69.4,877.9,1010.7,151.4,149.4,291.2,995.2,1024.1,102.7,879.3,417.5,320.1,95.1,486.5,1067.5,402.7,1209.2,1039.3,499.1,285.8,188.9,0.0,265.0,1307.8,1230.5,192.8,192.9,1035.9,166.6,337.5,1006.1,314.9,1006.7,504.7,186.2,192.8,909.2,1026.6,240.4,415.1,878.9,228.4,346.0,1043.9,1060.9,176.7,427.2,1270.1,1015.6,472.0,403.0,249.9,242.3,261.7,363.7,265.9,995.3,893.5,311.0,269.3,114.7,1053.0,854.0,1302.3,228.3,359.7,187.7,127.6,1023.4,1084.5,965.3,984.7,1173.8,247.2,156.2,361.7,1245.1,364.9,225.2,180.0,78.3,310.9,195.4,434.1,127.7,350.7,84.2,327.0,176.9,1092.0,1015.0,322.3,887.8,183.1,915.5,146.2,893.3,328.3,1155.3,87.2,182.9,982.8,319.5,357.7,473.9,425.9,151.2
KK,534.7,653.1,332.5,665.8,332.8,296.5,275.3,807.6,242.6,824.0,1856.9,837.7,191.8,188.2,300.8,110.7,111.2,351.2,779.1,493.7,1038.3,133.6,288.9,780.4,29.2,856.5,24.3,103.5,249.7,646.4,779.2,346.1,344.1,319.9,763.7,792.6,297.4,647.8,204.0,217.7,257.7,167.8,836.0,189.2,977.7,807.8,201.0,54.3,244.7,260.2,0.0,1076.3,999.0,159.1,61.4,804.4,361.3,382.0,774.6,54.6,775.2,186.0,380.9,312.6,677.7,795.1,109.4,201.6,647.4,25.9,480.1,812.4,829.4,371.4,621.9,1038.6,784.1,258.5,597.7,216.2,271.0,228.0,558.4,52.4,763.8,662.0,505.7,166.9,309.4,821.5,622.5,1070.8,423.0,146.2,154.0,247.4,791.9,853.0,733.8,753.2,942.3,213.5,212.0,556.4,1013.6,474.0,94.2,146.3,220.9,352.3,93.0,202.6,388.0,545.4,168.3,113.5,296.7,860.5,783.5,219.9,656.3,377.8,684.0,266.0,661.8,523.0,923.8,281.9,236.9,751.3,514.2,491.8,175.8,212.4,140.9
KL,1187.7,642.1,1324.1,666.3,1359.3,1301.7,1266.9,797.1,1234.2,813.5,2300.3,827.2,1186.6,1179.8,1292.4,913.3,1082.8,1342.8,768.6,1408.0,330.9,1105.2,1232.7,769.9,1034.4,849.2,1029.5,897.7,1241.3,636.0,766.4,1337.7,1338.9,1325.1,756.2,780.2,1289.0,637.3,1140.4,1213.5,1249.3,970.4,822.0,1004.7,162.0,793.9,1003.6,953.4,1249.9,1251.8,1005.1,0.0,291.6,1150.7,1053.0,793.9,1352.9,1346.6,764.1,1059.8,764.7,987.0,1372.5,1304.2,667.2,784.6,1101.0,1138.0,654.8,1017.5,1321.0,801.9,818.9,1363.0,1308.0,224.6,773.6,995.1,1322.3,1207.8,1276.2,1219.6,1275.6,1024.0,753.3,651.5,1314.5,1158.5,1304.2,807.2,622.8,166.1,1393.8,1117.8,1145.6,1239.0,781.4,195.4,723.3,742.7,234.9,1205.1,1217.2,1227.2,199.6,1376.7,1085.8,1137.9,1212.5,1340.0,1084.6,1005.2,1379.6,1272.3,1159.9,1088.3,1288.3,850.0,773.0,1211.5,645.8,1321.8,673.5,1257.6,651.3,1440.5,216.4,1273.5,1242.1,754.7,1231.4,1329.5,978.4,1148.8,1146.1
KP,1089.9,544.8,1226.3,557.5,1240.2,1203.9,1169.1,699.3,1136.4,715.7,2202.5,729.4,1085.6,1082.0,1194.6,815.5,985.0,1245.0,670.8,1384.5,39.2,1007.4,1134.9,672.1,936.6,748.2,931.7,799.9,1143.5,538.1,670.9,1239.9,1237.9,1227.3,655.4,684.3,1191.2,539.5,1042.6,1111.5,1151.5,872.6,727.7,903.4,140.2,699.5,905.8,855.6,1152.1,1154.0,907.3,230.8,0.0,1052.9,955.2,696.1,1255.1,1323.1,666.3,962.0,666.9,890.8,1274.7,1206.4,569.4,686.8,1003.2,1040.2,539.1,919.7,1294.3,704.1,721.1,1265.2,1227.3,201.1,675.8,897.3,1217.1,1110.0,1178.4,1121.8,1177.8,926.2,655.5,553.7,1216.0,1060.7,1203.2,713.2,514.2,225.3,1292.1,1020.0,1047.8,1141.2,683.6,97.6,625.5,644.9,27.7,1107.3,1119.4,1129.4,176.1,1353.2,988.0,1040.1,1114.7,1259.7,986.8,907.4,1281.8,1171.3,1062.1,987.3,1190.5,752.2,675.2,1113.7,548.0,1222.6,575.7,1159.8,553.5,1413.8,36.0,1175.7,1144.3,643.0,1133.6,1306.0,880.6,1051.0,1048.3
KT,474.4,770.6,272.2,783.3,438.5,402.2,215.0,925.1,231.0,941.5,1974.4,955.2,180.2,176.6,240.5,228.2,210.7,290.9,896.6,433.4,1155.8,233.1,388.4,897.9,180.3,974.0,175.4,221.0,189.4,763.9,896.7,285.8,283.8,425.6,881.2,910.1,237.1,765.3,303.5,206.1,197.4,372.5,953.5,288.7,1095.2,925.3,385.1,171.8,271.2,199.9,151.0,1193.8,1116.5,0.0,78.9,921.9,301.0,471.9,892.1,205.7,892.7,390.7,320.6,252.3,795.2,912.6,126.4,301.1,764.9,114.4,480.4,929.9,946.9,311.1,561.6,1156.1,901.6,358.0,537.4,108.4,376.7,120.2,498.1,151.9,881.3,779.5,445.4,155.3,249.1,939.0,740.0,1188.3,362.7,245.7,46.2,187.1,909.4,970.5,851.3,870.7,1059.8,105.7,238.5,496.1,1131.1,499.3,111.2,38.5,160.6,445.3,81.4,320.1,327.7,485.1,108.0,213.0,236.4,978.0,901.0,208.3,773.8,317.5,801.5,205.7,779.3,462.7,1041.3,221.6,263.4,868.8,453.9,492.1,359.9,311.9,233.5
KU,473.2,691.6,271.0,704.3,404.9,368.6,213.8,846.1,181.1,862.5,1895.4,876.2,130.3,126.7,239.3,149.2,131.7,289.7,817.6,432.2,1076.8,154.1,309.4,818.9,101.3,895.0,96.4,142.0,188.2,684.9,817.7,284.6,282.6,392.0,802.2,831.1,235.9,686.3,224.5,156.2,196.2,293.5,874.5,209.7,1016.2,846.3,306.1,92.8,270.0,198.7,72.0,1114.8,1037.5,97.6,0.0,842.9,299.8,454.1,813.1,126.7,813.7,311.7,319.4,251.1,716.2,833.6,47.9,222.1,685.9,35.4,479.2,850.9,867.9,309.9,560.4,1077.1,822.6,279.0,536.2,154.7,343.1,166.5,496.9,72.9,802.3,700.5,444.2,105.4,247.9,860.0,661.0,1109.3,361.5,166.7,92.5,185.9,830.4,891.5,772.3,791.7,980.8,152.0,237.3,494.9,1052.1,498.1,32.7,84.8,159.4,444.1,31.5,241.1,326.5,483.9,106.8,134.0,235.2,899.0,822.0,158.4,694.8,316.3,722.5,204.5,700.3,461.5,962.3,220.4,262.2,789.8,452.7,490.9,280.9,232.9,232.3
KZ,1308.0,227.6,1105.8,138.4,1119.7,1083.4,1048.6,246.3,1015.9,262.7,2082.0,276.4,965.1,961.5,1074.1,695.0,864.5,1124.5,217.8,1267.0,722.3,886.9,1014.4,79.4,816.1,295.2,811.2,679.4,1023.0,216.7,217.9,1119.4,1117.4,1106.8,82.7,231.3,1070.7,157.4,922.1,991.0,1031.0,752.1,274.7,782.9,527.1,246.5,785.3,735.1,1031.6,1033.5,786.8,625.7,683.0,932.4,834.7,0.0,1134.6,1168.9,213.3,841.5,213.9,770.3,1154.2,1085.9,211.5,69.0,882.7,919.7,181.2,799.2,1267.0,251.1,268.1,1144.7,1395.2,588.0,222.8,776.8,1371.0,989.5,1057.9,1001.3,1331.7,805.7,202.5,227.1,1279.0,940.2,1082.7,260.2,217.0,620.2,1196.3,899.5,927.3,1020.7,230.6,586.8,68.6,76.7,626.3,986.8,998.9,1329.7,563.0,1260.9,867.5,919.6,994.2,1139.2,866.3,786.9,1161.3,1318.7,941.6,866.8,1070.0,299.2,222.2,993.2,148.3,1151.1,104.7,1039.3,143.3,1296.3,607.8,1055.2,1023.8,190.0,1287.5,1278.7,760.1,930.5,927.8
LB,222.5,1004.7,132.4,1017.4,212.7,250.6,180.7,1159.2,465.1,1175.6,2208.5,1189.3,414.3,410.7,69.5,462.3,444.8,81.6,1130.7,181.5,1389.9,467.2,571.1,1132.0,373.3,1208.1,378.2,455.1,189.5,998.0,1130.8,33.9,72.1,227.0,1115.3,1144.2,134.2,999.4,537.6,440.2,215.2,606.6,1187.6,522.8,1329.3,1159.4,619.2,405.9,224.0,165.6,385.1,1427.9,1350.6,312.9,313.0,1156.0,0.0,220.0,1126.2,435.0,1126.8,624.8,108.9,312.9,1029.3,1146.7,360.5,535.2,999.0,348.5,228.5,1164.0,1181.0,59.2,309.7,1390.2,1135.7,592.1,285.5,370.0,276.1,381.8,246.2,386.0,1115.4,1013.6,193.5,389.4,60.5,1173.1,974.1,1422.4,110.8,479.8,307.8,247.7,1143.5,1204.6,1085.4,1104.8,1293.9,367.3,222.4,244.2,1365.2,247.4,345.3,300.1,198.4,193.4,315.5,554.2,212.8,233.2,204.3,447.1,297.0,1212.1,1135.1,442.4,1007.9,65.6,1035.6,266.3,1013.4,210.8,1275.4,132.6,197.5,1102.9,202.0,240.2,594.0,546.0,271.3
LL,323.5,1035.6,297.9,1048.3,49.2,87.1,350.0,1190.1,634.4,1206.5,2241.5,1220.2,583.6,580.0,238.8,493.2,493.7,250.9,1161.6,115.9,1420.8,516.1,485.2,1162.9,352.7,1239.0,357.6,486.0,358.8,1028.9,1161.7,192.8,241.4,63.5,1146.2,1175.1,303.5,1030.3,566.0,609.5,388.2,614.1,1218.5,561.4,1360.2,1190.3,626.7,436.8,293.8,334.9,382.4,1458.8,1381.5,482.2,443.9,1186.9,238.4,0.0,1157.1,414.4,1157.7,632.3,278.2,482.2,1060.2,1177.6,491.9,563.6,1029.9,408.4,134.6,1194.9,1211.9,222.4,249.2,1421.1,1166.6,599.6,268.9,539.3,112.6,551.1,308.2,434.9,1146.3,1044.5,294.5,558.7,229.8,1204.0,1005.0,1453.3,101.7,528.7,477.1,417.0,1174.4,1235.5,1116.3,1135.7,1324.8,536.6,292.2,345.2,1396.1,128.5,476.7,469.4,329.6,29.9,484.8,515.5,378.3,334.2,373.6,496.0,466.3,1243.0,1166.0,611.7,1038.8,166.6,1066.5,435.6,1044.3,145.2,1306.3,301.9,267.3,1133.8,303.0,146.3,601.5,574.4,257.4
LN,1307.6,245.2,1105.4,156.0,1119.3,1083.0,1048.2,124.7,1015.5,141.1,2081.6,176.2,964.7,961.1,1073.7,694.6,864.1,1124.1,117.6,1266.6,721.9,886.5,1014.0,198.7,815.7,191.1,810.8,679.0,1022.6,216.3,117.7,1119.0,1117.0,1106.4,182.0,119.5,1070.3,175.0,921.7,990.6,1030.6,751.7,153.1,782.5,526.7,95.1,784.9,734.7,1031.2,1033.1,786.4,625.3,682.6,932.0,834.3,222.7,1134.2,1168.5,0.0,841.1,93.7,769.9,1153.8,1085.5,229.1,213.4,882.3,919.3,198.8,798.8,1266.6,150.9,73.5,1144.3,1394.8,587.6,102.6,776.4,1370.6,989.1,1057.5,1000.9,1331.3,805.3,102.3,244.7,1278.6,939.8,1082.3,138.6,234.6,619.8,1195.9,899.1,926.9,1020.3,109.0,586.4,152.1,171.5,625.9,986.4,998.5,1329.3,562.6,1260.5,867.1,919.2,993.8,1138.8,865.9,786.5,1160.9,1318.3,941.2,866.4,1069.6,177.6,102.0,992.8,165.9,1150.7,122.3,1038.9,160.9,1295.9,607.4,1054.8,1023.4,89.8,1287.1,1278.3,759.7,930.1,927.4
LP,585.5,703.9,383.3,716.6,380.9,344.6,326.1,858.4,293.4,874.8,1907.7,888.5,242.6,239.0,351.6,161.5,162.0,402.0,829.9,544.5,1089.1,184.4,339.7,831.2,77.3,907.3,72.4,154.3,300.5,697.2,830.0,396.9,394.9,368.0,814.5,843.4,348.2,698.6,254.8,268.5,308.5,218.6,886.8,240.0,1028.5,858.6,251.8,105.1,292.8,311.0,50.7,1127.1,1049.8,209.9,112.2,855.2,412.1,430.1,825.4,0.0,826.0,236.8,431.7,363.4,728.5,845.9,160.2,252.4,698.2,76.7,528.2,863.2,880.2,422.2,672.7,1089.4,834.9,309.3,648.5,267.0,319.1,278.8,609.2,103.2,814.6,712.8,556.5,217.7,360.2,872.3,673.3,1121.6,473.8,197.0,204.8,298.2,842.7,903.8,784.6,804.0,993.1,264.3,260.1,607.2,1064.4,522.1,145.0,197.1,271.7,400.4,143.8,253.4,438.8,596.2,219.1,164.3,347.5,911.3,834.3,270.7,707.1,428.6,734.8,316.8,712.6,573.8,974.6,332.7,285.0,802.1,565.0,539.9,226.6,263.2,189.0
LV,1303.0,240.6,1100.8,151.4,1114.7,1078.4,1043.6,151.2,1010.9,150.5,2077.0,153.6,960.1,956.5,1069.1,690.0,859.5,1119.5,95.0,1262.0,717.3,881.9,1009.4,194.1,811.1,172.4,806.2,674.4,1018.0,211.7,95.1,1114.4,1112.4,1101.8,177.4,108.5,1065.7,170.4,917.1,986.0,1026.0,747.1,178.6,777.9,522.1,32.5,780.3,730.1,1026.6,1028.5,781.8,620.7,678.0,927.4,829.7,218.1,1129.6,1163.9,127.6,836.5,0.0,765.3,1149.2,1080.9,224.5,208.8,877.7,914.7,194.2,794.2,1262.0,128.3,54.1,1139.7,1390.2,583.0,24.7,771.8,1366.0,984.5,1052.9,996.3,1326.7,800.7,79.7,240.1,1274.0,935.2,1077.7,164.1,230.0,615.2,1191.3,894.5,922.3,1015.7,135.5,581.8,147.5,166.9,621.3,981.8,993.9,1324.7,558.0,1255.9,862.5,914.6,989.2,1134.2,861.3,781.9,1156.3,1313.7,936.6,861.8,1065.0,188.6,8.3,988.2,161.3,1146.1,117.7,1034.3,156.3,1291.3,602.8,1050.2,1018.8,67.2,1282.5,1273.7,755.1,925.5,922.8
MA,684.5,633.9,482.3,657.6,496.2,459.9,425.1,788.4,392.4,804.8,1837.7,818.5,341.6,338.0,450.6,70.6,241.0,501.0,759.9,643.5,1019.1,263.4,354.7,761.2,192.6,837.3,187.7,84.3,399.5,627.3,760.0,495.9,493.9,483.3,744.5,773.4,447.2,628.6,333.8,371.7,407.5,16.9,816.8,123.2,956.8,782.0,125.6,111.6,408.1,410.0,163.3,1057.1,979.8,308.9,211.2,785.2,511.1,545.4,755.4,218.0,756.0,0.0,530.7,462.4,658.5,775.9,259.2,331.4,628.2,175.7,643.5,793.2,810.2,521.2,771.7,1019.4,764.9,117.1,747.5,366.0,434.4,377.8,708.2,182.2,744.6,642.8,653.0,316.7,459.2,802.3,614.1,1051.6,572.8,276.0,303.8,397.2,772.7,833.8,714.6,734.0,923.1,363.3,375.4,706.2,994.4,637.4,244.0,296.1,370.7,515.7,242.8,127.2,537.8,695.2,318.1,243.3,446.5,841.3,764.3,369.7,637.1,529.2,664.8,415.8,642.6,672.8,904.6,431.7,400.3,746.0,664.0,655.2,100.4,342.2,304.3
